Date,Time,PST,PDT,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-Cond,Valeport-UVSVP-SVel
7/10/2019,8:31:42,0:31:42,1:31:42,Doors Up,59,53,,83142,4401.6955N,12449.3497W,354,3.5,20.2,57,1015.81,21.75,204.35,19,212,1.002,16.54187,,16.29759,,4.0698167,,31.72195,,16.206,17.372,1507.653
7/10/2019,9:19:54,1:19:54,2:19:54,Net on Deck,59,53,,91953,4403.7979N,12449.9855W,339,3.3,23.7,49,1015.72,24.36,200.68,22,220,0.998,16.55007,,16.30622,,4.0686345,,31.70517,,16.205,17.673,1507.608
7/10/2019,9:20:56,1:20:56,2:20:56,End Marine Mammal Watch,59,53,,92055,4403.8548N,12449.9925W,5,3.9,19.1,47,1015.78,21.8,196.77,18,190,0.998,16.56487,,16.31831,,4.0689573,,31.69625,,16.206,17.675,1507.637
7/10/2019,9:25:27,1:25:27,2:25:27,Depart Station,59,53,,92527,4404.1827N,12449.8422W,43,5.2,16.1,75,1015.62,20.61,196.99,16,125,0.999,16.5493,,16.30354,,4.0616683,,31.64526,,16.184,17.397,1507.506
7/10/2019,9:41:35,1:41:35,2:41:35,Start Marine Mammal Watch,60,54,,94134,4403.2965N,12447.3029W,120,10,16,78,1015.43,14.32,183.69,22,45,0.995,16.55893,,16.29535,,4.0681016,,31.69353,,16.173,17.331,1507.556
7/10/2019,10:11:18,2:11:18,3:11:18,Arrive Station,60,54,,101110,4401.6700N,12440.7239W,,,15.8,79,1015.72,26.27,160.02,21,50,1,15.73991,,15.68271,,4.0269308,,31.98825,,15.567,17.209,1505.592
7/10/2019,10:18:32,2:18:32,3:18:32,Net In Water,60,54,,101831,4401.2978N,12439.4613W,162,3.5,15.7,79,1015.55,17.79,187.52,21,19,1.009,15.60397,,15.3837,,4.0218936,,32.05384,,14.896,17.23,1504.243
7/10/2019,10:34:32,2:34:32,3:34:32,Shoot Doors,60,54,,103431,4400.5311N,12438.9235W,171,4.9,15.5,80,1015.86,18.41,189.24,22,5,1.011,15.76842,,15.51262,,4.0306853,,31.99841,,15.407,17.756,1505.499
7/10/2019,10:39:41,2:39:41,3:39:41,Begin Fishing (EQ),60,54,,103940,4400.1209N,12438.9083W,180,3.8,15.4,80,1015.73,18.2,181.09,22,358,1.008,15.7677,,15.5009,,4.0275732,,31.97145,,15.383,17.415,1505.446
7/10/2019,11:24:43,3:24:43,4:24:43,Haul Back,60,54,,112443,4356.9282N,12438.7514W,176,4.2,15.3,81,1015.92,17.91,190.43,22,7,1.023,15.04818,,14.78537,,3.980085,,32.13429,,14.654,17.492,1503.299
7/10/2019,12:14:43,4:14:43,5:14:43,Net on Deck,60,54,,121443,4355.0055N,12438.2931W,184,2.5,15.4,81,1016.06,22.3,178.09,24,352,1.022,15.51216,,15.32692,,4.0699214,,32.5568,,15.239,17.476,1505.711
7/10/2019,12:20:26,4:20:26,5:20:26,Depart Station,60,54,,122025,4354.7776N,12438.3348W,197,2.3,15.5,81,1015.87,20.82,177.04,23,347,1.017,15.73768,,15.47303,,4.1026247,,32.66147,,15.367,17.325,1506.161
7/10/2019,14:59:57,6:59:57,7:59:57,Start Transect,,,,145956,4329.9659N,12416.9761W,254,3.9,16.1,73,1017.45,7.97,166.14,9,283,1.222,12.66678,,12.74679,,3.8515891,,32.96379,,12.885,17.094,1498.498
7/10/2019,15:13:38,7:13:38,8:13:38,UCTD Deployed,,,,151337,4329.9653N,12419.6705W,273,9.2,16.4,71,1016.92,8.9,131.67,6,294,1.11,13.43957,,13.40997,,3.9024879,,32.77433,,12.917,17.044,1500.121
7/10/2019,17:11:24,9:11:24,10:11:24,UCTD Deployed,,,,171123,4329.9921N,12444.7654W,270,6.4,16,78,1017.93,18.5,138.09,15,265,0.984,16.76107,,16.51144,,4.074213,,31.5869,,16.427,16.354,1508.169
7/10/2019,19:08:38,11:08:38,12:08:38,UCTD Deployed,,,,190837,4329.9776N,12509.4301W,276,8.3,16.1,79,1018.11,8.51,109.59,2,274,0.954,17.12083,,16.86351,,4.0329355,,30.95254,,16.751,17.617,1508.437
7/10/2019,21:07:34,13:07:34,14:07:34,UCTD Deployed,,,,210733,4330.0004N,12535.7356W,268,8.5,16.5,81,1018.45,7.41,85.8,1,41,0.942,17.54744,,17.26981,,4.0247878,,30.55933,,17.172,17.345,1509.25
7/10/2019,23:30:22,15:30:22,16:30:22,UCTD Deployed,,,,233021,4330.0380N,12607.4722W,273,9.2,16.9,78,1018.29,12.15,185.46,17,321,0.94,17.2721,,17.00855,,4.0871856,,31.2996,,16.892,16.877,1509.247
7/11/2019,2:54:49,18:54:49,19:54:49,UCTD Deployed,,,,25448,4329.9810N,12651.9998W,275,8.1,17,78,1018,9.74,163.81,9,318,0.931,17.2912,,17.0807,,4.168895,,31.9832,,16.961,17.563,1510.262
7/11/2019,4:32:46,20:32:46,21:32:46,Break Transect,,,,43245,4329.9565N,12713.9185W,268,8.1,16.6,81,1018.19,2.69,144.85,7,338,0.92,17.29709,,17.0052,,4.1613875,,31.91432,,16.811,17.655,1509.553
7/11/2019,8:51:02,0:51:02,1:51:02,Start Marine Mammal Watch,61,55,,85101,4331.3732N,12608.7776W,84,11.4,16,82,1019.64,7.95,191.36,12,46,0.923,17.16273,,16.9149,,4.0544831,,31.1046,,16.805,17.3,1508.746
7/11/2019,9:21:01,1:21:01,2:21:01,Arrive Station,61,55,,92101,4331.6672N,12601.2220W,91,10.3,16.1,82,1019.66,5.97,168.19,13,36,0.906,17.19801,,16.91525,,4.0796787,,31.2928,,16.785,17.256,1508.968
7/11/2019,9:25:43,1:25:43,2:25:43,Net In Water,61,55,,92542,4331.4997N,12600.5826W,167,3.8,16.1,82,1019.63,8.29,182.29,12,7,0.927,17.20166,,16.93763,,4.0760346,,31.25882,,16.821,17.569,1509.029
7/11/2019,9:40:51,1:40:51,2:40:51,Shoot Doors,61,55,,94050,4330.5674N,12600.3551W,169,5.9,16.2,82,1019.75,7.12,174.95,13,6,0.921,17.14653,,16.88221,,4.0595239,,31.1602,,16.77,17.474,1508.72
7/11/2019,9:44:20,1:44:20,2:44:20,Begin Fishing (EQ),61,55,,94419,4330.2099N,12600.2863W,172,5.8,16.3,82,1019.61,6.27,183.51,12,7,0.906,17.16715,,16.92105,,4.0577021,,31.12872,,16.824,17.554,1508.86
7/11/2019,10:29:20,2:29:20,3:29:20,Haul Back,61,55,,102919,4326.4406N,12559.6788W,174,4.5,16.3,82,1019.61,6.58,159.87,11,355,0.92,17.20902,,16.95023,,4.0722832,,31.22107,,16.843,17.372,1509.011
7/11/2019,10:34:26,2:34:26,3:34:26,Doors Up,61,55,,103425,4326.0910N,12559.6241W,175,4.6,16.3,82,1019.63,7.41,179.38,12,5,0.904,17.22809,,16.97842,,4.0700309,,31.1871,,16.877,17.624,1509.085
7/11/2019,10:59:23,2:59:23,3:59:23,Net on Deck,61,55,,105922,4324.9128N,12559.3847W,168,2.7,16.4,82,1019.61,6.33,180.55,9,9,0.904,17.27357,,17.01512,,4.069817,,31.15023,,16.911,17.439,1509.135
7/11/2019,10:59:27,2:59:27,3:59:27,End Marine Mammal Watch,61,55,,105926,4324.9094N,12559.3849W,183,3,16.4,82,1019.61,7.08,192.36,10,15,0.92,17.27286,,17.0143,,4.0696031,,31.14895,,16.91,17.601,1509.149
7/11/2019,11:05:42,3:05:42,4:05:42,Depart Station,61,55,,110541,4324.5780N,12559.3717W,169,3.5,16.3,82,1019.71,8.24,213.87,11,22,0.917,17.2538,,16.99454,,4.0650966,,31.12516,,16.888,17.629,1509.052
7/11/2019,14:41:12,6:41:12,7:41:12,Start Transect,61,55,,144112,4309.9956N,12515.3409W,90,9.2,15,83,1020.66,4.13,146.14,12,16,0.908,16.25057,,15.98548,,4.0564125,,31.83698,,15.857,17.298,1506.693
7/11/2019,15:49:45,7:49:45,8:49:45,UCTD Deployed,61,55,,154944,4309.9782N,12501.0808W,92,7.9,14.5,83,1020.88,3.39,117.32,11,8,0.909,16.42387,,16.19279,,4.0347594,,31.51036,,16.086,17.315,1507.05
7/11/2019,17:23:08,9:23:08,10:23:08,UCTD Deployed,61,55,,172307,4309.9420N,12440.5561W,89,7.9,15.6,81,1020.77,3.88,330.33,7,332,0.905,16.63306,,16.28532,,4.0713182,,31.66279,,16.061,17.361,1507.259
7/11/2019,18:25:51,10:25:51,11:25:51,End Transect,61,55,,182551,4309.9214N,12427.7668W,65,5.5,15.5,81,1020.74,7.9,327.33,9,314,0.99,14.86898,,13.96564,,4.0045267,,32.50323,,13.532,17.357,1500.278
7/11/2019,20:28:50,12:28:50,13:28:50,Start Transect,61,55,,202849,4319.8807N,12424.9854W,85,5.6,16.1,79,1020.74,4.88,272.66,1,338,1,15.49634,,14.53665,,4.0378662,,32.2839,,14.098,17.321,1501.98
7/11/2019,20:47:09,12:47:09,13:47:09,UCTD Deployed,61,55,,204708,4319.9805N,12428.7741W,269,8.3,16.2,77,1020.58,9.75,336.82,15,32,0.963,16.04096,,15.74949,,4.0550184,,31.993,,15.605,17.603,1506.121
7/11/2019,22:21:43,14:21:43,15:21:43,UCTD Deployed,61,55,,222142,4320.0004N,12451.3106W,270,8.5,16.8,74,1020.8,7.39,337.28,13,29,0.943,17.10833,,16.84479,,4.0552362,,31.15298,,16.718,17.615,1508.936
7/12/2019,0:04:14,16:04:14,17:04:14,End Transect,61,55,,413,4319.9746N,12515.9042W,268,10.7,16.3,69,1020.21,8.68,307.85,17,22,0.927,17.49552,,17.20836,,4.0696032,,30.97829,,16.993,17.541,1509.185
7/12/2019,2:01:56,18:01:56,19:01:56,Start Transect,61,55,,20155,4340.1842N,12517.3920W,73,8.4,16.2,70,1020.25,6.47,298.32,6,312,0.924,17.70215,,17.58847,,4.0390451,,30.56352,,17.37,17.266,1509.932
7/12/2019,3:23:58,19:23:58,20:23:58,UCTD Deployed,61,55,,32357,4340.1522N,12457.3636W,91,8.7,16.6,68,1019.71,8.14,343.79,12,304,0.914,17.49916,,17.2859,,4.0871857,,31.12473,,16.953,17.364,1509.283
7/12/2019,3:59:02,19:59:02,20:59:02,Break Transect,,,,35901,4340.1597N,12449.2413W,92,8.5,16.6,68,1019.68,9.77,346.23,11,315,0.914,17.456,,17.21967,,4.1241774,,31.47244,,16.971,17.398,1509.75
7/12/2019,4:22:50,20:22:50,21:22:50,Start Marine Mammal Watch,62,56,,42250,4337.7724N,12445.6785W,135,9.9,16.3,69,1019.79,4.9,314.69,4,354,0.935,17.49552,,17.15211,,4.1261074,,31.45821,,16.892,17.485,1509.481
7/12/2019,4:50:11,20:50:11,21:50:11,Arrive Station,62,56,,45010,4334.7901N,12441.5339W,133,8.7,15.9,70,1019.98,7.87,332.07,3,298,0.912,17.23397,,17.03794,,4.1010169,,31.44735,,16.756,17.407,1509.087
7/12/2019,4:57:33,20:57:33,21:57:33,Net In Water,62,56,,45732,4334.1116N,12440.5490W,132,4.7,16,71,1020.1,8.1,346.57,4,261,0.918,17.4509,,17.22846,,4.1310417,,31.53484,,17.03,17.548,1509.944
7/12/2019,5:09:11,21:09:11,22:09:11,Shoot Doors,62,56,,50910,4333.7504N,12440.0836W,137,2.3,16.3,71,1020.1,4.44,357.32,2,255,0.92,17.46263,,17.18901,,4.1302897,,31.51932,,17.077,17.658,1510.094
7/12/2019,5:17:05,21:17:05,22:17:05,Begin Fishing (EQ),62,56,,51704,4333.3453N,12439.5160W,143,4.9,16.1,70,1020.07,8.33,6.31,5,265,0.92,17.34399,,17.0719,,4.1273954,,31.58701,,16.839,17.595,1509.58
7/12/2019,6:02:06,22:02:06,23:02:06,Haul Back,62,56,,60205,4330.9745N,12436.6572W,144,4.3,15.8,72,1019.79,7.94,12.97,6,247,0.921,17.13698,,16.85837,,4.1298625,,31.77033,,16.737,17.566,1509.314
7/12/2019,6:06:13,22:06:13,23:06:13,Doors Up,62,56,,60613,4330.8130N,12436.4794W,139,2.8,15.8,72,1019.75,9.4,9.24,7,254,0.92,17.148,,16.94568,,4.1302895,,31.76532,,16.834,17.462,1509.599
7/12/2019,6:35:41,22:35:41,23:35:41,Net on Deck,62,56,,63540,4329.8941N,12435.5097W,138,3.1,15.9,72,1019.83,3.1,321,0,232,0.922,17.08333,,16.81528,,4.1114185,,31.65418,,16.609,17.611,1508.902
7/12/2019,6:35:43,22:35:43,23:35:43,End Marine Mammal Watch,62,56,,63542,4329.8928N,12435.5082W,138,3.1,16,72,1019.83,3.1,318,0,219,0.921,17.08333,,16.81528,,4.1114185,,31.65418,,16.638,17.544,1508.87
7/12/2019,6:37:37,22:37:37,23:37:37,Start Marine Mammal Watch,63,57,,63736,4329.8144N,12435.4234W,144,3.2,15.7,72,1019.93,4.86,3.89,3,258,0.924,17.07519,,16.81665,,4.1108831,,31.65597,,16.678,17.511,1508.965
7/12/2019,6:41:26,22:41:26,23:41:26,Depart Station,62,56,,64126,4329.6636N,12435.2387W,124,3,15.9,71,1019.88,5.95,340.12,4,250,0.923,17.11275,,16.83396,,4.1153865,,31.66515,,16.717,17.514,1509.129
7/12/2019,6:53:19,22:53:19,23:53:19,Arrive Station,63,57,,65318,4328.7970N,12433.1316W,117,10.3,15.3,74,1019.79,4.58,358.9,7,303,0.933,16.99203,,16.76359,,4.1068078,,31.68629,,16.627,17.365,1508.984
7/12/2019,7:01:29,23:01:29,0:01:29,Net In Water,63,57,,70128,4328.5408N,12431.8630W,45,3.9,15.1,73,1019.65,8.75,4.92,12,335,0.931,16.84676,,16.55583,,4.099514,,31.73792,,16.358,17.521,1508.184
7/12/2019,7:11:55,23:11:55,0:11:55,Shoot Doors,63,57,,71154,4328.9329N,12431.3529W,45,4.4,15.4,77,1019.55,9.43,339.86,11,318,0.932,16.68262,,16.37622,,4.086328,,31.75368,,16.112,17.521,1507.367
7/12/2019,7:15:11,23:15:11,0:15:11,Begin Fishing (EQ),63,57,,71510,4329.1364N,12431.1088W,39,4.9,15.4,75,1019.49,10.64,341.29,14,323,0.934,16.64785,,16.37074,,4.083324,,31.7552,,16.065,17.523,1507.179
7/12/2019,8:00:12,0:00:12,1:00:12,Haul Back,63,57,,80011,4331.4655N,12428.5926W,40,3.9,15.1,73,1019.35,7.17,26.43,11,357,0.943,16.2729,,16.01594,,4.0551272,,31.8079,,15.874,17.416,1506.727
7/12/2019,8:36:05,0:36:05,1:36:05,Net on Deck,63,57,,83605,4332.6049N,12427.6900W,16,2.2,15.1,74,1019.1,9.06,344.86,11,337,0.969,16.10442,,15.86382,,4.0499802,,31.89767,,15.69,17.615,1506.125
7/12/2019,8:36:07,0:36:07,1:36:07,End Marine Mammal Watch,63,57,,83606,4332.6055N,12427.6901W,1,2.2,15.2,74,1019.12,8.8,358.5,11,346,0.955,16.10442,,15.86382,,4.0499802,,31.89767,,15.656,17.569,1506.175
7/12/2019,8:39:17,0:39:17,1:39:17,Start Marine Mammal Watch,64,58,,83917,4332.7256N,12427.6496W,19,2.4,15.1,74,1019.03,6.51,323.4,8,328,0.954,16.09694,,15.85499,,4.0495533,,31.89992,,15.664,17.466,1506.197
7/12/2019,8:43:41,0:43:41,1:43:41,Depart Station,63,57,,84341,4332.8981N,12427.6276W,346,2.5,15.2,74,1019.14,6.67,10.52,9,26,0.96,16.13499,,15.89149,,4.0527668,,31.89759,,15.702,17.666,1506.236
7/12/2019,8:58:04,0:58:04,1:58:04,Arrive Station,64,58,,85803,4332.8856N,12428.7661W,283,7.1,15.1,74,1019.01,6.91,11.75,10,40,0.94,16.32648,,16.0908,,4.0597373,,31.80543,,15.969,17.303,1507.077
7/12/2019,9:04:47,1:04:47,2:04:47,Net In Water,64,58,,90447,4333.1210N,12429.5064W,17,2.7,15,74,1019.1,8.81,336.29,10,336,0.948,16.59083,,16.33515,,4.0769997,,31.74551,,16.226,17.473,1507.77
7/12/2019,9:19:06,1:19:06,2:19:06,Shoot Doors,64,58,,91906,4333.6836N,12429.3441W,11,4.3,14.7,74,1018.75,9.72,17.49,14,8,0.951,16.53223,,16.28675,,4.0721741,,31.75008,,16.171,17.303,1507.595
7/12/2019,9:23:00,1:23:00,2:23:00,Begin Fishing (EQ),64,58,,92259,4333.9784N,12429.2745W,11,4.6,14.8,74,1018.81,7.41,14.35,13,2,0.952,16.54781,,16.29311,,4.0734619,,31.74891,,16.169,17.398,1507.628
7/12/2019,10:08:01,2:08:01,3:08:01,Haul Back,64,58,,100800,4336.7231N,12428.5406W,8,3.9,14.9,74,1018.67,8.45,338.49,12,339,0.953,16.42238,,16.16645,,4.066278,,31.78608,,16.041,17.549,1507.204
7/12/2019,10:12:20,2:12:20,3:12:20,Doors Up,64,58,,101219,4336.9039N,12428.4799W,9,2.8,14.8,74,1018.54,10.3,345.12,13,342,0.961,16.39265,,16.12984,,4.0656327,,31.80413,,15.994,17.473,1507.119
7/12/2019,10:39:00,2:39:00,3:39:00,Net on Deck,64,58,,103859,4337.8548N,12428.3747W,346,2.7,14.9,75,1018.68,7.42,326.14,10,343,0.957,16.32576,,16.08653,,4.0596286,,31.80505,,15.967,17.595,1507.044
7/12/2019,10:39:01,2:39:01,3:39:01,End Marine Mammal Watch,64,58,,103901,4337.8561N,12428.3756W,341,2.7,14.9,75,1018.58,7.34,330.38,10,350,0.957,16.32576,,16.08653,,4.0596286,,31.80505,,15.969,17.554,1507.027
7/12/2019,11:06:28,3:06:28,4:06:28,Bongo IN,64,,,110627,4336.1869N,12428.7131W,210,2.3,14.8,75,1018.6,10.11,9.48,8,156,0.956,16.52926,,16.27362,,4.0747462,,31.77481,,16.114,17.451,1507.474
7/12/2019,11:18:13,3:18:13,4:18:13,Bongo OUT,64,,,111812,4335.9135N,12428.9236W,213,1.5,14.9,75,1018.71,9.36,1.61,8,139,0.954,16.58044,,16.33324,,4.0778562,,31.7612,,16.214,17.388,1507.732
7/12/2019,11:28:54,3:28:54,4:28:54,Depart Station,64,,,112853,4335.7033N,12429.0608W,269,1.1,14.9,75,1018.54,9.82,347.86,9,32,0.951,16.62047,,16.36543,,4.0807531,,31.75459,,16.262,17.547,1507.884
7/12/2019,13:06:11,5:06:11,6:06:11,Resume Transect,64,58,,130611,4340.1480N,12449.1827W,95,5.4,15.2,71,1018.52,6.79,332.63,6,291,0.929,16.90799,,16.65797,,4.1190315,,31.85794,,16.384,17.49,1508.416
7/12/2019,14:35:23,6:35:23,7:35:23,UCTD Deployed,64,58,,143522,4340.2291N,12429.8604W,84,8.6,15,73,1018.8,9.56,281.05,3,316,0.944,16.65378,,16.37431,,4.077428,,31.69937,,16.237,17.306,1507.724
7/12/2019,15:39:43,7:39:43,8:39:43,End Transect,64,58,,153942,4340.0313N,12415.4155W,110,6.1,14.9,72,1018.83,6.07,315.54,2,321,0.996,15.31906,,15.0456,,4.0486955,,32.52685,,14.261,17.412,1502.382
7/12/2019,19:52:18,11:52:18,12:52:18,Start Transect,64,58,,195217,4300.0084N,12429.4774W,253,7.4,15.8,67,1018.79,10.15,347.75,12,53,1.342,12.29787,,12.08797,,3.8494449,,33.26854,,11.485,17.079,1494.06
7/12/2019,21:18:21,13:18:21,14:18:21,Start Transect,64,58,,211820,4259.9623N,12449.5155W,273,9.2,16.9,67,1018.72,7.47,1.53,12,41,1.032,16.70635,,16.44162,,4.1079875,,31.92256,,16.313,17.267,1508.286
7/12/2019,22:53:38,14:53:38,15:53:38,UCTD Deployed,,,,225337,4259.9848N,12511.2757W,273,8.3,17.4,63,1018.59,10.18,344.94,15,43,0.988,16.60937,,16.33292,,4.1341484,,32.22736,,16.055,17.375,1507.947
7/12/2019,23:23:58,15:23:58,16:23:58,End Transect,,,,232357,4259.9354N,12518.1024W,271,10.5,17.3,63,1018.43,9.37,1.2,14,43,0.978,16.78767,,16.54825,,4.1407972,,32.14192,,16.352,17.093,1508.643
7/13/2019,0:25:46,16:25:46,17:25:46,Start Transect,,,,2545,4249.8364N,12520.0266W,93,7.1,17.1,65,1018.24,8.25,293.86,3,263,0.98,16.63009,,16.28349,,4.1344736,,32.21351,,16.081,17.427,1507.817
7/13/2019,1:49:24,17:49:24,18:49:24,UCTD Deployed,,,,14923,4249.8736N,12501.1016W,91,8,16.4,68,1017.67,7.08,284.54,2,330,0.971,16.03347,,15.74973,,4.0973711,,32.37203,,15.554,17.305,1506.375
7/13/2019,3:23:55,19:23:55,20:23:55,UCTD Deployed,,,,32355,4249.8908N,12439.8827W,94,8,15.8,69,1017.19,10.69,0.89,14,301,1.156,13.9588,,13.72556,,3.9539337,,32.80822,,13.007,17.217,1498.661
7/13/2019,3:43:38,19:43:38,20:43:38,Break Transect,,,,34338,4249.8918N,12436.3142W,86,5.9,15.1,72,1017.03,5.41,296.37,3,285,1.423,11.62652,,11.36353,,3.8199797,,33.58487,,11.049,17.141,1493.14
7/13/2019,3:43:43,19:43:43,20:43:43,End Transect,,,,34342,4249.8917N,12436.3058W,91,5.6,15.1,72,1017.14,2.69,15.58,6,275,1.423,11.62652,,11.36353,,3.8199797,,33.58487,,11.113,17.244,1493.204
7/13/2019,5:07:51,21:07:51,22:07:51,Start Marine Mammal Watch,,,,50750,4303.0799N,12436.9630W,356,10.1,16.1,65,1017.38,11.16,49.34,19,25,1.069,15.75344,,15.23142,,4.0630593,,32.29738,,14.645,17.087,1503.304
7/13/2019,5:50:02,21:50:02,22:50:02,Arrive Station,65,59,,55001,4309.8505N,12434.9540W,19,7.9,16.4,64,1017.57,9.26,32.93,17,9,1.065,16.132,,15.86415,,4.071532,,32.06475,,15.579,17.158,1506.268
7/13/2019,6:07:31,22:07:31,23:07:31,Net In Water,65,59,,60730,4309.8981N,12435.4602W,265,2.9,16.2,65,1017.63,7.44,35.1,6,96,1.049,16.22597,,15.96387,,4.0747461,,32.01726,,15.803,17.391,1506.721
7/13/2019,6:20:04,22:20:04,23:20:04,Shoot Doors,65,59,,62003,4309.8506N,12436.2405W,266,4.4,16.1,67,1017.6,8.78,47.42,6,104,1.061,16.39116,,16.14603,,4.0860045,,31.9831,,15.992,17.451,1507.331
7/13/2019,6:23:18,22:23:18,23:23:18,Begin Fishing (EQ),65,59,,62318,4309.8426N,12436.6075W,267,4.7,16.1,66,1017.63,8.15,40.27,6,90,1.06,16.43351,,16.1958,,4.0866475,,31.95479,,16.103,17.368,1507.606
7/13/2019,7:08:22,23:08:22,0:08:22,Haul Back,65,59,,70821,4309.9759N,12440.7641W,276,4.4,16.4,71,1017.63,6.41,17.69,7,59,1.034,16.76551,,16.50965,,4.1116334,,31.90708,,16.396,17.469,1508.443
7/13/2019,7:13:08,23:13:08,0:13:08,Doors Up,65,59,,71307,4310.0014N,12441.1613W,272,3.4,16.4,71,1017.7,5.79,10.04,7,62,1.032,16.70635,,16.45636,,4.1004818,,31.85751,,16.347,17.477,1508.251
7/13/2019,7:49:08,23:49:08,0:49:08,Net on Deck,65,59,,74907,4309.6117N,12443.3865W,254,2.8,16.8,65,1017.66,12.06,351.86,12,72,1.023,17.0016,,16.74422,,4.1204243,,31.79593,,16.644,17.452,1509.053
7/13/2019,7:49:09,23:49:09,0:49:09,End Marine Mammal Watch,65,59,,74909,4309.6116N,12443.3882W,256,2.6,16.8,65,1017.66,11.9,349.98,12,66,1.023,17.0016,,16.74422,,4.1204243,,31.79593,,16.637,17.397,1509.037
7/13/2019,7:56:13,23:56:13,0:56:13,Depart Station,65,59,,75612,4309.5035N,12443.7657W,242,2.1,16.7,67,1017.74,9.61,354.91,8,92,1.022,17.01854,,16.76085,,4.122463,,31.8001,,16.66,17.582,1509.168
7/13/2019,8:00:16,0:00:16,1:00:16,Arrive Station,66,,,80015,4309.4375N,12443.9378W,244,2.1,16.7,69,1017.68,10.84,0.7,10,100,1.017,17.01264,,16.75432,,4.1232143,,31.81123,,16.656,17.505,1509.145
7/13/2019,8:02:38,0:02:38,1:02:38,Bongo IN,66,,,80237,4309.3996N,12444.0421W,243,2.3,16.7,69,1017.69,11.49,348.52,11,86,1.019,17.01411,,16.75363,,4.1231048,,31.80912,,16.654,17.428,1509.149
7/13/2019,8:24:20,0:24:20,1:24:20,Bongo OUT,66,,,82419,4309.1054N,12444.8753W,261,1.4,16.8,65,1017.62,8.88,350.19,9,85,1.015,17.01559,,16.7578,,4.125144,,31.82551,,16.656,17.487,1509.166
7/13/2019,8:34:00,0:34:00,1:34:00,Depart Station,66,,,83359,4308.7811N,12445.0817W,169,7.4,17.5,63,1017.56,8.23,353.05,1,227,1.015,16.99864,,16.72379,,4.125144,,31.8389,,16.6,17.513,1509.045
7/13/2019,8:52:06,0:52:06,1:52:06,Start Marine Mammal Watch,67,60,,85205,4306.1911N,12444.1487W,162,9,16.8,67,1017.65,9.02,348.36,1,273,1.011,16.59677,,16.31903,,4.1005872,,31.94567,,16.192,17.311,1507.895
7/13/2019,9:20:28,1:20:28,2:20:28,Arrive Station,67,60,,92027,4302.1421N,12442.7927W,180,6.3,16.2,72,1017.3,8.53,35.57,5,262,1.017,16.44542,,16.15669,,4.0941528,,32.01071,,15.826,17.316,1506.923
7/13/2019,9:22:39,1:22:39,2:22:39,Net In Water,67,60,,92238,4301.9635N,12442.8422W,192,4.3,16.7,72,1017.33,5.17,33.03,2,247,1.017,16.42166,,16.16181,,4.0921169,,32.01199,,16.038,17.481,1507.492
7/13/2019,9:35:49,1:35:49,2:35:49,Shoot Doors,67,60,,93548,4301.2027N,12443.1547W,196,5.1,16.8,64,1017.33,9.83,28.12,4,215,1.017,16.39193,,16.13459,,4.0945818,,32.05737,,15.485,17.422,1505.73
7/13/2019,9:39:39,1:39:39,2:39:39,Begin Fishing (EQ),67,60,,93939,4300.8690N,12443.2671W,195,5.1,16.4,69,1017.37,8.76,27.49,3,226,1.018,16.34729,,16.08373,,4.0931893,,32.08109,,15.97,17.563,1507.286
7/13/2019,10:24:39,2:24:39,3:24:39,Haul Back,67,60,,102439,4257.6591N,12443.5708W,180,4.6,16.4,71,1017.12,6.9,33.72,4,252,1.018,16.00657,,15.73135,,4.0714231,,32.16524,,15.612,17.558,1506.358
7/13/2019,10:33:38,2:33:38,3:33:38,Doors Up,67,60,,103337,4257.1206N,12443.6259W,183,2.6,17.6,71,1017.01,9.7,46,8,236,1.017,15.88613,,15.60123,,4.0632769,,32.19114,,15.461,17.311,1505.945
7/13/2019,11:13:53,3:13:53,4:13:53,Net on Deck,67,60,,111352,4255.3386N,12442.4679W,140,3.4,15.5,73,1016.97,12.01,26.21,10,311,1.116,14.97611,,14.6771,,4.0267176,,32.61446,,14.431,17.279,1502.946
7/13/2019,11:13:57,3:13:57,4:13:57,End Marine Mammal Watch,67,60,,111356,4255.3348N,12442.4651W,151,4,15.5,73,1016.94,5.8,328.45,4,204,1.115,14.97233,,14.66254,,4.026501,,32.61566,,14.401,17.518,1503.192
7/13/2019,11:22:14,3:22:14,4:22:14,Depart Station,67,60,,112213,4254.9343N,12442.0609W,165,3.7,15.3,74,1017.03,7.48,22.05,5,233,1.146,14.62295,,14.35251,,4.0141733,,32.79731,,14.213,17.298,1502.67
7/13/2019,13:37:36,5:37:36,6:37:36,Start Transect,67,60,,133735,4239.6413N,12426.9432W,272,3.7,14.6,67,1015.77,5.09,57.31,2,87,1.464,10.31073,,10.068,,3.7120995,,33.71893,,9.735,17.042,1488.504
