Date,Time,PST,PDT,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-Cond,Valeport-UVSVP-SVel
7/8/2019,10:23:02,2:23:02,3:23:02,Arrive Station,53,48,,102301,4426.8031N,12412.3704W,245,7.9,14.9,74,1016.13,4.38,29.85,5,33,1.039,15.2163,15.3319,15.02845,15.0414,4.0731385,4.08073,32.83192,32.8033,14.968,17.333,1505.117
7/8/2019,10:31:43,2:31:43,3:31:43,Net In Water,53,48,,103143,4426.4661N,12413.6747W,322,3.6,15,74,1016.02,4.82,357.7,8,27,1.038,15.4511,15.5179,15.17536,15.1743,4.0909388,4.09309,32.79529,32.7588,15.057,17.371,1505.331
7/8/2019,10:43:02,2:43:02,3:43:02,Shoot Doors,53,48,,104301,4426.8825N,12414.2335W,312,4.5,15,73,1016.07,6.27,351.54,9,26,1.036,15.14817,15.2237,14.90512,14.9245,4.0646682,4.06634,32.81279,32.7647,14.733,17.549,1504.319
7/8/2019,10:46:29,2:46:29,3:46:29,Begin Fishing (EQ),53,48,,104628,4427.0682N,12414.5167W,310,4.6,15,72,1016.04,5.46,1.29,9,26,1.035,15.04058,15.0219,14.68308,14.5928,4.0529836,4.0514,32.79767,32.7991,13.001,17.413,1498.874
7/8/2019,11:31:32,3:31:32,4:31:32,Haul Back,53,48,,113131,4429.0587N,12417.7272W,311,4.2,15,74,1015.75,6.72,359.69,10,29,1.071,15.17014,15.2314,14.88484,14.883,4.0979054,4.09944,33.09376,33.0558,14.757,17.517,1504.73
7/8/2019,11:36:43,3:36:43,4:36:43,Doors Up,53,48,,113643,4429.2351N,12418.0079W,311,3.1,15,74,1015.86,5.76,4.43,8,34,1.065,14.93283,15.0234,14.74733,14.7481,4.0667052,4.07418,33.01257,33.0036,14.622,17.427,1504.231
7/8/2019,12:06:37,4:06:37,5:06:37,Net on Deck,53,48,,120637,4429.6234N,12419.6087W,304,2.4,15.6,67,1015.81,8.27,353.28,10,29,1.09,14.02044,14.1223,13.74996,13.7365,3.9483614,3.95284,32.70421,32.6591,13.477,17.473,1500.11
7/8/2019,12:06:39,4:06:39,5:06:39,End Marine Mammal Watch,53,48,,120639,4429.6242N,12419.6107W,305,2.7,15.6,66,1015.81,7.15,1.06,9,33,1.092,14.02581,14.1198,13.73759,13.7314,3.9479321,3.95258,32.69568,32.6588,13.473,17.497,1500.067
7/8/2019,12:17:57,4:17:57,5:17:57,Depart Station,53,48,,121756,4430.0563N,12420.4052W,256,5.6,15.6,64,1015.96,7.47,2.07,8,61,1.102,13.73256,13.8236,13.51245,13.5495,3.9130974,3.91917,32.62256,32.6014,13.425,17.288,1499.684
7/8/2019,13:34:51,5:34:51,6:34:51,Resume Transect,53,,,133450,4429.8498N,12439.1564W,266,8.9,15.6,70,1016.2,10.5,345.68,15,38,1.035,16.19765,16.2615,15.91087,15.9072,4.0687432,4.07161,31.98741,31.9612,15.52,17.387,1505.758
7/8/2019,13:35:05,5:35:05,6:35:05,UCTD Deployed,,,,133504,4429.8487N,12439.2029W,268,8.5,15.5,70,1016.16,10.32,342.74,15,39,1.028,16.20213,16.2602,15.88929,15.8836,4.0689571,4.07173,31.98569,31.9634,15.69,17.322,1506.462
7/8/2019,15:42:37,7:42:37,8:42:37,UCTD Deployed,53,48,,154236,4429.9810N,12508.4413W,267,8.2,14.6,77,1016.93,5.75,345.14,11,32,1.012,16.87996,16.9334,16.62886,16.6246,4.1298624,4.13247,31.97369,31.9537,16.039,17.425,1507.213
7/8/2019,16:13:38,8:13:38,9:13:38,End Transect,53,48,,161337,4429.9940N,12515.5006W,268,10.1,15,76,1017.28,2.7,55.23,8,14,1.001,16.94045,16.9943,16.66846,16.6641,4.1486285,4.15196,32.08754,32.0734,16.544,17.302,1509.105
7/8/2019,17:14:28,9:14:28,10:14:28,Resume Transect,53,48,,171427,4420.0303N,12515.7144W,180,10.7,,,1017.16,1.28,59.96,10,357,1.001,17.29562,17.3456,17.03682,17.0357,4.1143114,4.11685,31.51299,31.4958,16.893,17.289,1509.557
7/8/2019,17:26:29,9:26:29,10:26:29,Start Transect,53,48,,172628,4419.8864N,12513.6832W,89,8.3,,,1017.1,5.07,303.23,5,329,1,17.38646,17.4429,17.12816,17.1259,4.1157073,4.11845,31.45427,31.4339,17.011,17.356,1509.803
7/8/2019,17:26:31,9:26:31,10:26:31,Start Transect,53,48,,172630,4419.8864N,12513.6767W,89,8.3,,,1017.1,4.71,301.35,5,334,0.999,17.38646,17.4432,17.12816,17.1253,4.1157073,4.11841,31.45427,31.4333,17.014,17.407,1509.813
7/8/2019,18:58:49,10:58:49,11:58:49,UCTD Deployed,53,48,,185849,4419.9802N,12455.4114W,87,8.8,,,1016.79,3.45,315.35,7,339,1.014,17.13846,17.215,16.9053,16.9213,4.1301837,4.13305,31.77193,31.7363,16.805,17.416,1509.453
7/8/2019,21:03:21,13:03:21,14:03:21,UCTD Deployed,53,48,,210321,4419.9535N,12431.2200W,88,8.1,,,1016.41,7.31,348.73,10,321,1.039,14.82105,14.9383,14.6161,14.6272,3.9530748,3.96065,32.07748,32.0495,14.264,17.346,1502.101
7/8/2019,23:03:46,15:03:46,16:03:46,Break Transect,53,48,,230345,4420.0050N,12407.8848W,89,5.9,15.5,72,1016.06,5.28,299.49,3,293,1.269,12.37368,12.5183,11.94632,11.9086,3.8538362,3.865,33.2435,33.2226,10.526,17.248,1490.709
7/9/2019,0:29:08,16:29:08,17:29:08,Start Transect,,,,2908,4409.9892N,12408.7854W,270,7.7,15.8,73,1015.48,8.35,341.85,12,34,1.632,11.51298,11.6759,11.24092,11.2097,3.7801226,3.79288,33.29674,33.2752,10.247,17.076,1489.844
7/9/2019,1:23:25,17:23:25,18:23:25,UCTD Deployed,,,,12325,4409.9394N,12419.7410W,269,8.2,,,1015.06,9.14,341.45,14,37,1.102,15.15958,,15.3158,,4.0629541,,32.78779,,14.492,17.088,1503.706
7/9/2019,3:16:54,19:16:54,20:16:54,UCTD Deployed,,,,31654,4410.0416N,12445.1838W,269,8.1,16.5,64,1015.67,6.81,344.21,12,34,1.048,16.80982,,16.70554,,4.0928658,,31.70967,,16.348,17.224,1508.135
7/9/2019,4:00:13,20:00:13,21:00:13,Break Transect,,,,40012,4410.0069N,12455.5637W,268,9,16.4,65,1015.81,4.71,329.18,12,19,1.031,17.23321,,16.87603,,4.1315783,,31.70943,,16.469,17.601,1508.336
7/9/2019,4:33:17,20:33:17,21:33:17,Start Marine Mammal Watch,54,49,,43316,4414.0330N,12450.5825W,45,10.5,16.5,65,1015.83,4.89,352.01,14,347,1.023,17.44063,,17.1146,,4.1346856,,31.57386,,16.654,17.105,1508.757
7/9/2019,4:50:36,20:50:36,21:50:36,Arrive Station,54,49,,45035,4416.1965N,12447.5962W,43,10.4,16.5,65,1015.98,4.5,338.65,13,344,1.015,16.89031,,16.49486,,4.090187,,31.62313,,15.62,17.244,1505.975
7/9/2019,5:12:35,21:12:35,22:12:35,Net In Water,54,49,NET IN WATER AT 2206,51234,4418.4114N,12444.5580W,43,2.6,16.4,65,1016.39,1.84,306.13,3,328,1.033,17.01854,,16.96808,,4.1295375,,31.86099,,16.69,17.568,1509.662
7/9/2019,5:21:32,21:21:32,22:21:32,Shoot Doors,54,49,,52131,4418.7875N,12444.0962W,39,4.5,C,H,1016.34,3.01,281.56,4,330,1.017,16.89179,,16.61936,,4.1283586,,31.9513,,16.378,17.56,1508.186
7/9/2019,5:25:30,21:25:30,22:25:30,Begin Fishing (EQ),54,49,,52529,4419.0370N,12443.8230W,37,4.8,16.4,65,1016.31,2.2,330.58,7,346,1.024,16.8039,,16.53479,,4.1224629,,31.97025,,16.293,17.526,1508.173
7/9/2019,6:10:31,22:10:31,23:10:31,Haul Back,54,49,,61030,4421.4852N,12441.4435W,31,4.3,16.2,67,1016.25,2.75,226.7,2,346,1.014,16.54709,,16.33552,,4.0989791,,31.97137,,15.535,17.346,1505.999
7/9/2019,6:14:54,22:14:54,23:14:54,Doors Up,54,49,,61453,4421.6630N,12441.2597W,34,3.1,16.2,67,1016.29,1.17,198.61,22,11,1.019,16.8925,,16.6261,,4.1305048,,31.96927,,15.576,17.614,1506.064
7/9/2019,6:50:32,22:50:32,23:50:32,Net on Deck,54,49,,65031,4422.8202N,12440.2167W,36,2.1,16.2,68,1016.28,3.18,215.61,1,197,1.024,16.46846,,16.18128,,4.0871853,,31.93153,,15.254,17.52,1504.965
7/9/2019,6:50:34,22:50:34,23:50:34,End Marine Mammal Watch,54,49,,65033,4422.8212N,12440.2159W,32,2.1,16.2,68,1016.21,3.1,213.06,1,193,1.027,16.45876,,16.17664,,4.0864332,,31.93273,,15.246,17.403,1505.148
7/9/2019,6:54:35,22:54:35,23:54:35,Depart Station,54,49,,65434,4422.9129N,12440.3076W,281,2.1,16.2,69,1016.28,1.57,132.51,2,296,1.014,16.13427,,16.02444,,4.0624182,,31.98289,,15.163,17.566,1504.795
7/9/2019,7:00:18,23:00:18,0:00:18,Arrive Station,55,,,70017,4423.0142N,12440.2985W,30,1.7,16.1,69,1016.15,3.38,183.82,2,139,1.03,16.53152,,16.27586,,4.0881481,,31.88958,,15.216,17.544,1505.164
7/9/2019,7:05:39,23:05:39,0:05:39,Bongo IN,55,,,70538,4423.1601N,12440.2065W,27,2,16.1,69,1016.02,3.87,192.55,2,150,1.041,16.54632,,16.35722,,4.0858992,,31.85822,,15.303,17.491,1505.181
7/9/2019,7:16:25,23:16:25,0:16:25,Bongo OUT,55,,,71625,4423.3995N,12439.9749W,41,1.1,16.1,69,1016.12,3.03,204.56,2,156,1.03,16.48476,,16.21863,,4.077751,,31.83635,,15.645,17.566,1506.381
7/9/2019,7:25:00,23:25:00,0:25:00,Depart Station,55,,,72500,4423.4116N,12439.8317W,154,3.6,16.1,70,1016.17,3.98,196.2,7,23,1.017,16.4484,,15.76645,,4.072711,,31.82142,,15.379,17.51,1505.497
7/9/2019,7:50:18,23:50:18,0:50:18,Arrive Station,56,50,,75017,4419.8393N,12436.6175W,142,10.3,15.8,73,1015.99,4.35,179.52,14,15,1.036,14.86367,,14.85049,,3.9587576,,32.09375,,14.09,17.173,1501.233
7/9/2019,9:52:53,1:52:53,2:52:53,Depart Station,56,50,,95253,4413.8728N,12429.2649W,249,4.5,15.4,76,1015.96,5.06,163.14,7,307,1.082,13.72872,,13.50096,,3.9078463,,32.57705,,13.258,17.349,1499.262
7/9/2019,9:56:23,1:56:23,2:56:23,Start Marine Mammal Watch,57,51,mammal watch was 45 minutes. had to change order occ number so had to start event over.,95622,4413.7228N,12429.7450W,246,7.8,15.3,77,1015.93,7.32,159.34,12,321,1.074,14.33466,,13.45329,,3.9515749,,32.46827,,12.845,17.161,1497.76
7/9/2019,10:12:47,2:12:47,3:12:47,Arrive Station,57,51,,101246,4412.5846N,12432.9899W,241,10.5,15.3,77,1015.77,7.35,151.77,13,329,1.056,14.97081,,14.90279,,3.9895187,,32.28307,,12.529,17.159,1495.954
7/9/2019,10:34:55,2:34:55,3:34:55,Net In Water,57,51,,103454,4411.2634N,12437.0299W,305,3.2,15.5,76,1015.74,6.98,184,6,261,1.063,14.71294,,14.37193,,3.9498608,,32.13754,,13.974,17.369,1501.279
7/9/2019,10:52:20,2:52:20,3:52:20,Shoot Doors,57,51,,105219,4411.6545N,12437.8224W,294,4.1,15.5,75,1015.76,6.2,181.17,6,284,1.054,15.55506,,15.47022,,4.0230733,,32.10413,,15.309,17.393,1505.33
7/9/2019,10:56:21,2:56:21,3:56:21,Begin Fishing (EQ),57,51,,105620,4411.7974N,12438.1907W,301,4.1,15.6,74,1015.85,7.55,173.35,6,269,1.037,15.9063,,15.71564,,4.0479431,,32.03938,,15.565,17.321,1506.105
7/9/2019,11:41:25,3:41:25,4:41:25,Haul Back,57,51,,114124,4412.9060N,12441.5848W,296,3.8,15.6,74,1015.54,9.03,178.24,8,265,1.005,16.48476,,16.27637,,4.0847186,,31.89702,,15.969,17.455,1506.99
7/9/2019,11:47:24,3:47:24,4:47:24,Doors Up,57,51,,114723,4413.0283N,12441.9798W,296,2.9,15.7,74,1015.53,10.01,197.44,9,284,1.002,16.68262,,16.53325,,4.0970476,,31.8466,,16.102,17.431,1507.916
7/9/2019,12:21:24,4:21:24,5:21:24,Net on Deck,57,51,,122123,4413.5221N,12443.3287W,308,2.1,15.7,69,1015.66,9.51,197.66,9,266,0.989,16.9515,,16.6568,,4.107343,,31.72281,,16.536,17.425,1508.604
7/9/2019,12:21:31,4:21:31,5:21:31,End Marine Mammal Watch,57,51,,122130,4413.5243N,12443.3338W,305,2.2,15.8,69,1015.67,9.05,206.8,9,277,0.99,16.94559,,16.65369,,4.106593,,31.721,,16.525,17.452,1508.637
7/9/2019,12:28:34,4:28:34,5:28:34,Depart Station,57,51,,122833,4413.6765N,12443.6353W,308,3,15.7,69,1015.59,9.96,208.49,10,268,0.997,17.07082,,16.82752,,4.1113092,,31.66306,,16.74,17.463,1509.219
7/9/2019,13:27:46,5:27:46,6:27:46,Resume Transect,57,51,mammal watch was 45 minutes. had to change order occ number so had to start event over.,132745,4409.8329N,12455.8685W,277,9,15.3,73,1015.26,8.43,110.64,2,297,0.987,17.12596,,16.93898,,4.0959786,,31.48835,,16.869,17.309,1509.388
7/9/2019,14:22:20,6:22:20,7:22:20,UCTD Deployed,57,51,,142219,4409.9576N,12508.1903W,270,7.8,15.2,76,1014.99,13.55,98.59,6,198,0.967,17.0075,,16.78099,,4.137582,,31.93899,,16.642,17.33,1509.167
7/9/2019,14:53:32,6:53:32,7:53:32,End Transect,57,51,,145332,4410.0006N,12515.0506W,270,9,15.4,77,1014.71,12.66,141.68,10,279,0.961,17.03182,,16.83909,,4.1293259,,31.84867,,16.805,17.258,1509.769
7/9/2019,15:52:29,7:52:29,8:52:29,Start Transect,57,51,,155229,4400.3588N,12516.7083W,161,8.2,15.2,77,1014.48,18.82,155.83,27,0,0.957,17.33518,,17.07649,,4.0188936,,30.6695,,16.973,17.359,1508.766
7/9/2019,17:21:48,9:21:48,10:21:48,UCTD Deployed,57,51,,172147,4400.0042N,12457.8091W,94,7.8,15.4,77,1015.04,17.73,169.25,22,61,0.956,17.35133,,17.08744,,4.1058432,,31.39743,,16.948,17.502,1509.559
7/9/2019,19:30:47,11:30:47,12:30:47,UCTD Deployed,57,51,,193046,4400.0216N,12429.1601W,89,8.9,14.9,78,1016,12.67,174.9,16,54,0.976,15.79392,,15.54795,,4.1117386,,32.69588,,15.428,17.203,1506.391
7/9/2019,19:38:17,11:38:17,12:38:17,UCTD Deployed,57,51,,193816,4400.0285N,12427.5738W,92,8.8,14.8,78,1016.19,11.48,177,15,51,0.973,15.83069,,15.58079,,4.1062684,,32.617,,15.463,17.259,1506.411
7/9/2019,20:56:54,12:56:54,13:56:54,End Transect,57,51,,205653,4400.0302N,12410.4566W,99,6.3,14.7,78,1016.69,6.39,199.82,8,42,1.228,11.52022,,11.44069,,3.7865506,,33.35328,,11.373,17.184,1493.514
7/9/2019,22:11:01,14:11:01,15:11:01,Start Transect,57,51,,221100,4350.0258N,12411.6944W,246,7.4,13.6,82,1016.91,4.12,164.74,9,318,1.401,12.34291,,12.03095,,3.8402305,,33.13995,,11.72,16.993,1494.867
7/9/2019,22:31:35,14:31:35,15:31:35,UCTD Deployed,,,,223134,4349.9978N,12416.3561W,270,10,14.6,82,1016.66,14.93,187.33,18,314,1.098,14.97915,,14.88109,,4.0321835,,32.6613,,13.693,16.949,1501.024
7/10/2019,0:29:31,16:29:31,17:29:31,UCTD Deployed,,,,2930,4349.9819N,12443.6513W,272,8.5,14.9,83,1015.99,8.76,98.25,3,277,1.153,15.28206,,15.06593,,4.0007761,,32.12814,,14.803,17.307,1503.735
7/10/2019,2:20:38,18:20:38,19:20:38,UCTD Deployed,,,,22037,4349.9605N,12508.5350W,270,9.9,15.8,79,1014.8,6.01,78.45,2,33,1.023,17.30732,,17.07243,,4.0642414,,31.07674,,16.991,17.362,1509.227
7/10/2019,3:05:12,19:05:12,20:05:12,End Transect,,,,30511,4350.0040N,12518.4030W,267,8,16.1,78,1014.91,15.86,141.74,13,264,1.008,17.55617,,17.30426,,4.0172855,,30.48934,,17.213,17.527,1509.275
7/10/2019,4:20:51,20:20:51,21:20:51,Start Marine Mammal Watch,58,52,,42050,4357.5974N,12504.4471W,54,11.2,16.1,77,1015.24,16.16,170.52,15,79,0.992,17.2009,,16.94774,,4.0401184,,30.95257,,16.851,17.237,1508.74
7/10/2019,5:00:05,21:00:05,22:00:05,Arrive Station,58,52,,50004,4401.6859N,12456.6882W,55,7.8,16.1,77,1015.52,16.48,169.69,15,90,0.994,17.06788,,16.80097,,4.1205338,,31.74463,,16.697,17.401,1509.127
7/10/2019,5:03:28,21:03:28,22:03:28,Net In Water,58,52,,50327,4401.6163N,12456.4101W,165,3.8,16.2,77,1015.13,21.4,168.17,25,357,0.991,17.04581,,16.8025,,4.1100234,,31.67166,,16.703,17.734,1509.133
7/10/2019,5:16:21,21:16:21,22:16:21,Shoot Doors,58,52,,51620,4400.9075N,12456.1537W,170,5.2,16.3,77,1015.24,20.8,169.13,26,359,0.992,17.07962,,16.82478,,4.1091676,,31.63776,,16.723,17.287,1509.124
7/10/2019,5:20:38,21:20:38,22:20:38,Begin Fishing (EQ),58,52,,52037,4400.5332N,12456.0471W,163,5.2,16.3,77,1014.97,21.91,175.86,27,3,0.988,17.11712,,16.8715,,4.1103439,,31.61846,,16.777,17.502,1509.248
7/10/2019,6:05:39,22:05:39,23:05:39,Haul Back,58,52,,60538,4357.1887N,12455.0309W,166,4.8,16.3,78,1015.2,19.12,175.78,24,4,0.987,17.22297,,16.9576,,4.1069135,,31.50635,,16.86,17.283,1509.376
7/10/2019,6:09:17,22:09:17,23:09:17,Doors Up,58,52,,60916,4356.9643N,12454.9626W,160,3.5,16.2,78,1015.24,20.73,182.61,24,9,0.986,17.21049,,16.95726,,4.1051987,,31.50141,,16.863,17.437,1509.392
7/10/2019,6:48:18,22:48:18,23:48:18,Net on Deck,58,52,,64817,4355.0799N,12454.0704W,161,3.9,16.2,79,1015.41,19.2,174.94,23,4,0.984,17.17593,,16.91929,,4.0996233,,31.48062,,16.73,17.408,1509.212
7/10/2019,6:48:19,22:48:19,23:48:19,End Marine Mammal Watch,58,52,,64818,4355.0790N,12454.0699W,160,3.8,16.2,79,1015.41,20.31,174.94,24,4,0.984,17.17593,,16.91929,,4.0996233,,31.48062,,16.756,17.571,1509.255
7/10/2019,6:49:44,22:49:44,23:49:44,Start Marine Mammal Watch,59,53,,64943,4354.9917N,12454.0375W,163,3.9,16.2,79,1015.23,21.23,171.13,25,2,0.988,17.18405,,16.92,,4.1000526,,31.47,,16.833,17.528,1509.284
7/10/2019,6:54:41,22:54:41,23:54:41,Depart Station,58,52,,65441,4354.6928N,12453.9323W,165,4.2,16.2,79,1015.26,26.74,173.24,31,4,0.987,17.16933,,16.899,,4.1001581,,31.49034,,16.745,17.506,1509.055
7/10/2019,7:22:17,23:22:17,0:22:17,Arrive Station,59,53,,72217,4357.1694N,12449.5221W,49,10.2,16.2,79,1015.58,18.03,178.31,13,103,1,16.86665,,16.61635,,4.0786077,,31.54188,,16.405,17.239,1508.265
7/10/2019,7:27:25,23:27:25,0:27:25,Net In Water,59,53,,72725,4357.6557N,12449.1047W,5,4.1,16.3,78,1015.54,24.1,186.83,20,188,1.001,16.69526,,16.542,,4.0708865,,31.60995,,16.479,17.547,1508.305
7/10/2019,7:38:21,23:38:21,0:38:21,Shoot Doors,59,53,,73820,4358.2445N,12449.0663W,3,4.5,16.5,77,1015.65,16.5,182.13,12,188,1.003,16.57378,,16.27799,,4.0672423,,31.6743,,16.087,17.564,1507.258
7/10/2019,7:41:56,23:41:56,0:41:56,Begin Fishing (EQ),59,53,,74155,4358.5133N,12449.0735W,6,4.4,16.5,77,1015.78,21.39,189.58,17,190,1.006,16.46769,,16.18263,,4.0631683,,31.72298,,16.034,17.353,1507.205
7/10/2019,8:26:50,0:26:50,1:26:50,Haul Back,59,53,,82649,4401.4302N,12449.3044W,353,4.2,18.6,55,1015.73,21.79,192.89,18,201,1.007,16.45358,,16.23918,,4.0678839,,31.77525,,16.15,17.44,1507.53
