Date,Time,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-SVel
8/22/2019,21:28:18,CB Interm,,,,212817,3237.7475N,11715.3151W,308,2.7,18.6,90,1009.18,7.08,185.26,8,275,,,22.1911,,30.273,,4.81852,,33.4583,19.741,1520.116
8/23/2019,17:02:35,Notes,,,LANDER DEPLOYED,170235,3426.3308N,12032.8396W,257,2.8,15.7,102,1012.69,5.38,324.99,7,53,0.913,19.59239,17.2881,17.34601,17.344,4.5998436,4.35306,33.75857,33.5682,16.593,1510.419
8/23/2019,18:18:19,Start Transect,,,19,181818,3432.5978N,12038.1169W,255,3.3,15.3,103,1012.71,5.68,307.84,8,43,0.949,18.29443,16.0066,16.1511,16.1534,4.4859402,4.23092,33.86905,33.5751,15.345,1507.27
8/23/2019,19:04:37,UCTD Deployed,,,,190436,3428.9401N,12045.9729W,241,8.5,15.1,103,1012.82,6.09,324.56,11,37,1.168,17.27874,15.0974,14.87775,14.8768,4.3931031,4.14284,33.9216,33.5614,14.489,1504.536
8/23/2019,20:34:15,UCTD Deployed,,,,203414,3421.3811N,12101.7298W,232,8.1,15.5,103,1012.24,4.94,339.96,8,26,1.056,16.66488,14.5181,14.21153,14.2151,4.3315118,4.08595,33.90372,33.5429,13.833,1502.375
8/23/2019,22:06:11,End Transect,,,19,220611,3413.8460N,12117.5300W,245,9.5,16.5,97,1011.63,3.04,284.62,12,12,0.939,18.35298,16.134,15.80873,15.8046,4.4947399,4.23737,33.89503,33.5244,15.55,1507.784
8/23/2019,23:19:08,Start Transect,,,20,231907,3425.5374N,12118.1449W,61,8.3,16.2,99,1011.27,4.47,299.5,7,328,1.148,17.75169,15.5719,15.26125,15.2607,4.4333498,4.18233,33.87203,33.5113,14.917,1505.808
8/24/2019,1:12:39,UCTD Deployed,,,,11239,3434.4336N,12059.3419W,61,7.2,16,99,1010.82,5.09,333.55,9,330,1.165,17.59271,15.3708,15.09165,15.095,4.4124219,4.16356,33.82524,33.5143,14.871,1505.735
8/24/2019,2:43:41,UCTD Deployed,,,,24341,3441.7666N,12043.8837W,69,8.2,15.6,101,1011.09,5.46,317.33,8,330,1.123,17.48896,15.2221,14.8989,14.8937,4.4043712,4.1536,33.84267,33.5517,14.381,1504.214
8/24/2019,3:12:36,End Transect,,,20,31235,3444.0775N,12039.1711W,66,6.1,15.5,101,1011.13,6.14,304.7,6,298,1.019,16.14025,14.0406,13.93591,13.9296,4.2861304,4.04559,33.95061,33.5861,12.951,1499.478
8/24/2019,3:58:43,Start Marine Mammal Watch,131,119,,35843,3439.0546N,12045.4729W,238,11.2,15.6,102,1011.46,4.28,356.41,10,22,1.157,18.09249,15.8525,15.82117,15.8254,4.4565315,4.21519,33.78681,33.5661,15.373,1507.311
8/24/2019,4:26:09,Arrive Station,131,119,,42608,3436.3352N,12050.4917W,240,10.3,15.7,102,1011.49,4.93,335.3,10,30,1.203,18.04104,15.9341,15.75435,15.7713,4.478961,4.22221,34.02,33.5592,15.121,1506.693
8/24/2019,4:30:55,Net In Water,131,119,,43054,3436.0667N,12050.8995W,153,2.2,16,102,1011.79,2.1,341,0,199,1.175,18.18883,16.0808,15.81089,15.7943,4.4992488,4.23917,34.06924,33.5854,15.19,1506.764
8/24/2019,4:53:35,Shoot Doors,131,119,,45334,3435.3198N,12050.2645W,142,4.5,16.7,97,1011.93,4.98,331.96,1,261,1.166,18.37537,16.0792,15.92396,15.9412,4.4905551,4.23637,33.84124,33.5619,15.271,1506.608
8/24/2019,4:57:45,Begin Fishing (EQ),131,119,,45744,3435.0708N,12050.0276W,137,4.2,,97,1011.85,4.69,328.24,0,243,1.147,18.76191,16.4856,16.14844,16.1417,4.5372523,4.27505,33.91565,33.5602,15.494,1507.674
8/24/2019,5:42:49,Haul Back,131,119,,54249,3432.7394N,12048.2092W,149,3.6,,,1011.85,3.53,344.67,1,280,1.224,17.68175,15.54,15.21231,15.2197,4.433135,4.18422,33.92851,33.5553,14.797,1505.562
8/24/2019,5:48:10,Doors Up,131,119,,54809,3432.5759N,12048.0966W,162,2.5,19.4,83,1011.78,7.31,0.62,4,222,1.227,17.71892,15.5539,15.22821,15.2303,4.4296993,4.18508,33.8681,33.5512,14.801,1505.349
8/24/2019,6:19:12,Net on Deck,131,119,,61911,3431.8712N,12047.6039W,149,1.5,17.7,92,1011.89,5.22,358.3,5,195,1.209,18.21198,16.0548,15.66703,15.668,4.4807859,4.23371,33.8936,33.559,15.427,1507.393
8/24/2019,6:19:12,End Marine Mammal Watch,131,119,,61911,3431.8712N,12047.6039W,149,1.5,17.7,92,1011.89,5.22,358.3,5,195,1.209,18.21198,16.0548,15.66703,15.668,4.4807859,4.23371,33.8936,33.559,15.427,1507.393
8/24/2019,6:29:36,Depart Station,131,119,,62935,3431.3692N,12047.5608W,227,6.3,16.3,96,1011.87,6.83,352.79,6,71,1.227,18.18233,16.0185,15.64241,15.6447,4.4796086,4.2303,33.90817,33.5596,15.472,1507.63
8/24/2019,6:41:49,Start Marine Mammal Watch,132,120,,64149,3430.2037N,12049.4684W,234,10.8,,,1011.85,5.54,336.7,11,35,1.279,18.00038,15.8858,15.50661,15.5139,4.4675849,4.21904,33.95708,33.572,15.257,1507.052
8/24/2019,6:56:51,Arrive Station,132,120,,65650,3428.5463N,12052.0211W,230,10.6,15.6,142,1011.91,5.24,341.01,10,36,1.301,18.23588,16.0845,15.69547,15.6946,4.4858341,4.23777,33.91656,33.5698,15.465,1507.62
8/24/2019,7:07:01,Net In Water,132,120,,70701,3427.5495N,12053.2194W,123,3.2,15.6,102,1012.32,4.31,347.13,3,277,1.259,18.17438,15.8687,15.54273,15.5503,4.4566373,4.2155,33.72016,33.555,14.721,1505.243
8/24/2019,7:23:56,Notes,132,120,dolphins move a mile,72355,3427.1911N,12052.7242W,128,1.4,15.7,102,1012.23,3.58,6.94,3,259,1.31,17.90232,15.751,15.35523,15.3553,4.4573888,4.20715,33.95185,33.5806,15.005,1506.19
8/24/2019,7:30:56,Net on Deck,132,120,mammals sighted trawl canceled,73055,3427.0362N,12052.5481W,132,1.9,15.8,102,1012.32,4.66,334.86,3,240,1.309,17.85872,15.7187,15.31178,15.3111,4.4537407,4.20394,33.95706,33.5795,15.111,1506.534
8/24/2019,7:54:54,Net In Water,132,120,,75454,3426.1308N,12053.0841W,112,3.5,,,1012.47,6.22,343.52,4,247,1.304,18.23373,16.0638,15.64497,15.6464,4.4902329,4.23671,33.95557,33.578,15.088,1505.712
8/24/2019,8:08:08,Shoot Doors,132,120,,80807,3425.8071N,12052.4346W,119,4,15.7,102,1012.58,6.97,355.18,5,275,1.347,17.98589,15.866,15.41952,15.4179,4.4652259,4.2184,33.94906,33.5832,15.149,1506.64
8/24/2019,8:11:18,Begin Fishing (EQ),132,120,,81117,3425.6835N,12052.1878W,121,4.2,15.7,102,1012.62,6.82,349.01,5,268,1.359,17.75823,15.6559,15.23152,15.2268,4.4428987,4.1992,33.94823,33.5906,14.959,1506.012
8/24/2019,8:56:29,Haul Back,132,120,,85628,3424.4933N,12049.4324W,107,3.2,15.6,102,1012.84,6.56,358.71,6,265,1.19,17.2648,15.1256,14.71277,14.7112,4.3677798,4.14379,33.71457,33.5458,14.529,1504.659
8/24/2019,9:33:30,Net on Deck,132,120,,93330,3424.2565N,12047.9803W,83,2,15.4,103,1012.82,3.85,343.55,4,261,1.221,17.75753,15.6143,15.17442,15.1755,4.4391429,4.18993,33.9167,33.5432,14.954,1505.973
8/24/2019,9:33:52,End Marine Mammal Watch,132,120,,93351,3424.2552N,12047.9664W,86,2.2,15.4,103,1012.69,2.85,348.4,3,275,1.221,17.74369,15.6073,15.17317,15.1715,4.4390374,4.18935,33.92734,33.5439,14.951,1505.975
8/24/2019,9:39:53,Depart Station,132,120,,93952,3424.1824N,12047.5589W,106,5.9,15.3,103,1012.72,5.5,337.89,5,296,1.247,17.7313,15.6014,15.16658,15.1661,4.436244,4.18899,33.91377,33.5457,14.919,1505.868
8/24/2019,10:16:05,Start Marine Mammal Watch,133,121,,101604,3426.8294N,12041.7238W,59,9.9,16.1,99,1012.29,12,332.35,16,314,1.219,18.11643,15.9025,15.52098,15.5221,4.4641524,4.21346,33.83168,33.5083,15.226,1506.669
8/24/2019,10:52:59,Arrive Station,133,121,,105259,3431.9336N,12038.6610W,299,4.6,16.3,95,1012.48,7.88,357.62,11,34,1.133,19.01912,16.8271,16.39918,16.3981,4.5675256,4.30995,33.95742,33.5788,15.932,1509.101
8/24/2019,10:53:34,Net In Water,133,121,,105333,3431.9548N,12038.7060W,300,4.3,16.3,95,1012.41,7.93,354.57,11,33,1.128,18.99624,16.7995,16.3823,16.3796,4.5639822,4.3074,33.94665,33.5797,15.792,1508.92
8/24/2019,11:06:33,Shoot Doors,133,121,,110632,3432.3853N,12039.6528W,303,4.9,16,96,1012.15,10.22,355.55,14,36,1.136,18.71453,16.5251,16.15232,16.1505,4.5317746,4.28033,33.90869,33.5733,15.299,1507.175
8/24/2019,11:10:25,Begin Fishing (EQ),133,121,,111024,3432.5698N,12040.0256W,300,5,15.9,96,1012.36,7.76,3.91,12,36,1.118,18.83938,16.6414,16.22009,16.2119,4.5478809,4.29123,33.94093,33.571,15.009,1506.664
8/24/2019,11:55:21,Haul Back,133,121,,115520,3434.6282N,12043.6160W,305,4.4,15.3,100,1012.66,5.94,25.94,9,45,1.153,18.26626,16.085,15.69759,15.6986,4.4878722,4.23741,33.90867,33.5662,15.59,1508.033
8/24/2019,12:27:08,Net on Deck,133,121,,122707,3435.5814N,12045.2225W,304,3,15.2,101,1012.8,4.79,25.98,6,59,1.147,18.71741,16.5037,16.10022,16.1008,4.5330648,4.27647,33.91714,33.5574,15.729,1508.844
8/24/2019,12:27:11,End Marine Mammal Watch,133,121,,122710,3435.5824N,12045.2246W,300,2.6,15.2,102,1012.75,4.81,15.85,6,54,1.144,18.71741,16.5066,16.10022,16.1014,4.5330648,4.2768,33.91714,33.5579,15.802,1507.947
8/24/2019,12:32:40,Depart Station,133,121,,123239,3435.7236N,12045.5000W,318,2.9,15.1,101,1012.83,4.56,355.7,7,43,1.151,18.72962,16.5429,16.11191,16.1115,4.5376786,4.28098,33.94575,33.564,15.766,1508.507
8/24/2019,14:45:20,Start Transect,,,21,144519,3454.5308N,12041.6004W,256,3.1,13.7,102,1013.88,6.15,130,5,289,1.217,16.15216,14.0786,13.87815,13.8778,4.2843083,4.05021,33.9243,33.5957,13.413,1501.098
8/24/2019,16:06:03,Break Transect,,,21,160602,3447.7490N,12055.8692W,248,10.5,14.9,103,1014.27,1.85,327.11,11,11,1.079,17.83977,15.5577,15.49947,15.4901,4.4241188,4.17872,33.7201,33.4911,14.638,1504.88
8/24/2019,17:23:53,Resume Transect,,,21,172352,3453.3119N,12044.3576W,239,6.9,14.5,103,1014.66,7.3,282.51,13,26,1.05,16.80023,14.7768,14.5687,14.5866,4.3472867,4.11583,33.92704,33.5923,14.536,1505.795
8/24/2019,18:38:39,UCTD Deployed,,,,183838,3446.6329N,12058.2501W,241,8.1,16,101,1015.14,1.16,340.05,8,9,1.018,18.19968,16.0156,15.63245,15.6348,4.467585,4.21723,33.79199,33.4462,15.474,1507.408
8/24/2019,20:27:53,UCTD Deployed,,,,202753,3437.1270N,12118.2909W,237,7.8,17.1,96,1014.89,2.02,177.77,10,350,1.066,17.94595,15.7751,15.42918,15.4224,4.4382834,4.19765,33.7529,33.4755,14.937,1505.773
8/24/2019,21:08:25,End Transect,,,21,210824,3433.6348N,12125.5802W,239,10.7,16.8,97,1014.69,3.61,211.26,14,355,1.181,17.87691,15.7861,15.31754,15.3034,4.4388225,4.19433,33.81469,33.4366,14.757,1505.098
8/24/2019,22:16:23,Start Transect,,,22,221622,3443.7058N,12129.7535W,65,8.9,17.5,91,1014.75,4.25,211.05,6,29,1.005,19.62854,17.4311,17.00016,16.993,4.602315,4.34417,33.7497,33.3733,16.557,1510.713
8/24/2019,23:22:19,UCTD Deployed,,,no data,232218,3449.3924N,12117.7585W,60,7.5,17.4,93,1014.43,3.82,308.28,7,335,1,19.15984,17.0139,16.58247,16.5797,4.5614057,4.3087,33.79169,33.4124,16.335,1510.096
8/25/2019,1:33:03,UCTD Deployed,,,,13303,3500.5627N,12054.1362W,62,7.7,16,100,1014.25,6.26,282.34,5,311,1.064,17.80849,15.6931,15.28038,15.2842,4.4376425,4.19538,33.86145,33.5249,14.893,1505.805
8/25/2019,2:50:40,End Transect,,,22,25040,3506.9317N,12040.7117W,63,6,,,1014.2,3.27,226.89,3,22,1.125,17.66643,15.4417,15.31547,15.3321,4.4247624,4.1763,33.86957,33.5683,15.313,1507.229
8/25/2019,3:58:07,Start Marine Mammal Watch,134,122,,35806,3501.6862N,12053.4211W,254,10.9,15.4,103,1014.46,4.26,304.56,15,16,1.044,17.09654,14.9434,14.54889,14.5354,4.3660619,4.12423,33.84059,33.5251,14.181,1503.409
8/25/2019,4:33:14,Arrive Station,134,122,,43313,3459.8320N,12100.2883W,162,3.1,16.1,102,1014.86,3.92,338.54,1,167,1.037,18.15046,15.976,15.58873,15.5878,4.4627539,4.21086,33.7917,33.4231,15.207,1506.686
8/25/2019,4:33:55,Net In Water,134,122,,43355,3459.8011N,12100.2761W,160,2.7,,,1015.02,4.8,343.37,2,181,1.05,18.12729,15.9771,15.5554,15.5508,4.4641524,4.21082,33.8227,33.4219,15.185,1506.61
8/25/2019,4:46:28,Shoot Doors,134,122,,44627,3459.2166N,12100.0737W,161,4.3,,102,1014.89,4.92,317.12,2,93,1.043,18.20479,16.0587,15.57786,15.5679,4.47145,4.21863,33.8205,33.4222,15.068,1506.238
8/25/2019,4:51:11,Begin Fishing (EQ),134,122,,45110,3458.8700N,12059.9524W,165,4.2,16,102,1014.95,4.78,322.25,2,97,1.099,17.99602,15.8672,15.47551,15.4772,4.4503054,4.2005,33.81373,33.4229,15.144,1506.457
8/25/2019,5:36:19,Haul Back,134,122,,53618,3456.0895N,12058.6912W,166,3.6,16.1,103,1015.17,5.11,326.49,2,142,1.152,18.24093,16.1141,15.69755,15.6977,4.4818612,4.23179,33.87876,33.4919,15.337,1507.114
8/25/2019,5:41:41,Doors Up,134,122,,54140,3455.8745N,12058.5957W,155,2.6,16.1,103,1015.04,5.69,333.1,3,167,1.088,18.25397,16.1165,15.70326,15.7011,4.4810017,4.23158,33.86071,33.488,15.318,1507.093
8/25/2019,6:19:16,Net on Deck,134,122,,61915,3454.6769N,12058.0542W,159,2.4,16,102,1014.96,4.37,332.5,2,163,1.035,18.58294,16.2606,16.11647,16.1368,4.4891607,4.24279,33.65919,33.4656,15.454,1507.476
8/25/2019,6:19:16,End Marine Mammal Watch,134,122,,61915,3454.6769N,12058.0542W,159,2.4,16,102,1014.96,4.37,332.5,2,163,1.035,18.58294,16.2606,16.11647,16.1368,4.4891607,4.24279,33.65919,33.4656,15.454,1507.476
8/25/2019,6:20:40,Start Marine Mammal Watch,135,123,,62039,3454.5944N,12058.0246W,165,5.3,16,102,1015.03,4.36,341.04,1,5,1.048,18.8315,16.689,16.11103,16.1135,4.5360721,4.27862,33.84871,33.4211,15.258,1506.72
8/25/2019,6:27:33,Depart Station,135,123,,62732,3453.7680N,12057.7127W,163,8.1,,,1015.06,4.23,340.09,4,8,1.083,17.90523,15.7764,15.37721,15.3745,4.4335647,4.19248,33.74642,33.4284,14.928,1505.763
8/25/2019,6:58:20,Arrive Station,135,123,,65819,3450.0959N,12055.7145W,126,4.4,,,1014.93,5.94,335.17,3,254,1.059,17.79758,15.686,15.26787,15.2701,4.4291645,4.18615,33.79812,33.4485,15.073,1506.365
8/25/2019,6:59:07,Net In Water,135,123,,65906,3450.0624N,12055.6654W,127,4,16,102,1015.07,5.07,328.6,2,250,1.024,17.87399,15.7014,15.34354,15.3289,4.4275526,4.18784,33.72105,33.4506,14.867,1505.62
8/25/2019,7:11:34,Shoot Doors,135,123,,71133,3449.6390N,12055.0120W,126,4.6,,,1014.97,5.43,339.5,3,272,1.07,18.02435,15.8613,15.34465,15.3426,4.4465506,4.20144,33.75838,33.4363,14.924,1505.86
8/25/2019,7:14:14,Begin Fishing (EQ),135,123,,71413,3449.5162N,12054.8301W,130,4.5,,,1015.03,4.93,332.95,2,272,1.021,17.85359,15.7509,15.32508,15.3208,4.436244,4.19243,33.81205,33.4495,14.876,1505.653
8/25/2019,7:59:12,Haul Back,135,123,,75911,3447.6716N,12052.1977W,131,3.6,16.6,92,1015.17,3.6,310,0,250,1.116,17.61606,15.5202,15.08363,15.0804,4.4269085,4.1813,33.93001,33.546,14.598,1504.852
8/25/2019,8:43:21,Net on Deck,135,123,,84320,3448.4475N,12050.2918W,46,2.9,15.7,101,1014.95,2.89,288.38,3,289,1.191,17.64087,15.5094,15.11618,15.1152,4.4247624,4.1819,33.89089,33.5607,14.25,1503.75
8/25/2019,8:43:22,End Marine Mammal Watch,135,123,,84322,3448.4486N,12050.2904W,45,2.9,15.7,101,1014.95,1.9,299.05,2,312,1.19,17.64087,15.5099,15.11618,15.1151,4.4247624,4.18203,33.89089,33.5614,14.246,1503.744
8/25/2019,8:49:04,Depart Station,135,123,,84903,3448.8346N,12050.2098W,351,7.9,15.7,101,1014.96,7.1,348.04,15,2,1.164,17.92341,15.6837,15.32025,15.3151,4.4229368,4.19723,33.64092,33.5494,14.514,1504.12
8/25/2019,8:56:56,Start Marine Mammal Watch,136,124,,85656,3450.1506N,12050.1074W,12,11.1,15.4,102,1014.75,7.56,343.38,19,353,1.09,17.93722,15.8291,15.33891,15.3364,4.4616806,4.21246,33.95937,33.5616,14.826,1505.579
8/25/2019,9:30:41,Arrive Station,136,124,,93040,3456.1693N,12049.0802W,343,7.1,15.2,103,1014.85,4.57,303.19,10,353,1.05,17.8012,15.6865,15.18326,15.1738,4.4422577,4.19509,33.90693,33.5279,14.674,1505.119
8/25/2019,9:32:26,Net In Water,136,124,,93225,3456.3189N,12049.1504W,340,4.6,15.2,103,1014.98,4.5,322.21,9,356,1.058,17.61243,15.4887,15.12711,15.1305,4.418752,4.17662,33.86309,33.531,14.92,1505.929
8/25/2019,9:45:43,Shoot Doors,136,124,,94543,3457.0356N,12049.4658W,337,5.4,15.3,102,1014.86,5.6,334.84,11,0,0.994,18.01784,15.8603,15.43812,15.4402,4.4637214,4.21221,33.90972,33.5329,15.315,1507.169
8/25/2019,9:47:45,Begin Fishing (EQ),136,124,,94745,3457.1997N,12049.5484W,339,5.2,15.3,102,1014.82,5.83,330.86,11,2,0.994,18.10121,15.9366,15.48887,15.4887,4.4711285,4.22023,33.90347,33.5395,15.344,1507.222
8/25/2019,10:32:56,Haul Back,136,124,,103256,3500.1252N,12051.1210W,333,3.9,14.8,103,1014.86,6.15,344.6,10,8,0.983,17.88559,15.7589,15.2201,15.2124,4.4520229,4.20205,33.92002,33.5284,14.782,1505.413
8/25/2019,10:37:46,Doors Up,136,124,,103745,3500.3399N,12051.2374W,337,3.4,14.9,103,1014.94,6.05,2.87,9,23,0.981,17.63356,15.4683,15.1406,15.1559,4.4221877,4.17538,33.87492,33.5372,15.012,1506.164
8/25/2019,11:08:15,Net on Deck,136,124,,110814,3501.5391N,12051.7794W,331,2.8,14.9,103,1014.93,6.31,350.02,9,19,0.96,17.72692,15.5829,15.1699,15.1698,4.4317372,4.18658,33.87887,33.5399,15.013,1506.17
8/25/2019,11:08:16,End Marine Mammal Watch,136,124,,110815,3501.5397N,12051.7798W,332,2.8,14.9,103,1014.93,6.31,351.16,9,22,0.958,17.72692,15.5828,15.1699,15.1702,4.4317372,4.18654,33.87887,33.5397,15.013,1506.176
8/25/2019,11:15:51,Depart Station,136,124,,111550,3501.8545N,12051.9850W,355,4.1,14.9,103,1014.97,8.2,327.11,12,326,0.963,17.72476,15.5656,15.15748,15.1576,4.4271232,4.18382,33.8412,33.53,15.014,1506.183
8/25/2019,18:18:09,Start Transect,,,18,181809,3425.9343N,12027.4053W,256,4.4,,,1015.91,6.69,270.74,11,14,1.08,19.43409,17.2569,16.95695,16.9579,4.6159508,4.3506,34.01974,33.5729,16.469,1510.731
8/25/2019,18:52:19,Break Transect,,,18,185218,3423.1204N,12033.4379W,242,7.4,,,1015.6,14.69,307.45,19,39,1.032,19.94542,17.6621,17.37956,17.3853,4.649131,4.38899,33.87754,33.5669,17.245,1513.026
8/25/2019,20:32:13,Resume Transect,,,18,203212,3423.1422N,12033.3218W,245,8.5,,,1015.38,15.01,300.72,21,34,1.054,19.95882,17.6851,17.36812,17.3785,4.6510637,4.39105,33.88252,33.5656,17.27,1512.96
8/25/2019,20:35:46,UCTD Deployed,,,,203545,3422.9262N,12033.8409W,242,8,,,1015.29,18.35,305.38,23,47,1.05,20.04338,17.7833,17.40723,17.4086,4.6651308,4.40065,33.92908,33.5665,17.297,1513.112
8/25/2019,22:04:31,UCTD Deployed,,,,220430,3415.5900N,12049.2382W,241,8.2,,,1015.41,13.77,322.34,17,55,1.159,18.55344,16.3801,15.97374,15.9709,4.5159944,4.25995,33.90877,33.5163,15.782,1508.509
8/25/2019,23:30:19,UCTD Deployed,,,,233018,3408.8022N,12103.4921W,241,8,,,1014.74,14.21,317.76,18,51,0.987,19.68949,17.4245,17.04272,17.0465,4.238077,4.34259,30.73365,33.3652,17.001,1512.05
8/26/2019,0:04:28,End Transect,,,18,427,3406.2159N,12108.8957W,240,6.9,,,1014.66,12.7,322.21,15,55,0.979,19.82817,17.5844,17.19761,17.1979,4.6209981,4.35794,33.74205,33.3653,17.11,1512.37
8/26/2019,0:59:10,Start Transect,,,17,5909,3356.9197N,12105.0446W,77,5.6,,,1014.26,7.63,269.8,2,322,0.956,19.62997,17.4012,17.02285,17.022,4.6092916,4.34508,33.80587,33.4058,16.845,1511.678
8/26/2019,2:40:46,Break Transect,,,17,24045,3404.7760N,12048.4491W,57,9.7,,,1013.78,6.14,292.32,8,329,0.985,19.0813,16.8003,16.46724,16.4667,4.5529248,4.29576,33.78519,33.4777,16.312,1510.178
8/26/2019,2:52:00,Arrive Station,137,,,25159,3404.8437N,12048.1560W,193,1.9,,,1013.93,19.04,324.86,18,15,1.009,18.93542,16.724,4.5522803,4.29421,33.89892,33.5279,16.34721,16.3477,16.22,1509.895
8/26/2019,2:54:19,CTD IN,137,,,25418,3404.7835N,12048.1861W,203,1.4,,,1013.81,19.67,323.25,18,22,1.017,18.9039,16.7046,16.3193,16.3217,4.5510982,4.29347,33.91488,33.5377,16.178,1509.74
8/26/2019,3:17:41,CTD OUT,137,,,31740,3404.5738N,12048.6060W,328,2.1,,,1013.87,20.01,321.07,22,348,1.022,19.05913,16.8325,16.45445,16.4568,4.5637685,4.30545,33.89342,33.5351,16.362,1510.274
8/26/2019,3:20:30,Depart Station,137,,,32029,3404.7495N,12048.7370W,333,6.1,,,1013.84,21.06,318.19,27,345,1.024,19.0813,16.8573,4.5675256,4.30792,33.90654,33.5359,16.46451,16.4654,16.317,1510.248
8/26/2019,3:36:29,Start Marine Mammal Watch,138,125,,33628,3406.8955N,12049.9642W,335,9.1,,,1013.86,16.92,330.69,26,357,0.953,18.90534,16.6891,16.31187,16.3125,4.5317747,4.27385,33.75251,33.3794,16.183,1509.59
8/26/2019,4:07:20,Arrive Station,138,125,,40719,3410.9415N,12052.4163W,321,2.4,,,1014.16,20.66,334.16,22,0,0.935,19.11989,16.9011,16.50867,16.5085,4.5502405,4.29171,33.73151,33.3585,16.381,1510.155
8/26/2019,4:08:01,Net In Water,138,125,,40800,3410.9575N,12052.4344W,309,2,,,1014.41,16.12,333.2,18,0,0.937,19.12058,16.8998,16.51036,16.5117,4.549703,4.29145,33.72649,33.3573,16.392,1510.076
8/26/2019,4:19:09,Shoot Doors,138,125,,41908,3411.3410N,12052.7843W,326,4,15.2,38,1014.05,18.03,318.91,21,347,0.936,19.19341,16.9594,16.56351,16.5628,4.557113,4.29741,33.72882,33.3597,16.46,1510.423
8/26/2019,4:23:41,Begin Fishing (EQ),138,125,,42340,3411.6217N,12052.9804W,330,3.9,,,1014.35,20.2,325.91,24,350,0.933,19.21194,16.9744,16.59053,16.5918,4.5586162,4.29858,33.72624,33.3573,16.507,1510.519
8/26/2019,5:08:45,Haul Back,138,125,,50844,3414.1738N,12054.7613W,324,3.8,15,104,1014.47,15.46,340.92,22,4,0.911,19.30672,17.0812,16.68418,16.6824,4.5776165,4.31278,33.8066,33.3919,16.512,1510.677
8/26/2019,5:16:12,Doors Up,138,125,,51611,3414.4378N,12055.0132W,321,3,15,104,1014.28,17.85,331.61,20,358,0.911,19.26897,17.0354,16.64747,16.6455,4.5743984,4.31022,33.81063,33.4077,16.421,1510.313
8/26/2019,5:42:59,Net on Deck,138,125,,54258,3415.1233N,12056.0840W,312,2.6,15,104,1014.25,16.58,334.85,18,9,0.933,18.89816,16.681,16.29997,16.2966,4.5410071,4.28105,33.83538,33.449,16.119,1509.55
8/26/2019,5:42:59,End Marine Mammal Watch,138,125,,54258,3415.1233N,12056.0840W,312,2.6,15,104,1014.25,16.58,334.85,18,9,0.933,18.89816,16.681,16.29997,16.2966,4.5410071,4.28105,33.83538,33.449,16.119,1509.55
8/26/2019,5:48:21,Depart Station,138,125,,54820,3415.3590N,12056.5050W,302,7.7,,,1013.88,17.76,344.66,24,25,0.936,18.95327,16.7162,16.34043,16.3414,4.5444434,4.28391,33.819,33.4446,16.23,1509.863
8/26/2019,5:49:09,Start Marine Mammal Watch,139,126,,54908,3415.4177N,12056.6062W,304,7.8,,104,1014.05,16.22,341.46,22,20,0.932,18.96331,16.7328,16.3491,16.3493,4.5456247,4.28529,33.82064,33.4426,16.254,1509.884
8/26/2019,6:24:22,Arrive Station,139,126,,62421,3418.2257N,12101.3374W,332,3.9,,,1014.15,15.14,341.3,19,9,0.928,18.36594,16.1627,15.79182,15.7926,4.4865842,4.23066,33.81551,33.441,15.654,1508.077
8/26/2019,6:24:39,Net In Water,139,126,,62438,3418.2405N,12101.3463W,333,3.6,,,1014.15,13.4,335.92,17,5,0.928,18.37752,16.1698,15.79368,15.7933,4.4877663,4.23154,33.81595,33.4427,15.636,1508.063
8/26/2019,6:42:19,Shoot Doors,139,126,,64218,3418.9406N,12101.8438W,328,4.7,14.9,104,1013.92,17.31,324.19,22,357,0.924,18.44895,16.2498,15.85073,15.8516,4.4987142,4.241,33.84941,33.4589,15.717,1508.231
8/26/2019,6:46:03,Begin Fishing (EQ),139,126,,64602,3419.2156N,12102.0301W,331,5.1,14.8,103,1013.81,15.8,333.33,21,5,0.921,18.43739,16.2397,15.84459,15.8445,4.4965676,4.24011,33.84085,33.4596,15.695,1508.25
8/26/2019,7:31:06,Haul Back,139,126,,73105,3422.1632N,12103.7168W,340,4.3,14.6,104,1013.96,15.78,328.29,20,0,0.925,18.33202,16.1547,15.74397,15.7395,4.4910933,4.23612,33.88155,33.4959,15.55,1507.812
8/26/2019,8:06:57,Net on Deck,139,126,,80656,3423.5117N,12104.5103W,348,2.4,14.5,105,1014.13,11.73,319.58,14,351,1.084,18.49148,16.2931,15.88951,15.889,4.5129895,4.25609,33.93457,33.5554,15.739,1508.417
