Date,Time,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-SVel
9/7/2019,11:44:54,CTD IN,184,,,114453,3215.2999N,11831.2044W,249,1.1,,,1014.54,15.2,293.99,16,16,0.912,22.39268,19.9864,19.68617,19.6857,4.8926603,4.59627,33.87882,33.4138,19.578,1519.628
9/7/2019,12:15:00,CTD OUT,184,,,121500,3215.1237N,11831.6956W,222,1.7,18.7,96,1014.21,17.41,294.16,18,35,0.908,22.37766,19.9712,19.66876,19.669,4.8930938,4.60043,33.89388,33.4598,19.571,1519.606
9/7/2019,12:21:31,Depart Station,184,,,122130,3215.0964N,11831.8200W,235,0.6,18.8,96,1014.27,16.66,291.49,17,14,0.907,22.38787,19.9798,19.68839,19.6883,4.8929834,4.60286,33.88507,33.4727,19.577,1519.645
9/7/2019,13:39:48,Start Transect,,,2,133947,3215.1499N,11831.7889W,82,7.5,19.4,96,1014.71,11.07,292.68,6,268,0.9,22.42877,20.0244,19.88001,19.8804,4.895458,4.60332,33.87247,33.441,19.621,1519.744
9/7/2019,21:28:21,Break Transect,,,2,212820,3247.5605N,11725.5733W,57,8.1,,,1013.73,8.91,263.65,4,296,0.92,26.91118,24.3217,24.04946,24.0516,5.3721666,5.04608,34.03236,33.5741,23.97,1531.231
9/7/2019,22:15:28,Resume Transect,,,2,221528,3247.6316N,11725.5153W,74,7.8,,,1013.56,10.4,280.44,4,262,0.938,26.84654,24.3294,24.06157,24.0679,5.3580691,5.04598,33.97925,33.5675,23.866,1531.047
9/7/2019,23:17:59,End Transect,,,2,231759,3252.0745N,11716.4932W,59,5.9,,,1012.96,6.18,257.89,2,284,0.972,28.16369,25.6301,25.42894,25.4293,5.5089659,5.18274,34.08475,33.6095,25.235,1534.312
9/8/2019,2:59:55,Start Marine Mammal Watch,185,165,,25955,3252.7899N,11717.5993W,108,1.7,,,1012.73,2.18,261.6,1,112,1.022,28.00443,25.4437,25.20454,25.2048,5.4958349,5.16428,34.10829,33.6123,25.129,1534.114
9/8/2019,3:28:59,Arrive Station,185,165,,32859,3252.1519N,11716.4155W,108,2.8,,,1013.3,6.15,257.57,4,115,1.071,28.33951,25.7553,25.51234,25.514,5.535342,5.20017,34.14129,33.644,25.436,1534.837
9/8/2019,3:33:30,Net In Water,185,165,,33330,3252.1397N,11716.4787W,310,3.1,21.8,91,1013.29,4.95,225.65,7,303,1.052,28.3458,25.7601,25.50397,25.503,5.5352336,5.19997,34.136,33.639,25.429,1534.827
9/8/2019,3:44:08,Shoot Doors,185,165,,34408,3252.5170N,11717.0101W,307,4.4,,,1013.35,7.09,213.5,8,314,1.046,28.26862,25.695,25.44288,25.4417,5.5246847,5.19682,34.11839,33.6641,25.256,1534.531
9/8/2019,3:47:50,Begin Fishing (EQ),185,165,,34750,3252.7096N,11717.2981W,311,4.8,,,1013.37,7.31,240.62,10,319,1.041,28.16808,25.5974,25.32761,25.3257,5.5111205,5.18603,34.09659,33.6575,25.025,1533.946
9/8/2019,4:14:58,Haul Back,185,165,,41458,3253.8202N,11719.0537W,307,3.9,,,1013.58,5.16,248.52,8,321,1.018,27.72601,25.1443,24.88136,24.8837,5.4747364,5.13754,34.16261,33.6381,24.801,1533.194
9/8/2019,4:22:08,Doors Up,185,165,,42208,3254.0342N,11719.4003W,305,3,,,1013.58,2.3,192.5,2,335,1.02,27.54297,24.9932,24.71122,24.7078,5.4512702,5.12167,34.13089,33.6334,24.205,1531.874
9/8/2019,4:51:27,Net on Deck,185,165,,45128,3254.6903N,11720.0344W,352,1.3,,,1013.59,2.85,210.52,3,276,1.021,27.60699,25.0755,24.82506,24.8276,5.4436281,5.13078,34.03052,33.6394,24.371,1532.612
9/8/2019,4:52:00,End Marine Mammal Watch,185,165,,45201,3254.6999N,11720.0384W,328,1.2,,,1013.52,1.2,148,0,329,1.017,27.6336,25.0869,24.83263,24.8329,5.4458867,5.13164,34.02709,33.6373,24.522,1531.428
9/8/2019,4:52:04,Depart Station,185,165,,45205,3254.7010N,11720.0389W,344,1,,,1013.52,1,164,0,266,1.021,27.6336,25.0887,24.83263,24.8341,5.4458867,5.13289,34.02709,33.6451,24.352,1533.115
9/8/2019,4:57:24,Start Marine Mammal Watch,186,166,,45724,3254.8749N,11720.1584W,355,4.5,,,1013.47,4.67,225.1,4,303,1.022,27.61776,25.022,24.80296,24.8013,5.4583748,5.12346,34.12641,33.6253,23.651,1530.532
9/8/2019,5:38:54,Net In Water,186,166,,53854,3259.9366N,11719.3513W,288,3,,,1013.02,1.82,67.59,2,33,1.028,28.16995,25.5562,25.29368,25.2928,5.5128427,5.18213,34.10723,33.6595,21.994,1526.273
9/8/2019,5:49:40,Shoot Doors,186,166,,54940,3300.1486N,11719.9444W,294,3.9,,,1013.24,7.03,199.79,7,296,1.031,28.02964,25.4602,25.25715,25.2363,5.5043378,5.17168,34.14941,33.6542,21.479,1525.257
9/8/2019,5:53:55,Begin Fishing (EQ),186,166,,55355,3300.2724N,11720.2999W,285,4.1,,,1013.29,3.91,203.99,6,314,1.03,27.93383,25.3159,24.98845,24.9948,5.4955108,5.15613,34.15719,33.6472,21.072,1524.219
9/8/2019,6:38:56,Haul Back,186,166,,63856,3300.9731N,11723.8053W,282,4,21.1,91,1012.74,4.35,130.16,2,269,1.027,27.07857,24.6738,24.37443,24.3786,5.4055279,5.08737,34.14693,33.6179,22.263,1526.874
9/8/2019,7:13:06,Net on Deck,186,166,,71306,3301.1269N,11725.0474W,279,1.9,,,1012.49,8.47,239.1,10,321,1.024,27.6735,25.1072,24.84975,24.85,5.4701049,5.13145,34.1683,33.6207,23.327,1529.509
9/8/2019,7:13:07,End Marine Mammal Watch,186,166,,71307,3301.1269N,11725.0480W,275,1.9,,,1012.49,8.39,239.81,10,323,1.024,27.6735,25.1071,24.84975,24.8503,5.4701049,5.13319,34.1683,33.6336,23.309,1529.451
9/8/2019,7:41:38,Depart Station,186,166,,74139,3257.5610N,11725.6179W,178,10.7,,,1012.61,8.48,273.51,13,40,0.999,25.58985,23.1397,22.90163,22.9091,5.2303631,4.92805,33.98662,33.5761,22.816,1528.298
9/8/2019,8:36:15,Start Marine Mammal Watch,187,167,,83615,3247.4448N,11726.1933W,192,11.8,,,1013.08,5.76,272.01,14,30,0.962,25.38567,22.8933,22.61222,22.6127,5.2163804,4.89642,34.0369,33.5218,22.525,1527.544
9/8/2019,9:11:16,Arrive Station,187,167,,91117,3241.2602N,11727.2701W,288,3.7,19.1,90,1013.05,9.33,281.48,13,347,0.966,25.5423,23.0362,22.74992,22.7491,5.2323005,4.91663,34.03627,33.5678,22.493,1527.11
9/8/2019,9:11:48,Net In Water,187,167,,91148,3241.2702N,11727.3049W,291,3.7,19,89,1012.99,8.76,259.56,10,332,0.964,25.53384,23.0337,22.74705,22.7469,5.2307936,4.91692,34.03158,33.5719,22.633,1527.882
9/8/2019,9:22:10,Shoot Doors,187,167,,92211,3241.4482N,11727.9100W,286,4.4,,,1012.71,6.96,256.41,11,332,0.956,25.37981,22.846,22.50419,22.4879,5.218855,4.89757,34.05945,33.5669,22.336,1527.102
9/8/2019,9:25:11,Begin Fishing (EQ),187,167,,92511,3241.5459N,11728.1908W,294,4.5,19,89,1012.89,7.97,261.02,12,342,0.955,25.10488,22.6062,22.30744,22.3048,5.1843275,4.87213,34.01192,33.5547,22.186,1526.666
9/8/2019,10:10:14,Haul Back,187,167,,101014,3242.6455N,11731.3905W,286,3.1,18.8,89,1012.62,6.98,270.43,10,339,0.965,24.98212,22.4998,22.21852,22.2186,5.1704538,4.86102,34.00185,33.5506,22.138,1526.596
9/8/2019,10:47:59,Net on Deck,187,167,,104759,3243.2440N,11732.1603W,260,0.3,19,88,1012.41,7.82,243.31,8,273,0.961,25.01171,22.5244,22.23859,22.2364,5.1736823,4.8626,34.00343,33.5439,22.163,1526.654
9/8/2019,10:48:00,End Marine Mammal Watch,187,167,,104800,3243.2442N,11732.1601W,341,0.1,19,87,1012.41,6.01,244.35,6,272,0.962,25.01171,22.5244,22.23664,22.236,5.1734639,4.86341,34.00182,33.5502,22.163,1526.668
9/8/2019,11:07:02,CTD IN,187,,,110703,3243.2666N,11732.5374W,190,0.8,19.2,88,1012.2,5.61,201.25,7,334,0.96,25.04976,22.5608,22.28386,22.284,5.1785205,4.86743,34.01052,33.5533,22.211,1526.778
9/8/2019,11:26:54,CTD OUT,187,,,112656,3243.0205N,11732.5067W,167,0.6,19,86,1012.21,3.8,257.78,4,346,0.971,25.02287,22.5338,22.24879,22.2485,5.1759373,4.86427,34.01169,33.5497,22.178,1526.689
9/8/2019,11:33:39,Depart Station,187,,,113341,3242.9068N,11732.9241W,253,6.8,19.2,88,1011.75,7.03,213.09,13,342,0.971,25.04255,22.5455,22.24446,22.2418,5.1773359,4.86623,34.0072,33.5558,22.158,1526.647
9/8/2019,15:11:37,Start Transect,,,1,151138,3219.4459N,11759.6403W,31,8.4,18.2,92,1012.84,6.69,247.04,6,329,0.936,23.12805,20.6923,20.38743,20.3858,4.9761682,4.676,33.95321,33.4997,20.278,1521.573
9/8/2019,19:04:40,Break Transect,,,1,190441,3235.4528N,11726.8516W,100,5.9,,,1013.4,5.14,214.6,6,51,0.903,25.34125,22.8362,22.57473,22.573,5.2142266,4.89907,34.0544,33.5859,22.376,1527.198
9/8/2019,19:57:00,Resume Transect,,,1,195702,3235.4445N,11726.6851W,98,10.1,,,1013.1,9.93,266.58,2,82,0.918,25.43661,22.8799,22.55322,22.5614,5.2228317,4.90366,34.04604,33.5878,20.228,1520.751
9/8/2019,20:50:49,End Transect,,,1,205051,3239.9342N,11717.4779W,64,6.8,,,1012.56,4.49,184.85,6,40,1,20.55025,16.9982,16.58075,16.903,4.6976733,4.31655,33.78659,33.4935,15.653,1507.961
9/8/2019,21:18:07,CB Flush,,,,211809,3237.0860N,11715.2988W,327,0.8,,,1012.16,7.95,237.66,9,314,,,27.6828,,18.9476,,0.05673,,0.2606,20.699,1522.405
