Date,Time,PST,PDT,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-SVel
7/30/2019,22:32:07,14:32:07,15:32:07,CB Interm,,,,223206,3748.7064N,12246.7833W,301,3.1,13.4,97,1015.34,8.32,266,11,339,0.698,12.48808,12.6391,12.34681,12.3423,3.8889871,3.90506,33.47937,33.4988,,
7/31/2019,6:52:58,22:52:58,23:52:58,Start Marine Mammal Watch,93,85,,65257,3843.4362N,12351.8746W,323,8.4,13.3,97,1013.08,20.51,326.39,29,359,1.095,11.8418,11.953,11.59974,11.599,3.8455859,3.85628,33.64011,33.6437,,
7/31/2019,7:27:13,23:27:13,0:27:13,Arrive Station,93,85,,72712,3846.8776N,12354.9871W,323,4.8,13.2,97,1013.3,23.32,337.09,27,7,1.547,11.67203,11.797,11.4471,11.449,3.8345495,3.84869,33.68625,33.7109,,
7/31/2019,7:28:16,23:28:16,0:28:16,Net In Water,93,85,,72816,3846.9215N,12355.0344W,322,2.7,13.2,97,1013.4,18.98,334.06,22,7,1.654,11.71111,11.8471,11.49012,11.489,3.8391596,3.8534,33.69585,33.7115,,
7/31/2019,7:48:17,23:48:17,0:48:17,Shoot Doors,93,85,,74817,3847.5567N,12355.7871W,325,4,13.2,98,1013.23,23.02,331.22,27,1,0.859,11.38567,11.4877,11.13699,11.1374,3.7987634,3.80923,33.59524,33.6054,,
7/31/2019,8:03:27,0:03:27,1:03:27,Haul Back,93,85,INCODER ALARM DOORS COULD NOT SHOOT,80326,3848.3955N,12356.6025W,305,0.9,13.3,98,1013.59,21.19,334.68,22,357,0.724,11.52901,11.6269,11.26935,11.2735,3.8085147,3.81941,33.56088,33.5774,,
7/31/2019,8:03:58,0:03:58,1:03:58,Doors Up,93,85,INCODER ALARM,80357,3848.4022N,12356.6138W,302,1.3,13.3,98,1013.41,19.78,331.39,22,5,0.716,11.52657,11.6367,11.28136,11.2823,3.8085147,3.82016,33.56309,33.5762,,
7/31/2019,8:58:32,0:58:32,1:58:32,Net on Deck,93,85,INCODER ALARM,85831,3849.6351N,12357.9600W,354,2.8,13.3,99,1013.26,22.51,342,25,345,0.788,11.6632,11.7692,11.4171,11.4169,3.8192287,3.83205,33.5443,33.5752,,
7/31/2019,9:00:10,1:00:10,2:00:10,Start Marine Mammal Watch,93,85,,90010,3849.7066N,12357.9764W,335,1.7,13.3,99,1013.44,19.34,348.59,21,358,0.787,11.67363,11.7677,11.4177,11.418,3.8203005,3.83206,33.54535,33.5724,,
7/31/2019,9:02:17,1:02:17,2:02:17,Depart Station,93,85,,90216,3849.7846N,12357.9954W,349,2.8,13.2,99,1013.58,19.24,338.35,22,348,0.79,11.68156,11.7926,11.44502,11.4451,3.8222294,3.83416,33.55704,33.5731,,
7/31/2019,9:03:38,1:03:38,2:03:38,End Marine Mammal Watch,93,85,,90337,3849.8409N,12358.0117W,348,1.4,13.3,99,1013.94,19.02,337.16,21,351,0.793,11.70152,11.8033,11.44765,11.4482,3.8237283,3.83507,33.55364,33.579,,
7/31/2019,11:42:53,3:42:53,4:42:53,Net In Water,,,test trawl with cod end open,114252,3855.8100N,12358.2859W,18,1.9,12.9,101,1013.97,21.69,329.87,23,342,0.993,11.16327,11.2699,10.91105,10.9109,3.7865505,3.79718,33.67764,33.6853,,
7/31/2019,12:47:05,4:47:05,5:47:05,Net on Deck,,,test trawl with cod end open,124704,3857.5730N,12401.3446W,242,2,13,102,1014.28,18.89,337.25,20,27,1.816,11.33032,11.4385,11.06953,11.0686,3.8076591,3.81775,33.73348,33.734,,
7/31/2019,14:26:46,6:26:46,7:26:46,Start Transect,,,49,142645,3900.0995N,12343.7990W,139,5.8,11.9,98,1015.03,0.7,317.57,4,4,1.014,10.75258,10.8755,10.56561,10.5696,3.7646951,3.77444,33.8382,33.8219,,
7/31/2019,15:07:43,7:07:43,8:07:43,UCTD Deployed,,,,150742,3856.6982N,12351.1183W,236,8.3,12.7,98,1015.37,10.63,340.4,12,64,1.391,11.36562,11.4601,11.04322,11.0367,3.8170854,3.82653,33.79418,33.8008,,
7/31/2019,16:49:23,8:49:23,9:49:23,UCTD Deployed,,,,164923,3848.1190N,12410.1561W,239,8.5,14.6,99,1015.72,17.92,327.74,20,65,0.549,12.94365,13.0601,12.69788,12.6977,3.9377485,3.94769,33.53981,33.5309,,
7/31/2019,17:29:52,9:29:52,10:29:52,Break Transect,,,49,172951,3844.7590N,12417.6348W,240,10,15,98,1016.17,17.23,329.5,19,55,0.556,12.97025,13.0514,12.70235,12.6986,3.9396784,3.94744,33.53455,33.5363,,
7/31/2019,17:34:38,9:34:38,10:34:38,Net In Water,,,test trawl with cod end open,173438,3844.8244N,12418.0520W,314,2.2,14.6,98,1016.25,15.89,331.62,20,16,0.59,12.94678,13.038,12.69611,12.6917,3.9388206,3.94654,33.54721,33.5396,,
7/31/2019,17:52:38,9:52:38,10:52:38,Shoot Doors,,,test trawl with cod end open,175237,3845.4355N,12418.9772W,310,4.9,14.7,99,1016.18,17.46,334.88,22,17,0.727,12.7869,12.8726,12.51308,12.5117,3.9236015,3.93156,33.54438,33.544,,
7/31/2019,17:57:41,9:57:41,10:57:41,Begin Fishing (EQ),,,test trawl with cod end open,175740,3845.6974N,12419.3508W,315,4,14.6,100,1016.4,17.13,336.63,21,16,0.688,12.74607,12.8566,12.51796,12.5183,3.9217785,3.92943,33.56332,33.538,,
7/31/2019,19:11:51,11:11:51,12:11:51,Resume Transect,,,49,191150,3844.7215N,12417.6340W,238,7.2,15.2,97,1016.67,16.45,317.66,19,50,0.547,13.11248,13.2391,12.89716,12.8954,3.9553261,3.96425,33.55687,33.5293,,
7/31/2019,19:46:37,11:46:37,12:46:37,End Transect,,,49,194637,3841.8249N,12424.1116W,236,9.6,15.3,98,1016.61,17.91,326.05,22,55,0.835,12.13481,12.0828,11.65828,11.6552,3.8548025,3.85167,33.46575,33.4821,,
7/31/2019,23:08:09,15:08:09,16:08:09,Start Transect,,,47,230809,3824.8878N,12409.0993W,68,9.6,14.3,100,1016.36,10.97,256.12,2,236,0.84,12.45736,12.5609,12.21778,12.2223,3.9064534,3.91583,33.67458,33.6718,,
8/1/2019,1:47:04,17:47:04,18:47:04,UCTD Deployed,,,bad data,14704,3837.9599N,12340.0071W,56,8,13.7,100,1014.02,4.96,272.74,5,328,0.735,11.22514,11.3169,10.92914,10.9237,3.8004799,3.8093,33.75886,33.762,,
8/1/2019,2:48:30,18:48:30,19:48:30,Break Transect,,,47,24829,3842.8223N,12329.2650W,59,5.9,13.8,96,1013.55,1.79,119.98,7,15,0.457,10.43045,10.5045,10.15952,10.1578,3.7298799,3.73735,33.78724,33.7938,,
8/1/2019,3:48:42,19:48:42,20:48:42,Start Marine Mammal Watch,94,86,,34842,3837.6365N,12338.6797W,244,10.4,13.4,100,1013.53,19.54,314.6,24,47,0.586,10.8779,11.0088,10.6205,10.6186,3.7708031,3.7828,33.7834,33.7823,,
8/1/2019,4:14:21,20:14:21,21:14:21,Arrive Station,94,86,,41420,3836.9274N,12340.3180W,82,1,13.5,101,1014.19,22.71,306.18,22,319,0.652,11.07151,11.2093,10.82249,10.8224,3.7868736,3.80079,33.76504,33.7765,,
8/1/2019,4:23:56,20:23:56,21:23:56,Net In Water,94,86,,42356,3836.7209N,12340.1790W,166,4,13.4,101,1014.28,22.27,313.83,19,146,0.622,10.98525,11.1142,10.71564,10.715,3.7788381,3.79224,33.76452,33.779,,
8/1/2019,4:40:55,20:40:55,21:40:55,Shoot Doors,94,86,,44055,3835.7403N,12339.7503W,157,5.1,13.3,101,1014.35,22.75,318.23,18,156,0.851,11.13109,11.2926,10.92533,10.9262,3.7914792,3.8054,33.75601,33.7457,,
8/1/2019,4:50:11,20:50:11,21:50:11,Begin Fishing (EQ),94,86,,45010,3835.0504N,12339.4115W,160,4.3,13.3,101,1014.43,22.99,316.4,19,157,0.816,11.39929,11.5482,11.16658,11.1697,3.8116207,3.82388,33.7095,33.6943,,
8/1/2019,5:35:13,21:35:13,22:35:13,Haul Back,94,86,,53512,3832.0152N,12337.4606W,154,4.6,13.5,101,1014.55,23.35,315.8,19,154,0.926,12.12058,12.2415,11.86939,11.8695,3.8710906,3.88223,33.63621,33.6351,,
8/1/2019,5:42:39,21:42:39,22:42:39,Doors Up,94,86,,54238,3831.6384N,12337.1955W,149,3.3,13.5,101,1014.34,23.15,313.83,20,160,0.928,12.12928,12.241,11.86674,11.8668,3.8716262,3.88223,33.63355,33.6355,,
8/1/2019,6:12:14,22:12:14,23:12:14,Net on Deck,94,86,,61214,3829.9961N,12336.4848W,171,4.1,13.4,102,1014.47,21.4,320.28,18,146,0.926,12.13881,12.2675,11.88481,11.8855,3.8744108,3.88529,33.65193,33.6413,,
8/1/2019,6:12:15,22:12:15,23:12:15,End Marine Mammal Watch,94,86,,61215,3829.9951N,12336.4845W,170,4.2,13.4,102,1014.47,21.35,316.5,18,142,0.922,12.13881,12.2682,11.88481,11.8852,3.8744108,3.8853,33.65193,33.6408,,
8/1/2019,6:18:03,22:18:03,23:18:03,Depart Station,94,86,,61802,3830.0221N,12336.0946W,41,7,13.3,102,1014.22,5.9,236.92,4,288,0.926,12.1174,12.238,11.8672,11.8704,3.8721617,3.88299,33.64944,33.6456,,
8/1/2019,6:32:03,22:32:03,23:32:03,Start Marine Mammal Watch,95,87,,63202,3831.7767N,12334.5948W,33,9.6,12.8,102,1014.25,11.11,263.87,9,294,0.621,11.36003,11.337,10.88978,10.9013,3.8051914,3.80804,33.68198,33.7311,,
8/1/2019,7:02:25,23:02:25,0:02:25,Arrive Station,95,87,,70224,3835.0242N,12331.3693W,147,5.9,12.5,103,1013.99,28.59,310.4,23,163,0.45,10.7485,10.8773,10.49561,10.4948,3.7610527,3.7716,33.80552,33.7919,,
8/1/2019,7:02:28,23:02:28,0:02:28,Net In Water,95,87,,70228,3835.0186N,12331.3646W,148,6,12.6,103,1014,28.81,314.97,23,172,0.45,10.7485,10.8797,10.49561,10.4937,3.7610527,3.77172,33.80552,33.7908,,
8/1/2019,7:20:17,23:20:17,0:20:17,Shoot Doors,95,87,,72016,3833.9962N,12330.5030W,143,4.2,12.4,104,1014.19,25.17,316.75,21,173,0.445,10.73882,10.864,10.48853,10.4887,3.7594457,3.76981,33.79838,33.7863,,
8/1/2019,7:24:12,23:24:12,0:24:12,Begin Fishing (EQ),95,87,,72412,3833.7390N,12330.2732W,145,4.3,12.4,104,1014.05,29.27,318.51,24,181,0.445,10.793,10.9519,10.60346,10.6065,3.7650174,3.77698,33.80402,33.7767,,
8/1/2019,8:09:14,0:09:14,1:09:14,Haul Back,95,87,,80913,3831.2954N,12328.0649W,144,4,12.3,105,1014.34,23.87,318.89,20,183,0.442,11.16166,11.2666,10.88584,10.8859,3.7972653,3.80666,33.7853,33.782,,
8/1/2019,8:47:26,0:47:26,1:47:26,Net on Deck,95,87,,84726,3829.7145N,12326.8581W,149,3,12.3,105,1014.44,18.91,316.01,16,175,0.436,11.04006,11.1671,10.78844,10.7885,3.786122,3.79695,33.78651,33.7771,,
8/1/2019,8:48:56,0:48:56,1:48:56,End Marine Mammal Watch,95,87,,84855,3829.6463N,12326.8074W,154,3.4,12.3,105,1014.46,17.05,315.34,16,169,0.437,11.0272,11.1395,10.75788,10.7613,3.7846226,3.79471,33.78344,33.7803,,
8/1/2019,8:52:46,0:52:46,1:52:46,Start Marine Mammal Watch,96,88,,85246,3829.4639N,12326.6714W,151,3.4,12.3,105,1014.5,17.36,323.35,14,175,0.436,10.97478,11.077,10.68201,10.6772,3.779375,3.78863,33.77951,33.7775,,
8/1/2019,8:59:45,0:59:45,1:59:45,Depart Station,95,87,,85944,3829.1404N,12326.4252W,148,3.2,12.3,104,1014.61,18.17,321.99,15,172,0.437,10.83183,10.9646,10.58368,10.5838,3.7663032,3.7778,33.78099,33.7732,,
8/1/2019,9:29:25,1:29:25,2:29:25,Arrive Station,96,88,,92924,3827.6074N,12328.8261W,210,4.9,12.4,105,1014.62,12.65,319.76,12,118,0.439,10.73558,10.8633,10.47782,10.4768,3.758056,3.77004,33.78747,33.7893,,
8/1/2019,9:31:18,1:31:18,2:31:18,Net In Water,96,88,,93117,3827.5131N,12328.7762W,143,3.4,12.7,105,1014.7,19.39,318.13,15,184,0.438,10.73071,10.8517,10.4524,10.4521,3.7575205,3.76829,33.78661,33.7825,,
8/1/2019,10:39:00,2:39:00,3:39:00,Shoot Doors,96,88,,103900,3825.6553N,12326.7810W,140,4.2,12.6,101,1015.14,13.19,322.39,9,182,0.444,10.94412,11.0752,10.69685,10.6981,3.7747652,3.78648,33.76185,33.7577,,
8/1/2019,10:42:37,2:42:37,3:42:37,Begin Fishing (EQ),96,88,,104236,3825.4333N,12326.5551W,141,4.6,12.6,100,1015.17,15.5,331.17,11,194,0.443,11.01589,11.1476,10.77464,10.7754,3.7823722,3.7931,33.77147,33.7569,,
8/1/2019,11:27:38,3:27:38,4:27:38,Haul Back,96,88,,112737,3823.2681N,12324.2555W,141,3.7,12.7,97,1015.19,12.66,327.09,9,191,0.493,11.73022,11.8354,11.4554,11.4545,3.8273727,3.85456,33.5633,33.7334,,
8/1/2019,11:48:08,3:48:08,4:48:08,Doors Up,96,88,DOORS UP PRESSED LATE,114807,3822.6832N,12323.4724W,133,2.4,13.2,88,1015.22,13.26,330.78,11,188,0.514,11.87121,11.9681,11.60444,11.6041,3.8589805,3.8675,33.74402,33.7391,,
8/1/2019,12:06:26,4:06:26,5:06:26,Net on Deck,96,88,,120625,3822.2136N,12322.7164W,112,2.4,15,89,1015.28,13,329.49,11,225,0.573,11.97618,12.0587,11.69626,11.6954,3.8687325,3.87612,33.74378,33.7408,,
8/1/2019,12:06:27,4:06:27,5:06:27,End Marine Mammal Watch,96,88,,120626,3822.2133N,12322.7155W,112,2.6,15,88,1015.28,11.88,326.82,9,229,0.573,11.97618,12.0594,11.69626,11.6952,3.8687325,3.87608,33.74378,33.7399,,
8/1/2019,12:12:41,4:12:41,5:12:41,Depart Station,96,88,,121240,3822.1895N,12322.2416W,59,7,12.1,94,1015.35,9.83,299.77,9,292,0.601,11.89984,11.9772,11.62243,11.6226,3.8614458,3.86869,33.74206,33.7425,,
8/1/2019,13:29:46,5:29:46,6:29:46,Start Transect,,,45,132945,3827.7109N,12311.2521W,260,3.8,11.4,104,1016.08,2.81,81.85,1,1,0.469,11.69193,11.7534,11.44691,11.4347,3.8421564,3.84817,33.74262,33.7455,,
8/1/2019,14:56:58,6:56:58,7:56:58,UCTD Deployed,,,,145658,3820.5722N,12326.9963W,241,8.1,11.7,105,1016.74,10.82,326.63,14,53,0.62,11.59937,11.6906,11.33443,11.3338,3.8329427,3.84163,33.73662,33.7387,,
8/1/2019,16:37:41,8:37:41,9:37:41,UCTD Deployed,,,,163740,3812.2662N,12345.3672W,237,8,14.3,105,1017.74,14.23,294.11,20,35,0.498,13.16553,13.2399,12.90528,12.9094,3.9541482,3.95634,33.49884,33.4539,,
8/1/2019,17:12:42,9:12:42,10:12:42,End Transect,,,45,171242,3809.4354N,12351.5896W,240,10.1,15.4,102,1018.02,18.31,306.43,24,41,0.535,13.69082,13.8144,13.50758,13.5083,4.0020603,4.01248,33.48709,33.4762,,
8/1/2019,19:16:15,11:16:15,12:16:15,Resume Transect,,,47,191614,3825.0113N,12408.8370W,251,8.5,14.1,104,1019.51,10.16,299.95,17,33,0.535,12.23536,12.3637,12.02776,12.0317,3.8818078,3.89301,33.63654,33.6293,,
8/2/2019,3:36:03,19:36:03,20:36:03,End Transect,,,47,33602,3743.6623N,12539.7767W,242,10,18.1,104,1019.36,7.83,277.45,17,18,0.508,16.93968,16.8721,16.48224,16.468,4.255236,4.25158,33.01017,33.034,,
8/2/2019,6:17:28,22:17:28,23:17:28,Start Marine Mammal Watch,97,89,,61727,3756.7319N,12508.1621W,62,11.1,15.9,105,1019.57,8.64,274.45,6,314,0.552,14.54429,14.6236,14.42084,14.4484,4.0714225,4.07887,33.38723,33.3871,,
8/2/2019,6:46:26,22:46:26,23:46:26,Arrive Station,97,89,,64625,3758.6753N,12504.4046W,56,2.9,16,105,1019.63,4.54,317.14,4,294,0.519,16.02227,16.0667,15.77751,15.8099,4.2011774,4.20733,33.29833,33.3155,,
8/2/2019,6:56:47,22:56:47,23:56:47,Net In Water,97,89,,65646,3758.6687N,12503.8534W,89,3.9,15.9,105,1019.62,6.57,321.25,5,264,0.503,16.35403,16.4319,16.10951,16.1094,4.2246662,4.23089,33.22791,33.2177,,
8/2/2019,7:09:48,23:09:48,0:09:48,Shoot Doors,97,89,,70947,3758.6134N,12502.9546W,100,4.1,16.1,105,1019.54,7.31,316.03,5,273,0.498,16.35844,16.4343,16.09903,16.0992,4.2240247,4.23057,33.21859,33.2129,,
8/2/2019,7:16:53,23:16:53,0:16:53,Begin Fishing (EQ),97,89,,71652,3758.5832N,12502.3285W,93,3.8,16,105,1019.59,7.38,310.54,5,254,0.501,16.33691,16.4076,16.06662,16.0658,4.2210201,4.22824,33.21013,33.2147,,
8/2/2019,8:01:55,0:01:55,1:01:55,Haul Back,97,89,,80154,3758.4996N,12458.9608W,95,3.4,16.5,105,1019.54,10.71,343.91,10,271,0.496,16.38377,16.4552,16.11951,16.1195,4.2258462,4.23302,33.21349,33.217,,
8/2/2019,8:07:04,0:07:04,1:07:04,Doors Up,97,89,,80703,3758.4947N,12458.6919W,92,2.7,16.5,105,1019.5,8.78,336.56,8,264,0.492,16.37853,16.4547,16.12348,16.1237,4.2256324,4.23269,33.21597,33.2145,,
8/2/2019,8:35:01,0:35:01,1:35:01,Net on Deck,97,89,,83500,3758.6474N,12457.6136W,55,2.3,16.2,105,1019.32,8.45,304.11,7,256,0.495,16.34729,16.4278,16.0929,16.0927,4.2219859,4.22915,33.20997,33.2058,,
8/2/2019,8:35:02,0:35:02,1:35:02,End Marine Mammal Watch,97,89,,83501,3758.6478N,12457.6131W,53,2.2,16.2,105,1019.32,7.28,306.92,7,273,0.495,16.34729,16.4285,16.0929,16.0928,4.2219859,4.22921,33.20997,33.2058,,
8/2/2019,8:41:45,0:41:45,1:41:45,Depart Station,97,89,,84144,3758.8308N,12457.2947W,57,4.3,16.3,105,1019.22,9.67,304.09,8,279,0.493,16.33167,16.4135,16.07909,16.0786,4.2197338,4.22771,33.2032,33.2052,,
8/2/2019,9:46:07,1:46:07,2:46:07,Start Marine Mammal Watch,98,90,,94606,3800.7357N,12443.7879W,83,11.1,15.8,106,1019.17,8.94,295.64,6,308,0.488,16.19543,16.2766,15.93799,15.9385,4.208257,4.21669,33.21584,33.2224,,
8/2/2019,10:15:25,2:15:25,3:15:25,Arrive Station,98,90,,101524,3801.7356N,12437.0849W,76,10.8,16.1,106,1019.06,10.8,256,0,327,0.5,16.29671,16.3824,16.05655,16.0589,4.2122259,4.22046,33.16631,33.1673,,
8/2/2019,10:20:14,2:20:14,3:20:14,Net In Water,98,90,,102013,3801.7947N,12436.3273W,92,5.2,18.4,106,1019.04,8.16,294.78,5,227,0.502,16.35844,16.4341,16.09062,16.0907,4.2165132,4.22346,33.15261,33.1507,,
8/2/2019,10:33:05,2:33:05,3:33:05,Shoot Doors,98,90,,103304,3801.7584N,12435.2937W,94,4.6,16.5,106,1018.91,8.58,315.84,6,257,0.497,16.33316,16.4109,16.0683,16.0685,4.2121191,4.22054,33.13503,33.1443,,
8/2/2019,10:36:35,2:36:35,3:36:35,Begin Fishing (EQ),98,90,,103635,3801.7427N,12434.9019W,97,4.8,16.4,106,1018.91,8.18,296.63,4,277,0.495,16.33614,16.4336,16.12257,16.1241,4.2151208,4.22659,33.15893,33.1785,,
8/2/2019,11:21:37,3:21:37,4:21:37,Haul Back,98,90,,112136,3802.4542N,12430.9512W,71,4.5,15.3,106,1018.96,9.88,305.52,8,266,0.496,16.30787,16.3883,16.04789,16.0477,4.2113679,4.21924,33.14947,33.1518,,
8/2/2019,11:26:13,3:26:13,4:26:13,Doors Up,98,90,,112612,3802.5328N,12430.6343W,74,3.5,15.2,106,1018.95,88.52,336.25,7,265,0.497,16.31831,16.3986,16.05854,16.0587,4.212653,4.22113,33.15208,33.1598,,
8/2/2019,11:56:05,3:56:05,4:56:05,Net on Deck,98,90,,115604,3802.8899N,12429.0281W,54,3.2,15.3,106,1019.11,11.1,297.9,10,275,0.491,16.32576,16.4059,16.08164,16.0816,4.2140489,4.22177,33.15815,33.1593,,
8/2/2019,11:56:06,3:56:06,4:56:06,End Marine Mammal Watch,98,90,,115605,3802.8903N,12429.0271W,55,3.2,15.3,106,1019.11,10.63,304,7,305,0.491,16.32576,16.407,16.08164,16.0816,4.2140489,4.22151,33.15815,33.1561,,
8/2/2019,12:00:01,4:00:01,5:00:01,Depart Station,98,90,,120000,3803.1036N,12428.6712W,48,7.4,15.3,106,1019.11,7.23,244.66,2,243,0.493,16.30268,16.3536,15.99815,15.9974,4.2093282,4.21365,33.13586,33.1315,,
8/2/2019,13:32:02,5:32:02,6:32:02,Start Transect,,,46,133202,3810.3876N,12415.2990W,59,9.1,14.7,106,1019.32,7.25,287.61,7,312,0.541,14.24951,14.3527,14.13224,14.1526,4.0452622,4.05295,33.40149,33.383,,
8/2/2019,14:58:12,6:58:12,7:58:12,Start Transect,,,waypoint 046.2A,145811,3817.2309N,12400.2662W,60,10.2,15,105,1019.17,7.68,268.24,5,315,0.54,14.29785,14.3934,14.06664,14.0671,4.0559845,4.06437,33.45839,33.4527,,
8/2/2019,16:32:47,8:32:47,9:32:47,UCTD Deployed,,,,163247,3825.1910N,12342.7047W,62,8.3,13.7,106,1019.04,7.93,263.14,3,283,1.069,12.13881,12.224,11.87064,11.8694,3.8737687,3.88126,33.64571,33.6415,,
8/2/2019,17:59:51,9:59:51,10:59:51,UCTD Deployed,,,,175951,3832.3080N,12326.9724W,60,8.1,12.7,106,1018.52,9.78,263.51,4,259,0.47,11.0062,11.1137,10.76109,10.7603,3.7801224,3.7891,33.75801,33.7484,,
8/2/2019,18:33:16,10:33:16,11:33:16,End Transect,,,46,183315,3834.7563N,12321.4170W,58,5.9,12.1,106,1018.35,16.17,315.78,15,276,0.467,10.32706,10.4449,10.16782,10.167,3.7214207,3.73042,33.798,33.7793,,
8/2/2019,20:41:36,12:41:36,13:41:36,Start Transect,,,44,204135,3818.3547N,12305.7935W,241,8.3,13.3,106,1017.72,15.27,308.31,20,41,0.514,11.27737,11.3396,11.26135,11.2615,3.8016584,3.80985,33.72267,33.7467,,
8/2/2019,21:28:12,13:28:12,14:28:12,UCTD Deployed,,,,212811,3814.5224N,12314.1829W,237,7.9,13.3,106,1017.14,21.97,304.84,26,50,0.773,11.75016,11.8347,11.50083,11.502,3.8423721,3.85104,33.6918,33.6998,,
8/2/2019,23:04:42,15:04:42,16:04:42,UCTD Deployed,,,,230441,3806.3241N,12332.3522W,238,7.8,14.2,106,1017.37,19.03,307.07,23,48,0.811,12.41082,12.5174,12.1798,12.1813,3.9050613,3.91448,33.70299,33.6978,,
8/3/2019,0:08:48,16:08:48,17:08:48,End Transect,,,44,847,3800.7372N,12344.6417W,242,9.5,15.2,106,1017.67,18.19,313.8,23,47,0.498,15.03603,15.128,14.79724,14.7916,4.1144199,4.1255,33.35688,33.3786,,
8/3/2019,1:05:38,17:05:38,18:05:38,Start Transect,,,43,10537,3751.8302N,12338.0503W,76,7,14.8,106,1017.4,17.22,317.97,15,275,0.684,13.90094,13.9971,13.66261,13.6659,4.0134235,4.02197,33.4095,33.4052,,
8/3/2019,2:45:26,18:45:26,19:45:26,UCTD Deployed,,,,24525,3800.4048N,12319.3587W,61,8,13.8,106,1016.2,25.28,305.5,23,268,0.668,12.74607,12.8137,12.43342,12.4301,3.9296046,3.93532,33.63802,33.6323,,
8/3/2019,3:25:48,19:25:48,20:25:48,Break Transect,,,43,32548,3803.8147N,12311.8151W,61,10.6,14.2,106,1015.43,30.31,297.44,19,279,0.636,12.48732,12.5906,12.23969,12.2384,3.9053817,3.91428,33.63743,33.6304,,
8/3/2019,3:54:10,19:54:10,20:54:10,Start Marine Mammal Watch,99,91,,35409,3806.4799N,12309.0447W,307,1.4,14.1,106,1014.98,27.6,303.53,29,354,0.816,12.22749,12.3304,11.98239,11.9815,3.882557,3.89266,33.65086,33.6558,,
8/3/2019,4:23:10,20:23:10,21:23:10,Arrive Station,99,91,,42309,3807.0499N,12310.0044W,285,2,13.9,106,1014.83,28.08,301.7,30,0,0.794,12.25198,12.3498,11.99854,11.9992,3.8856648,3.89525,33.65885,33.6634,,
8/3/2019,4:24:04,20:24:04,21:24:04,Net In Water,99,91,,42403,3807.0630N,12310.0496W,295,3.2,13.8,106,1014.82,28.61,299.81,32,357,0.8,12.24963,12.3504,12.00417,12.0041,3.8855583,3.89518,33.65993,33.6621,,
8/3/2019,4:37:52,20:37:52,21:37:52,Shoot Doors,99,91,,43752,3807.4305N,12310.7955W,299,5.1,13.7,106,1015.06,25.99,311.07,32,2,0.719,12.1792,12.2778,11.92976,11.9296,3.8807354,3.88953,33.67674,33.673,,
8/3/2019,4:41:43,20:41:43,21:41:43,Begin Fishing (EQ),99,91,,44143,3807.5906N,12311.1197W,301,4.7,13.9,106,1014.93,27.2,302.94,32,0,0.723,12.17996,12.2763,11.92717,11.9262,3.8808419,3.88939,33.67708,33.6729,,
8/3/2019,5:26:54,21:26:54,22:26:54,Haul Back,99,91,,52653,3809.0760N,12314.4751W,300,4.2,13.8,106,1014.93,25.93,307.76,29,4,0.624,11.82744,11.9293,11.56284,11.5613,3.8490166,3.85852,33.68657,33.6869,,
8/3/2019,6:09:19,22:09:19,23:09:19,Net on Deck,99,91,,60919,3809.8663N,12316.0466W,253,1.1,14.2,106,1015.06,25.1,301.31,26,3,0.614,11.66723,11.7766,11.41661,11.4164,3.8378735,3.84869,33.72316,33.7295,,
8/3/2019,6:09:20,22:09:20,23:09:20,End Marine Mammal Watch,99,91,,60920,3809.8663N,12316.0469W,253,1.1,14.2,106,1015.06,25.31,305.01,27,5,0.615,11.66723,11.7771,11.41661,11.4164,3.8378735,3.84877,33.72316,33.7298,,
8/3/2019,6:15:26,22:15:26,23:15:26,Depart Station,99,91,,61525,3809.8568N,12316.0693W,44,0.4,14,106,1015.09,25.11,298.22,25,338,0.602,11.67523,11.7847,11.41651,11.4167,3.8386225,3.84917,33.72322,33.7268,,
8/3/2019,6:17:25,22:17:25,23:17:25,Arrive Station,100,,,61724,3809.8729N,12316.0603W,350,0.1,13.9,106,1015.21,23.93,307.84,24,14,0.603,11.66723,11.7809,11.4244,11.4237,3.8378735,3.84933,33.72316,33.7318,,
8/3/2019,6:21:32,22:21:32,23:21:32,CTD IN,100,,,62131,3809.8109N,12316.1176W,220,0.7,14,106,1015.22,26.87,299.86,27,1,0.602,11.6664,11.7794,11.421,11.4221,3.8378735,3.84945,33.72391,33.7344,,
8/3/2019,6:33:06,22:33:06,23:33:06,CTD OUT,100,,,63305,3809.6298N,12316.3464W,217,1.6,13.9,106,1015.12,28.03,303.55,28,22,0.59,11.66563,11.7697,11.40814,11.4088,3.8370149,3.84833,33.7162,33.7322,,
8/3/2019,6:39:16,22:39:16,23:39:16,Bongo IN,100,,,63915,3809.5436N,12316.5013W,261,1.4,14.2,106,1014.87,27.96,304.19,29,4,0.588,11.65443,11.7673,11.41029,11.41,3.8356232,3.84789,33.71276,33.7302,,
