Frequency,R_Quad1,R_Quad2,R_Quad3,R_Quad4,X_Quad1,X_Quad2,X_Quad3,X_Quad4
166950.000,259.987,265.218,276.717,269.842,130.805,135.492,119.948,132.127
167400.000,271.631,276.979,288.739,282.304,127.482,132.353,115.041,128.462
167850.000,287.207,292.335,304.398,299.018,122.143,127.219,107.175,121.956
168300.000,299.953,305.158,317.331,312.537,116.510,121.511,99.301,115.139
168750.000,316.550,321.861,333.529,330.371,107.108,112.349,87.349,104.273
169200.000,329.729,335.127,346.178,344.414,97.752,103.281,75.603,93.397
169650.000,346.340,352.015,361.100,361.510,83.735,89.514,58.057,76.815
170100.000,358.743,364.851,371.856,374.161,69.976,76.132,41.988,60.980
170550.000,372.907,379.439,383.352,387.726,50.287,56.565,19.019,38.371
171000.000,382.831,389.838,390.340,396.669,32.229,39.021,-1.116,18.080
171450.000,392.240,400.081,395.755,404.202,7.668,14.357,-27.722,-9.555
171900.000,397.309,405.789,397.032,407.453,-13.534,-7.029,-50.200,-32.501
172350.000,400.250,409.418,394.552,406.991,-41.062,-34.968,-78.174,-62.275
172800.000,399.440,409.292,389.803,403.637,-63.921,-57.751,-99.919,-85.579
173250.000,394.760,405.180,380.406,395.150,-91.666,-86.238,-126.239,-113.992
173700.000,387.930,398.897,369.837,385.639,-112.929,-108.112,-145.558,-134.730
174150.000,376.461,387.356,354.388,370.673,-137.580,-134.032,-167.517,-158.758
174600.000,364.787,375.833,340.244,356.735,-155.878,-152.630,-182.640,-175.547
175050.000,348.186,359.398,321.302,337.857,-175.743,-173.443,-198.540,-193.576
175500.000,333.511,344.618,305.576,321.950,-189.559,-187.834,-208.969,-205.499
175950.000,314.230,324.929,285.511,301.145,-203.977,-202.839,-219.367,-217.432
176400.000,298.469,309.057,269.731,284.885,-213.226,-212.412,-225.558,-224.935
176850.000,278.523,289.001,250.400,264.611,-222.160,-221.842,-230.986,-231.663
177300.000,263.125,273.261,235.581,249.042,-227.362,-227.508,-233.670,-235.115
177750.000,244.295,254.086,217.954,230.528,-231.833,-232.354,-235.234,-237.824
178200.000,229.948,239.407,204.614,216.415,-233.799,-234.634,-235.347,-238.556
178650.000,213.027,222.010,189.152,199.851,-234.821,-235.846,-234.430,-238.195
179100.000,200.146,208.766,177.579,187.566,-234.676,-235.892,-232.825,-236.989
179550.000,185.151,193.439,164.203,173.269,-233.495,-234.760,-230.194,-234.705
180000.000,174.035,182.134,154.341,162.613,-231.637,-233.085,-227.420,-232.245
