Frequency,R_Quad1,R_Quad2,R_Quad3,R_Quad4,X_Quad1,X_Quad2,X_Quad3,X_Quad4
344700.000,77.780,77.440,78.732,79.743,25.639,23.704,25.502,27.412
345800.000,78.620,78.207,79.643,80.616,25.957,23.927,25.678,27.662
346900.000,79.467,78.991,80.576,81.550,26.142,23.994,25.717,27.806
348000.000,80.370,79.809,81.547,82.498,26.172,23.982,25.641,27.817
349100.000,81.275,80.611,82.498,83.474,26.074,23.808,25.399,27.657
350200.000,82.142,81.425,83.431,84.450,25.832,23.487,25.022,27.364
351300.000,83.016,82.190,84.344,85.408,25.422,22.998,24.479,26.931
352400.000,83.805,82.881,85.139,86.316,24.876,22.363,23.773,26.326
353500.000,84.512,83.459,85.915,87.142,24.195,21.605,22.915,25.567
354600.000,85.140,83.945,86.510,87.875,23.386,20.739,21.936,24.697
355700.000,85.634,84.259,86.957,88.493,22.461,19.753,20.837,23.661
356800.000,85.972,84.478,87.299,88.982,21.449,18.713,19.646,22.527
357900.000,86.188,84.491,87.407,89.291,20.390,17.596,18.402,21.260
359000.000,86.225,84.304,87.363,89.450,19.266,16.481,17.132,19.970
360100.000,86.117,84.015,87.136,89.386,18.127,15.360,15.865,18.610
361200.000,85.844,83.525,86.718,89.139,16.969,14.270,14.614,17.289
362300.000,85.370,82.851,86.116,88.711,15.862,13.249,13.409,15.964
363400.000,84.790,82.073,85.371,88.093,14.850,12.294,12.293,14.743
364500.000,84.064,81.159,84.498,87.351,13.848,11.465,11.296,13.566
365600.000,83.231,80.160,83.518,86.446,12.973,10.738,10.408,12.524
366700.000,82.273,79.054,82.415,85.441,12.204,10.120,9.639,11.593
367800.000,81.222,77.911,81.226,84.315,11.553,9.678,9.017,10.773
368900.000,80.094,76.694,80.021,83.111,10.993,9.289,8.502,10.106
370000.000,78.918,75.476,78.738,81.858,10.554,9.061,8.098,9.560
371100.000,77.705,74.185,77.461,80.557,10.299,8.977,7.928,9.222
372200.000,76.480,72.993,76.153,79.221,10.139,8.969,7.793,8.887
373300.000,75.252,71.751,74.884,77.891,10.108,9.074,7.811,8.763
374400.000,73.972,70.570,73.550,76.600,10.200,9.312,7.981,8.739
375500.000,72.793,69.334,72.351,75.237,10.379,9.677,8.235,8.905
376600.000,71.587,68.187,71.121,73.958,10.680,10.122,8.604,9.152
377700.000,70.416,67.050,69.943,72.695,11.084,10.664,9.095,9.517
378800.000,69.285,65.987,68.821,71.480,11.596,11.298,9.668,10.005
379900.000,68.201,64.972,67.749,70.316,12.213,12.014,10.337,10.572
381000.000,67.178,64.018,66.743,69.226,12.898,12.808,11.092,11.249
382100.000,66.196,63.130,65.803,68.175,13.685,13.670,11.928,11.995
383200.000,65.291,62.304,64.933,67.209,14.543,14.593,12.833,12.846
384300.000,64.457,61.538,64.145,66.325,15.471,15.589,13.809,13.761
385400.000,63.695,60.862,63.432,65.500,16.473,16.621,14.823,14.736
386500.000,63.005,60.248,62.800,64.754,17.526,17.713,15.902,15.768
387600.000,62.395,59.705,62.247,64.085,18.629,18.852,17.027,16.855
388700.000,61.860,59.242,61.756,63.511,19.782,20.024,18.174,18.000
389800.000,61.392,58.853,61.362,62.991,20.958,21.220,19.371,19.174
390900.000,61.006,58.523,61.042,62.554,22.192,22.454,20.599,20.384
392000.000,60.696,58.273,60.799,62.192,23.454,23.710,21.838,21.635
393100.000,60.475,58.105,60.635,61.910,24.740,24.991,23.104,22.917
394200.000,60.319,58.000,60.529,61.708,26.040,26.304,24.396,24.244
395300.000,60.228,57.973,60.517,61.595,27.383,27.622,25.708,25.601
396400.000,60.228,58.004,60.568,61.554,28.755,28.957,27.030,26.968
397500.000,60.321,58.133,60.698,61.599,30.135,30.314,28.379,28.369
398600.000,60.467,58.317,60.895,61.731,31.534,31.689,29.741,29.791
399700.000,60.705,58.568,61.161,61.943,32.954,33.068,31.111,31.233
400800.000,61.005,58.892,61.506,62.234,34.385,34.483,32.513,32.688
401900.000,61.386,59.288,61.925,62.603,35.834,35.891,33.940,34.173
403000.000,61.842,59.743,62.422,63.066,37.309,37.344,35.392,35.677
404100.000,62.381,60.297,63.003,63.620,38.802,38.811,36.872,37.209
405200.000,62.995,60.924,63.681,64.265,40.337,40.315,38.394,38.765
406300.000,63.718,61.645,64.472,65.019,41.902,41.845,39.941,40.356
407400.000,64.537,62.466,65.375,65.895,43.510,43.413,41.533,41.982
408500.000,65.479,63.414,66.417,66.900,45.147,45.020,43.153,43.632
409600.000,66.567,64.496,67.609,68.061,46.822,46.653,44.782,45.297
410700.000,67.803,65.726,68.986,69.399,48.508,48.309,46.420,46.976
411800.000,69.228,67.149,70.554,70.917,50.211,49.955,48.055,48.641
412900.000,70.829,68.732,72.294,72.608,51.899,51.598,49.665,50.273
414000.000,72.633,70.529,74.261,74.509,53.581,53.208,51.205,51.856
415100.000,74.634,72.507,76.415,76.597,55.183,54.766,52.686,53.359
416200.000,76.844,74.676,78.775,78.883,56.730,56.231,54.044,54.781
417300.000,79.263,77.067,81.335,81.354,58.171,57.591,55.273,56.083
418400.000,81.893,79.647,84.081,84.014,59.482,58.825,56.355,57.233
419500.000,84.716,82.397,86.990,86.840,60.654,59.884,57.267,58.256
420600.000,87.725,85.309,90.059,89.841,61.634,60.791,57.999,59.100
421700.000,90.898,88.382,93.275,92.980,62.444,61.499,58.556,59.772
422800.000,94.237,91.573,96.635,96.278,63.042,62.038,58.915,60.281
423900.000,97.709,94.888,100.150,99.745,63.444,62.352,59.068,60.583
425000.000,101.327,98.332,103.803,103.363,63.610,62.482,59.004,60.685
426100.000,105.067,101.886,107.604,107.136,63.578,62.392,58.695,60.554
427200.000,108.945,105.568,111.552,111.087,63.278,62.072,58.128,60.150
428300.000,112.952,109.296,115.662,115.168,62.731,61.498,57.206,59.431
429400.000,117.118,113.250,119.890,119.433,61.872,60.650,55.968,58.414
430500.000,121.323,117.206,124.186,123.720,60.748,59.541,54.344,56.921
431600.000,125.670,121.300,128.537,128.094,59.231,58.078,52.266,55.050
432700.000,130.093,125.460,132.867,132.491,57.315,56.300,49.739,52.714
433800.000,134.526,129.631,137.149,136.805,54.949,54.094,46.698,49.911
434900.000,138.994,133.814,141.339,141.040,52.141,51.469,43.197,46.636
436000.000,143.364,137.801,145.310,145.083,48.854,48.408,39.206,42.919
437100.000,147.602,141.854,148.987,148.892,45.077,44.926,34.746,38.722
438200.000,151.660,145.671,152.424,152.439,40.788,40.936,29.795,34.113
439300.000,155.458,149.335,155.488,155.680,35.968,36.456,24.401,29.044
440400.000,158.917,152.647,158.126,158.559,30.682,31.567,18.579,23.568
441500.000,162.016,155.669,160.207,160.996,24.873,26.110,12.361,17.677
442600.000,164.586,158.182,161.720,162.902,18.608,20.252,5.789,11.421
443700.000,166.561,160.164,162.543,164.225,11.954,14.025,-1.017,4.864
444800.000,167.885,161.552,162.656,164.877,4.974,7.430,-8.013,-1.940
445900.000,168.482,162.188,162.038,164.817,-2.235,0.629,-15.038,-8.821
447000.000,168.270,162.157,160.665,164.050,-9.604,-6.297,-21.983,-15.740
448100.000,167.322,161.347,158.596,162.542,-16.843,-13.191,-28.731,-22.538
449200.000,165.619,159.806,155.797,160.416,-24.000,-20.044,-35.183,-29.125
450300.000,163.156,157.629,152.408,157.635,-30.932,-26.557,-41.267,-35.413
451400.000,160.062,154.781,148.527,154.313,-37.494,-32.892,-46.910,-41.313
452500.000,156.396,151.386,144.159,150.417,-43.666,-38.787,-52.034,-46.716
453600.000,152.167,147.358,139.452,146.168,-49.465,-44.028,-56.715,-51.838
454700.000,147.416,143.098,134.349,141.557,-54.427,-49.132,-60.684,-56.349
455800.000,142.379,138.314,129.065,136.652,-59.026,-53.574,-64.091,-60.306
456900.000,137.063,133.387,123.649,131.584,-63.028,-57.396,-66.908,-63.690
458000.000,131.545,128.188,118.292,126.382,-66.332,-60.714,-69.231,-66.619
459100.000,125.991,122.916,112.821,121.117,-69.076,-63.346,-70.978,-68.937
460200.000,120.405,117.598,107.551,115.818,-71.208,-65.366,-72.087,-70.756
461300.000,114.841,112.376,102.384,110.688,-72.846,-67.041,-72.796,-72.110
462400.000,109.394,107.241,97.452,105.662,-73.971,-68.142,-73.172,-72.955
463500.000,104.161,102.290,92.776,100.818,-74.634,-68.727,-73.230,-73.544
464600.000,99.233,97.619,88.317,96.113,-74.751,-68.934,-72.792,-73.628
465700.000,94.361,93.080,84.143,91.621,-74.719,-68.970,-72.237,-73.446
466800.000,89.825,88.852,80.242,87.502,-74.314,-68.644,-71.444,-73.098
467900.000,85.593,84.915,76.531,83.441,-73.697,-68.097,-70.427,-72.451
469000.000,81.601,81.092,73.106,79.733,-72.834,-67.392,-69.319,-71.637
470100.000,77.839,77.587,69.959,76.266,-71.852,-66.464,-68.192,-70.643
471200.000,74.370,74.213,66.988,72.873,-70.721,-65.389,-66.919,-69.636
472300.000,71.079,71.147,64.196,69.897,-69.456,-64.329,-65.617,-68.420
473400.000,68.083,68.337,61.617,67.038,-68.178,-63.106,-64.233,-67.202
474500.000,65.247,65.692,59.241,64.377,-66.791,-61.876,-62.844,-65.956
475600.000,62.664,63.260,57.006,61.853,-65.353,-60.658,-61.481,-64.671
476700.000,60.244,60.914,54.942,59.581,-63.955,-59.333,-60.100,-63.331
477800.000,57.927,58.805,53.013,57.369,-62.523,-58.080,-58.738,-61.989
478900.000,55.840,56.838,51.205,55.328,-61.093,-56.834,-57.360,-60.696
480000.000,53.880,55.013,49.553,53.466,-59.711,-55.517,-56.071,-59.389
