cruise,vessel_name,date,set,data_type_name,common_name,sequence_number,sample_weight,weight_unit_name,length_unit_name,comment,specimen_number,fish_length,length_type_name,standardLength_mm,forkLength_mm,weight_orig,weightg,sex,maturity
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,26,146,Fork length,,146,32,32,Female,2
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,27,146,Fork length,,146,32,32,Female,2
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,28,146,Fork length,,146,30,30,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,29,146,Fork length,,146,34,34,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,30,154,Fork length,,154,40,40,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,31,154,Fork length,,154,36,36,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,32,145,Fork length,,145,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,33,145,Fork length,,145,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,34,136,Fork length,,136,26,26,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,35,149,Fork length,,149,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,36,145,Fork length,,145,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,37,142,Fork length,,142,28,28,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,38,144,Fork length,,144,30,30,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,39,152,Fork length,,152,36,36,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,40,146,Fork length,,146,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,41,147,Fork length,,147,36,36,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,42,154,Fork length,,154,38,38,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,43,147,Fork length,,147,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,44,146,Fork length,,146,36,36,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,45,147,Fork length,,147,34,34,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,46,145,Fork length,,145,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,47,142,Fork length,,142,30,30,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,48,145,Fork length,,145,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,49,142,Fork length,,142,32,32,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Pacific Herring,5,1678,Grams,Millimeters,Set 1 Fish Number 6 and 21 lost the otoliths.,50,140,Fork length,,140,29,29,Not Sexed,
,Lisa Marie,6/23/2019,1,Research,Starry Flounder,2,,Grams,Centimeters,Set 1,1,27,Fork length,,27,252,252,Female,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,1,72,Fork length,,72,4,4,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,2,59,Fork length,,59,2,2,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,3,56,Fork length,,56,2,2,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,4,65,Fork length,,65,3,3,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,5,61,Fork length,,61,2,2,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,6,56,Fork length,,56,2,2,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,7,57,Fork length,,57,2,2,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,8,60,Fork length,,60,2,2,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,9,54,Fork length,,54,1,1,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,10,56,Fork length,,56,1,1,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,11,57,Fork length,,57,2,2,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,12,55,Fork length,,55,1,1,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Cod,3,,Grams,Millimeters,Set 2,13,59,Fork length,,59,2,2,Unknown,
,Lisa Marie,6/23/2019,2,Research,Pacific Herring,6,187,Grams,Millimeters,Set 2,1,165,Fork length,,165,48,48,Male,2
,Lisa Marie,6/23/2019,2,Research,Pacific Herring,6,187,Grams,Millimeters,Set 2,2,142,Fork length,,142,30,30,Male,2
,Lisa Marie,6/23/2019,2,Research,Pacific Herring,6,187,Grams,Millimeters,Set 2,3,142,Fork length,,142,30,30,Female,2
,Lisa Marie,6/23/2019,2,Research,Pacific Herring,6,187,Grams,Millimeters,Set 2,4,136,Fork length,,136,26,26,Female,2
,Lisa Marie,6/23/2019,2,Research,Pacific Herring,6,187,Grams,Millimeters,Set 2,5,138,Fork length,,138,28,28,Female,2
,Lisa Marie,6/23/2019,2,Research,Pacific Herring,6,187,Grams,Millimeters,Set 2,6,140,Fork length,,140,29,29,Unknown,
,Lisa Marie,6/23/2019,3,Research,Pacific Herring,7,,Grams,Millimeters,Set 3,1,152,Fork length,,152,34,34,Male,2
,Lisa Marie,6/24/2019,1,Research,Northern Anchovy,3,,Grams,Millimeters,Set 1,1,158,Standard length,158,,35,35,Male,3
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,1,165,Fork length,,165,46,46,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,2,147,Fork length,,147,28,28,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,3,177,Fork length,,177,59,59,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,4,162,Fork length,,162,39,39,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,5,175,Fork length,,175,53,53,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,6,145,Fork length,,145,29,29,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,7,176,Fork length,,176,60,60,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,8,156,Fork length,,156,38,38,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,9,188,Fork length,,188,71,71,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,10,143,Fork length,,143,32,32,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,11,147,Fork length,,147,30,30,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,12,181,Fork length,,181,64,64,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,13,157,Fork length,,157,38,38,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,14,181,Fork length,,181,58,58,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,15,180,Fork length,,180,58,58,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,16,148,Fork length,,148,31,31,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,17,178,Fork length,,178,59,59,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,18,140,Fork length,,140,27,27,Male,1
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,19,178,Fork length,,178,62,62,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,20,147,Fork length,,147,32,32,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,21,144,Fork length,,144,28,28,Female,1
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,22,180,Fork length,,180,58,58,Female,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,23,165,Fork length,,165,43,43,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,24,162,Fork length,,162,44,44,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,25,165,Fork length,,165,40,40,Male,2
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,26,164,Fork length,,164,44,44,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,27,185,Fork length,,185,64,64,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,28,167,Fork length,,167,44,44,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,29,153,Fork length,,153,35,35,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,30,149,Fork length,,149,30,30,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,31,170,Fork length,,170,48,48,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,32,146,Fork length,,146,26,26,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,33,150,Fork length,,150,34,34,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,34,149,Fork length,,149,34,34,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,35,151,Fork length,,151,38,38,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,36,172,Fork length,,172,53,53,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,37,156,Fork length,,156,38,38,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,38,171,Fork length,,171,49,49,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,39,149,Fork length,,149,31,31,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,40,150,Fork length,,150,30,30,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,41,172,Fork length,,172,59,59,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,42,151,Fork length,,151,36,36,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,43,169,Fork length,,169,48,48,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,44,162,Fork length,,162,40,40,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,45,161,Fork length,,161,40,40,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,46,161,Fork length,,161,41,41,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,47,171,Fork length,,171,50,50,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,48,158,Fork length,,158,38,38,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,49,165,Fork length,,165,46,46,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Pacific Herring,8,2156,Grams,Millimeters,Set 1,50,160,Fork length,,160,39,39,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Starry Flounder,4,,Grams,Millimeters,Set 1,1,194,Fork length,,194,90,90,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Starry Flounder,4,,Grams,Millimeters,Set 1,2,226,Fork length,,226,132,132,Not Sexed,
,Lisa Marie,6/24/2019,1,Research,Starry Flounder,4,,Grams,Millimeters,Set 1,3,236,Fork length,,236,153,153,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,1,150,Standard length,150,,37,37,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,2,149,Standard length,149,,40,40,Female,4
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,3,139,Standard length,139,,29,29,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,4,133,Standard length,133,,27,27,Female,2
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,5,144,Standard length,144,,37,37,Female,4
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,6,144,Standard length,144,,35,35,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,7,142,Standard length,142,,33,33,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,8,144,Standard length,144,,36,36,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,9,165,Standard length,165,,47,47,Female,4
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,10,152,Standard length,152,,41,41,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,11,156,Standard length,156,,36,36,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,12,141,Standard length,141,,34,34,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,13,140,Standard length,140,,34,34,Female,4
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,14,149,Standard length,149,,38,38,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,15,154,Standard length,154,,41,41,Female,4
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,16,156,Standard length,156,,41,41,Female,4
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,17,142,Standard length,142,,33,33,Male,2
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,18,145,Standard length,145,,34,34,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,19,146,Standard length,146,,37,37,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,20,143,Standard length,143,,38,38,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,21,140,Standard length,140,,32,32,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,22,141,Standard length,141,,32,32,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,23,147,Standard length,147,,39,39,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,24,142,Standard length,142,,37,37,Male,3
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,25,150,Standard length,150,,45,45,Female,4
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,26,148,Standard length,148,,36,36,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,27,136,Standard length,136,,28,28,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,28,152,Standard length,152,,40,40,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,29,142,Standard length,142,,36,36,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,30,145,Standard length,145,,40,40,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,31,156,Standard length,156,,44,44,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,32,150,Standard length,150,,42,42,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,33,164,Standard length,164,,50,50,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,34,150,Standard length,150,,42,42,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,35,148,Standard length,148,,40,40,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,36,148,Standard length,148,,42,42,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,37,147,Standard length,147,,44,44,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,38,139,Standard length,139,,34,34,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,39,155,Standard length,155,,42,42,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,40,147,Standard length,147,,38,38,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,41,144,Standard length,144,,36,36,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,42,159,Standard length,159,,46,46,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,43,136,Standard length,136,,38,38,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,44,133,Standard length,133,,28,28,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,45,144,Standard length,144,,36,36,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,46,155,Standard length,155,,40,40,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,47,146,Standard length,146,,34,34,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,48,141,Standard length,141,,33,33,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,49,140,Standard length,140,,32,32,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Northern Anchovy,2,1862,Grams,Millimeters,Set 2,50,149,Standard length,149,,38,38,Not Sexed,
,Lisa Marie,6/24/2019,2,Research,Starry Flounder,3,,Grams,Millimeters,Set 2,1,165,Fork length,,165,67,67,Female,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,1,195,Fork length,,195,68,68,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,2,148,Fork length,,148,33,33,Female,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,3,185,Fork length,,185,68,68,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,4,137,Fork length,,137,24,24,Male,1
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,5,168,Fork length,,168,46,46,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,6,183,Fork length,,183,63,63,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,7,146,Fork length,,146,31,31,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,8,136,Fork length,,136,23,23,Male,1
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,9,155,Fork length,,155,31,31,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,10,162,Fork length,,162,40,40,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,11,154,Fork length,,154,30,30,Female,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,12,196,Fork length,,196,75,75,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,13,140,Fork length,,140,20,20,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,14,163,Fork length,,163,43,43,Female,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,15,151,Fork length,,151,34,34,Female,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,16,174,Fork length,,174,50,50,Female,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,17,146,Fork length,,146,31,31,Female,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,18,186,Fork length,,186,58,58,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,19,150,Fork length,,150,33,33,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,20,168,Fork length,,168,41,41,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,21,157,Fork length,,157,39,39,Female,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,22,165,Fork length,,165,38,38,Female,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,23,135,Fork length,,135,24,24,Male,1
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,24,160,Fork length,,160,38,38,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,25,172,Fork length,,172,44,44,Male,2
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,26,137,Fork length,,137,26,26,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,27,153,Fork length,,153,33,33,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,28,160,Fork length,,160,41,41,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,29,165,Fork length,,165,42,42,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,30,147,Fork length,,147,28,28,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,31,153,Fork length,,153,33,33,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,32,156,Fork length,,156,30,30,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,33,154,Fork length,,154,32,32,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,34,145,Fork length,,145,30,30,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,35,166,Fork length,,166,43,43,Not Sexed,
,Lisa Marie,6/24/2019,3,Research,Pacific Herring,9,1,Grams,Millimeters,Set 3,36,150,Fork length,,150,30,30,Not Sexed,
