001.1C,32.54487,-117.145
001.2C,31.93421,-118.354
002.1C,32.87068,-117.263
002.2C,32.24266,-118.51
003.1C,33.18518,-117.402
003.2C,32.47169,-118.825
004.1C,33.43287,-117.678
004.101C,33.00269,-118.54
004.102C,33.04716,-118.566
004.103C,33.06297,-118.609
004.104C,33.05139,-118.637
004.105C,33.00567,-118.634
004.106C,32.97522,-118.593
004.2C,32.66933,-119.204
005.1C,33.64311,-118.029
005.101C,33.43611,-118.446
005.102C,33.47133,-118.498
005.103C,33.48385,-118.539
005.104C,33.48409,-118.613
005.105C,33.46571,-118.609
005.106C,33.42726,-118.57
005.107C,33.41188,-118.494
005.2C,32.85594,-119.607
006.1C,33.84213,-118.404
006.101C,33.28947,-119.517
006.102C,33.29969,-119.54
006.103C,33.29978,-119.563
006.104C,33.29606,-119.59
006.105C,33.28259,-119.618
006.106C,33.2633,-119.638
006.107C,33.24775,-119.601
006.2C,33.05582,-119.985
007.1C,34.01346,-118.837
007.2C,33.18209,-120.513
008.1C,34.18645,-119.268
008.101C,34.05111,-119.544
008.102C,34.04128,-119.52
008.103C,34.03099,-119.511
008.104C,34.02182,-119.521
008.105C,33.98835,-119.526
008.106C,33.95454,-119.722
008.107C,33.95747,-119.733
008.2C,33.48544,-120.686
009.1C,34.40746,-119.603
009.101C,34.05251,-120.326
009.102C,34.02207,-120.279
009.103C,34.00631,-120.292
009.104C,34.00058,-120.36
009.105C,34.01849,-120.395
009.2C,33.79694,-120.843
010.1C,34.45766,-120.289
010.2C,34.02964,-121.161
011.1C,34.53766667,-120.6198333
011.2C,34.53766667,-121.328
012.1C,34.78766667,-120.657
012.2C,34.78766667,-121.7751667
013.1C,35.03766667,-120.6843333
013.2C,35.03766667,-121.6528333
014.1C,35.28766667,-120.9055
014.2C,35.28766667,-121.803
015.1C,35.53766667,-121.1075
015.2C,35.53766667,-122.0378333
016.1C,35.78766667,-121.3628333
016.2C,35.78766667,-122.2186667
017.1C,36.03766667,-121.587
017.2C,36.03766667,-122.3083333
018.1C,36.28766667,-121.9005
018.2C,36.28766667,-122.6241667
019.1C,36.53766667,-121.9373333
019.2C,36.53766667,-122.6633333
020.1C,36.78766667,-121.8153333
020.2C,36.78766667,-122.5436667
021.1C,37.03766667,-122.2481667
021.2C,37.03766667,-122.979
022.1C,37.28766667,-122.4505
022.2C,37.28766667,-123.2233333
023.1C,37.53766667,-122.5426667
023.2C,37.53766667,-123.2783333
024.1C,37.78766667,-122.6781667
024.2C,37.78766667,-123.4391667
025.1C,38.03766667,-123.0078333
025.2C,38.03766667,-123.7485
026.1C,38.28766667,-123.0731667
026.2C,38.28766667,-123.8163333
027.1C,38.53766667,-123.296
027.2C,38.53766667,-124.0418333
028.1C,38.78766667,-123.5761667
028.2C,38.78766667,-124.3245
029.1C,39.03766667,-123.7188333
029.2C,39.03766667,-124.4698333
030.1C,39.28766667,-123.8146667
030.2C,39.28766667,-124.5683333
031.1C,39.53766667,-123.7935
031.2C,39.53766667,-124.5498333
032.1C,39.78766667,-123.8665
032.2C,39.78766667,-124.8308333
033.1C,40.03766667,-124.108
033.2C,40.03766667,-125.0601667
034.1C,40.28766667,-124.3765
034.2C,40.28766667,-125.2901667
035.1C,40.53766667,-124.4031667
035.2C,40.53766667,-125.1706667
036.1C,40.78766667,-124.2565
036.2C,40.78766667,-125.027
037.1C,41.03766667,-124.1878333
037.2C,41.03766667,-124.9611667
038.1C,41.28766667,-124.1446667
038.2C,41.28766667,-124.9376667
039.1C,41.53766667,-124.1675
039.2C,41.53766667,-125.0303333
040.1C,41.78766667,-124.3938333
040.2C,41.78766667,-125.1761667
041.1C,42.03766667,-124.3043333
041.2C,42.03766667,-125.1113333
042.1C,42.28766667,-124.4391667
042.2C,42.28766667,-125.2276667
043.1C,42.53766667,-124.4478333
043.2C,42.53766667,-125.2395
044.1C,42.78766667,-124.6235
044.2C,42.78766667,-125.4183333
045.1C,43.03766667,-124.4691667
045.2C,43.03766667,-125.2673333
046.1C,43.28766667,-124.4246667
046.2C,43.28766667,-125.226
047.1C,43.53766667,-124.2741667
047.2C,43.53766667,-125.147
048.1C,43.78766667,-124.206
048.2C,43.78766667,-125.1388333
049.1C,44.03766667,-124.162
049.2C,44.03766667,-125.158
050.1C,44.28766667,-124.1361667
050.2C,44.28766667,-125.171
051.1C,44.53766667,-124.1136667
051.2C,44.53766667,-125.2313333
052.1C,44.78766667,-124.0913333
052.2C,44.78766667,-125.0766667
053.1C,45.03766667,-124.0373333
053.2C,45.03766667,-125.2713333
054.1C,45.28766667,-123.9936667
054.2C,45.28766667,-125.2043333
055.1C,45.53766667,-123.9945
055.2C,45.53766667,-125.2553333
056.1C,45.78766667,-124.006
056.2C,45.78766667,-125.0978333
057.1C,46.03766667,-124.007
057.2C,46.03766667,-125.1861667
058.1C,46.28766667,-124.1683333
058.2C,46.28766667,-125.2263333
059.1C,46.53766667,-124.1565
059.2C,46.53766667,-125.103
060.1C,46.78766667,-124.1853333
060.2C,46.78766667,-125.3241667
061.1C,47.03766667,-124.2678333
061.2C,47.03766667,-125.2098333
062.1C,47.28766667,-124.3598333
062.2C,47.28766667,-125.6838333
063.1C,47.53766667,-124.504
063.2C,47.53766667,-125.9688333
064.1C,47.78766667,-124.6273333
064.2C,47.78766667,-125.8986667
065.1C,48.03766667,-124.7193333
065.2C,48.03766667,-126.0008333
066.1C,48.28766667,-124.7161667
066.2C,48.28766667,-126.3285
067.1C,48.45433333,-124.7416667
067.2C,48.45433333,-126.5356667
