Transect,Waypoint,Latitude,Longitude,Type,Region,Depth
31,031.1C,32.314575,-117.072205,Compulsory,Mexico,-33
31,031.2C,32.057751,-117.58289,Compulsory,Mexico,-1637
33,033.1C,32.544869,-117.14452,Compulsory,S. CA Bight,-16
33,033.2C,31.934213,-118.354151,Compulsory,S. CA Bight,-1211
35,035.1C,32.87068,-117.262719,Compulsory,S. CA Bight,-24
35,035.2C,32.242662,-118.510312,Compulsory,S. CA Bight,-1616
37,037.1C,33.185182,-117.402079,Compulsory,S. CA Bight,-14
37,037.2C,32.471687,-118.825129,Compulsory,S. CA Bight,-1329
39,039.1C,33.432868,-117.677787,Compulsory,S. CA Bight,-20
39,039.102C,33.009656,-118.52481,Compulsory,S. CA Bight,-140
39,039.103C,33.047158,-118.566166,Compulsory,S. CA Bight,-334
39,039.104C,33.062971,-118.609391,Compulsory,S. CA Bight,-118
39,039.105C,33.051389,-118.636661,Compulsory,S. CA Bight,-67
39,039.106C,33.005671,-118.634193,Compulsory,S. CA Bight,-106
39,039.107C,32.970971,-118.605283,Compulsory,S. CA Bight,-86
39,039.2C,32.669326,-119.204025,Compulsory,S. CA Bight,-261
41,041.1C,33.643108,-118.028968,Compulsory,S. CA Bight,-22
41,041.102C,33.441541,-118.438799,Compulsory,S. CA Bight,-59
41,041.103C,33.471333,-118.497675,Compulsory,S. CA Bight,-93
41,041.104C,33.483853,-118.53873,Compulsory,S. CA Bight,-134
41,041.105C,33.484091,-118.613084,Compulsory,S. CA Bight,-145
41,041.106C,33.465708,-118.609095,Compulsory,S. CA Bight,-92
41,041.107C,33.422612,-118.5882,Compulsory,S. CA Bight,-479
41,041.108C,33.387541,-118.548025,Compulsory,S. CA Bight,-460
41,041.2C,32.855937,-119.60679,Compulsory,S. CA Bight,-1174
43,043.1C,33.842125,-118.403869,Compulsory,S. CA Bight,-14
43,043.102C,33.298936,-119.497892,Compulsory,S. CA Bight,-57
43,043.103C,33.299689,-119.540069,Compulsory,S. CA Bight,-43
43,043.104C,33.299784,-119.563038,Compulsory,S. CA Bight,-33
43,043.105C,33.29606,-119.590329,Compulsory,S. CA Bight,-32
43,043.106C,33.28259,-119.617503,Compulsory,S. CA Bight,-27
43,043.107C,33.2633,-119.638422,Compulsory,S. CA Bight,-32
43,043.108C,33.238646,-119.622956,Compulsory,S. CA Bight,-222
43,043.2C,33.055824,-119.984804,Compulsory,S. CA Bight,-868
45,045.1C,34.013455,-118.836644,Compulsory,S. CA Bight,-11
45,045.2C,33.182088,-120.513091,Compulsory,S. CA Bight,-1305
47,047.1C,34.186448,-119.268208,Compulsory,S. CA Bight,-16
47,047.102C,34.05527,-119.536496,Compulsory,S. CA Bight,-70
47,047.103C,34.041282,-119.520485,Compulsory,S. CA Bight,-33
47,047.104C,34.030991,-119.511182,Compulsory,S. CA Bight,-33
47,047.105C,34.021823,-119.521276,Compulsory,S. CA Bight,-42
47,047.106C,33.988348,-119.525688,Compulsory,S. CA Bight,-43
47,047.107C,33.954535,-119.72242,Compulsory,S. CA Bight,-58
47,047.108C,33.957467,-119.733308,Compulsory,S. CA Bight,-55
47,047.2C,33.485435,-120.685961,Compulsory,S. CA Bight,-1749
49,049.1C,34.407464,-119.603464,Compulsory,S. CA Bight,-26
49,049.102C,34.061253,-120.311375,Compulsory,S. CA Bight,-36
49,049.103C,34.022071,-120.278643,Compulsory,S. CA Bight,-34
49,049.104C,34.006311,-120.291978,Compulsory,S. CA Bight,-36
49,049.105C,34.000579,-120.35951,Compulsory,S. CA Bight,-64
49,049.106C,34.01849,-120.395212,Compulsory,S. CA Bight,-47
49,049.2C,33.796936,-120.842875,Compulsory,S. CA Bight,-2058
51,051.1C,34.457656,-120.289401,Compulsory,S. CA Bight,-23
51,051.2C,34.029641,-121.160672,Compulsory,S. CA Bight,-2021
53,053.1C,34.680974,-120.62577,Compulsory,S. CA Bight,-13
53,053.2C,34.356317,-121.288118,Compulsory,S. CA Bight,-2068
55,055.1C,35.057477,-120.648571,Compulsory,Central CA,-20
55,055.2C,34.593848,-121.598504,Compulsory,Central CA,-1805
57,057.1C,35.333157,-120.879206,Compulsory,Central CA,-29
57,057.2C,34.893411,-121.782926,Compulsory,Central CA,-1603
59,059.1C,35.591251,-121.146991,Compulsory,Central CA,-34
59,059.2C,35.244473,-121.861872,Compulsory,Central CA,-1753
61,061.1C,35.846327,-121.422013,Compulsory,Central CA,-35
61,061.2C,35.528983,-122.07852,Compulsory,Central CA,-1790
63,063.1C,36.12283,-121.654024,Compulsory,Central CA,-37
63,063.2C,35.819765,-122.283092,Compulsory,Central CA,-2266
65,065.1C,36.385258,-121.916395,Compulsory,Central CA,-42
65,065.2C,36.08263,-122.546678,Compulsory,Central CA,-3226
67,067.1C,36.822575,-121.814044,Compulsory,Central CA,-14
67,067.2C,36.502557,-122.483322,Compulsory,Central CA,-2539
69,069.1C,37.012765,-122.228469,Compulsory,Central CA,-9
69,069.2C,36.71118,-122.860218,Compulsory,Central CA,-2793
71,071.1C,37.306432,-122.430289,Compulsory,Central CA,-22
71,071.2C,36.991906,-123.091301,Compulsory,Central CA,-2441
73,073.1C,37.659332,-122.504961,Compulsory,Central CA,-9
73,073.2C,37.265434,-123.336767,Compulsory,Central CA,-1930
75,075.1C,37.925837,-122.763567,Compulsory,Central CA,-9
75,075.2C,37.604207,-123.445174,Compulsory,Central CA,-2399
77,077.1C,38.208862,-122.988339,Compulsory,Central CA,-4
77,077.2C,37.907059,-123.627415,Compulsory,Central CA,-2580
79,079.1C,38.486102,-123.226956,Compulsory,Central CA,3
79,079.2C,38.179299,-123.881403,Compulsory,Central CA,-3355
81,081.1C,38.737587,-123.521067,Compulsory,Central CA,1
81,081.2C,38.432618,-124.174405,Compulsory,Central CA,-3580
83,083.1C,39.040227,-123.70677,Compulsory,Central CA,-15
83,083.2C,38.739054,-124.354802,Compulsory,Central CA,-3327
85,085.1C,39.372317,-123.830719,Compulsory,Central CA,4
85,085.2C,39.072468,-124.480708,Compulsory,Central CA,-3324
87,087.1C,39.751328,-123.851996,Compulsory,Central CA,-30
87,087.2C,39.443662,-124.519229,Compulsory,Central CA,-2620
89,089.1C,40.031414,-124.089172,Compulsory,Central CA,-17
89,089.2C,39.68144,-124.850559,Compulsory,Central CA,-1988
91,091.1C,40.289497,-124.375135,Compulsory,Central CA,-18
91,091.2C,39.941976,-125.134164,Compulsory,Central CA,-1886
93,093.1C,40.459145,-124.438542,Compulsory,Central CA,-26
93,093.2C,40.457666,-125.261563,Compulsory,Central CA,-2670
94,094.1C,40.624654,-124.346012,Compulsory,Central CA,-16
94,094.2C,40.623123,-125.144899,Compulsory,Central CA,-2731
95,095.1C,40.790329,-124.229775,Compulsory,Central CA,-6
95,095.2C,40.788628,-125.034801,Compulsory,Central CA,-2820
96,096.1C,40.955927,-124.15906,Compulsory,Central CA,-18
96,096.2C,40.95403,-124.997216,Compulsory,Central CA,-3021
97,097.1C,41.121348,-124.187721,Compulsory,Central CA,-30
97,097.2C,41.119443,-124.971439,Compulsory,Central CA,-2431
98,098.1C,41.287063,-124.126342,Compulsory,Central CA,-16
98,098.2C,41.284756,-124.998634,Compulsory,Central CA,-1923
99,099.1C,41.452679,-124.092837,Compulsory,Central CA,-17
99,099.2C,41.450083,-125.028877,Compulsory,Central CA,-1606
100,100.1C,41.618138,-124.131231,Compulsory,Central CA,-1
100,100.2C,41.615394,-125.072774,Compulsory,Central CA,-1587
101,101.1C,41.783227,-124.308782,Compulsory,Central CA,-3
101,101.2C,41.78073,-125.114941,Compulsory,Central CA,-1618
102,102.1C,41.949044,-124.240127,Compulsory,Central CA,-16
102,102.2C,41.946142,-125.140784,Compulsory,Central CA,-1690
103,103.1C,42.114298,-124.368846,Compulsory,WA/OR,-24
103,103.2C,42.111571,-125.170454,Compulsory,WA/OR,-2164
104,104.1C,42.279791,-124.423307,Compulsory,WA/OR,-8
104,104.2C,42.276915,-125.232334,Compulsory,WA/OR,-3064
105,105.1C,42.445255,-124.494218,Compulsory,WA/OR,-6
105,105.2C,42.442292,-125.290992,Compulsory,WA/OR,-3091
106,106.1C,42.611316,-124.415584,Compulsory,WA/OR,0
106,106.2C,42.607822,-125.316736,Compulsory,WA/OR,-3087
107,107.1C,42.776627,-124.541139,Compulsory,WA/OR,-9
107,107.102C,42.776388,-124.582192,Compulsory,WA/OR,-24
107,107.103C,42.761977,-124.604083,Compulsory,WA/OR,-43
107,107.104C,42.766177,-124.614317,Compulsory,WA/OR,-43
107,107.105C,42.776484,-124.618073,Compulsory,WA/OR,-42
107,107.2C,42.773157,-125.415079,Compulsory,WA/OR,-3079
108,108.1C,42.942664,-124.507122,Compulsory,WA/OR,-22
108,108.2C,42.939172,-125.325536,Compulsory,WA/OR,-3080
109,109.1C,43.108745,-124.452549,Compulsory,WA/OR,-15
109,109.2C,43.105228,-125.258563,Compulsory,WA/OR,-2759
110,110.1C,43.274929,-124.407343,Compulsory,WA/OR,-11
110,110.2C,43.271075,-125.25363,Compulsory,WA/OR,-2031
111,111.1C,43.441395,-124.302776,Compulsory,WA/OR,-9
111,111.2C,43.436866,-125.272158,Compulsory,WA/OR,-1869
112,112.1C,43.60784,-124.238524,Compulsory,WA/OR,-9
112,112.2C,43.602761,-125.279095,Compulsory,WA/OR,-1909
113,113.1C,43.774133,-124.198589,Compulsory,WA/OR,-2
113,113.2C,43.768587,-125.310734,Compulsory,WA/OR,-1822
114,114.1C,43.940506,-124.169622,Compulsory,WA/OR,-20
114,114.2C,43.934698,-125.296227,Compulsory,WA/OR,-1960
115,115.1C,44.106927,-124.147004,Compulsory,WA/OR,-4
115,115.2C,44.101041,-125.250236,Compulsory,WA/OR,-1869
116,116.1C,44.273296,-124.1297,Compulsory,WA/OR,-2
116,116.2C,44.267201,-125.251664,Compulsory,WA/OR,-2477
117,117.1C,44.439919,-124.103153,Compulsory,WA/OR,-9
117,117.2C,44.433319,-125.271634,Compulsory,WA/OR,-1958
118,118.1C,44.606443,-124.094585,Compulsory,WA/OR,-11
118,118.2C,44.599821,-125.235642,Compulsory,WA/OR,-2212
119,119.1C,44.77311,-124.082117,Compulsory,WA/OR,5
119,119.2C,44.76576,-125.307338,Compulsory,WA/OR,-1885
120,120.1C,44.939881,-124.046089,Compulsory,WA/OR,-6
120,120.2C,44.93211,-125.31967,Compulsory,WA/OR,-1976
121,121.1C,45.106858,-124.009404,Compulsory,WA/OR,-14
121,121.2C,45.098688,-125.306294,Compulsory,WA/OR,-1876
122,122.1C,45.273758,-123.9874,Compulsory,WA/OR,-20
122,122.2C,45.265427,-125.280118,Compulsory,WA/OR,-2026
123,123.1C,45.440647,-123.983333,Compulsory,WA/OR,-21
123,123.2C,45.43162,-125.349478,Compulsory,WA/OR,-1978
124,124.1C,45.607711,-123.964083,Compulsory,WA/OR,-1
124,124.2C,45.598803,-125.280536,Compulsory,WA/OR,-1852
125,125.1C,45.774505,-123.998255,Compulsory,WA/OR,-13
125,125.2C,45.765988,-125.226273,Compulsory,WA/OR,-1701
126,126.1C,45.9415,-124.00973,Compulsory,WA/OR,-21
126,126.2C,45.931797,-125.380126,Compulsory,WA/OR,-1857
127,127.1C,46.10876,-123.994675,Compulsory,WA/OR,-18
127,127.2C,46.098086,-125.472599,Compulsory,WA/OR,-1907
128,128.1C,46.274848,-124.160327,Compulsory,WA/OR,-19
128,128.2C,46.266045,-125.347371,Compulsory,WA/OR,-1724
129,129.1C,46.442574,-124.107114,Compulsory,WA/OR,-16
129,129.2C,46.434879,-125.1236,Compulsory,WA/OR,-2020
130,130.1C,46.609782,-124.139725,Compulsory,WA/OR,-17
130,130.2C,46.600876,-125.28813,Compulsory,WA/OR,-1886
131,131.1C,46.777166,-124.153009,Compulsory,WA/OR,-18
131,131.2C,46.767845,-125.334421,Compulsory,WA/OR,-1840
132,132.1C,46.944043,-124.243508,Compulsory,WA/OR,-17
132,132.2C,46.935187,-125.344651,Compulsory,WA/OR,-1890
133,133.1C,47.111767,-124.240899,Compulsory,WA/OR,-15
133,133.2C,47.098003,-125.917761,Compulsory,WA/OR,-1893
134,134.1C,47.279039,-124.307414,Compulsory,WA/OR,-17
134,134.2C,47.264682,-126.019342,Compulsory,WA/OR,-1912
135,135.1C,47.445982,-124.414882,Compulsory,WA/OR,-18
135,135.2C,47.43113,-126.156263,Compulsory,WA/OR,-1856
136,136.1C,47.613561,-124.462679,Compulsory,WA/OR,-20
136,136.2C,47.598459,-126.198987,Compulsory,WA/OR,-1897
137,137.1C,47.781,-124.530873,Compulsory,WA/OR,-22
137,137.2C,47.765322,-126.304999,Compulsory,WA/OR,-1841
138,138.1C,47.947729,-124.695689,Compulsory,WA/OR,-26
138,138.2C,47.932705,-126.361832,Compulsory,WA/OR,-1814
139,139.1C,48.115571,-124.73984,Compulsory,WA/OR,-25
139,139.2C,48.10027,-126.409204,Compulsory,WA/OR,-1893
140,140.1C,48.284318,-124.70086,Compulsory,WA/OR,-22
140,140.2C,48.267308,-126.523816,Compulsory,WA/OR,-2166
141,141.1C,48.4525,-124.734346,Compulsory,WA/OR,-249
141,141.2C,48.43326,-126.76145,Compulsory,WA/OR,-2001
143,143.1C,48.72009,-125.120832,Compulsory,Vancouver Is.,-14
143,143.1C,48.72009,-125.120832,Compulsory,Vancouver Is.,-14
143,143.2C,48.529878,-125.362259,Compulsory,Vancouver Is.,-131
143,143.2C,48.529878,-125.362259,Compulsory,Vancouver Is.,-131
145,145.1C,48.898239,-125.54107,Compulsory,Vancouver Is.,-18
145,145.2C,48.523642,-126.01927,Compulsory,Vancouver Is.,-144
147,147.1C,49.101912,-125.930941,Compulsory,Vancouver Is.,-3
147,147.2C,48.51737,-126.680035,Compulsory,Vancouver Is.,-1589
149,149.1C,49.327334,-126.295508,Compulsory,Vancouver Is.,-6
149,149.2C,48.727224,-127.066732,Compulsory,Vancouver Is.,-1971
151,151.1C,49.560582,-126.650023,Compulsory,Vancouver Is.,-2
151,151.2C,49.021346,-127.346046,Compulsory,Vancouver Is.,-2058
153,153.1C,49.795039,-127.00417,Compulsory,Vancouver Is.,-2
153,153.2C,49.226232,-127.741477,Compulsory,Vancouver Is.,-2498
155,155.1C,49.994963,-127.404331,Compulsory,Vancouver Is.,-3
155,155.2C,49.515584,-128.028363,Compulsory,Vancouver Is.,-2406
157,157.1C,50.105289,-127.92305,Compulsory,Vancouver Is.,-10
157,157.2C,49.656211,-128.511541,Compulsory,Vancouver Is.,-2285
159,159.1C,50.465246,-128.11644,Compulsory,Vancouver Is.,-11
159,159.2C,49.990677,-128.739506,Compulsory,Vancouver Is.,-2065
1,001.1N,32.547675,-117.138806,Nearshore,S. CA Bight,-16
1,001.2N,32.504447,-117.225069,Nearshore,S. CA Bight,-52
2,002.1N,32.633319,-117.159281,Nearshore,S. CA Bight,-16
2,002.2N,32.589445,-117.246241,Nearshore,S. CA Bight,-48
3,003.1N,32.680528,-117.257635,Nearshore,S. CA Bight,-14
3,003.2N,32.637183,-117.343946,Nearshore,S. CA Bight,-180
4,004.1N,32.776257,-117.257695,Nearshore,S. CA Bight,-16
4,004.2N,32.733092,-117.343751,Nearshore,S. CA Bight,-104
5,005.1N,32.872625,-117.258965,Nearshore,S. CA Bight,-24
5,005.2N,32.829045,-117.345817,Nearshore,S. CA Bight,-95
6,006.1N,32.955829,-117.282189,Nearshore,S. CA Bight,-24
6,006.2N,32.911888,-117.370086,Nearshore,S. CA Bight,-516
7,007.1N,33.043303,-117.302289,Nearshore,S. CA Bight,-10
7,007.2N,32.999847,-117.389472,Nearshore,S. CA Bight,-533
8,008.1N,33.121633,-117.336579,Nearshore,S. CA Bight,-8
8,008.2N,33.077797,-117.422361,Nearshore,S. CA Bight,-471
9,009.1N,33.190214,-117.391869,Nearshore,S. CA Bight,-14
9,009.2N,33.146941,-117.478759,Nearshore,S. CA Bight,-404
10,010.1N,33.258861,-117.447877,Nearshore,S. CA Bight,-12
10,010.2N,33.214873,-117.535516,Nearshore,S. CA Bight,-377
11,011.1N,33.324646,-117.510182,Nearshore,S. CA Bight,-12
11,011.2N,33.277251,-117.605008,Nearshore,S. CA Bight,-397
12,012.1N,33.378459,-117.591473,Nearshore,S. CA Bight,-15
12,012.2N,33.334047,-117.680023,Nearshore,S. CA Bight,-535
13,013.1N,33.439848,-117.663439,Nearshore,S. CA Bight,-13
13,013.2N,33.392378,-117.758998,Nearshore,S. CA Bight,-686
14,014.1N,33.49406,-117.746984,Nearshore,S. CA Bight,-40
14,014.2N,33.450599,-117.834177,Nearshore,S. CA Bight,-632
15,015.1N,33.553464,-117.822637,Nearshore,S. CA Bight,-69
15,015.2N,33.509763,-117.910169,Nearshore,S. CA Bight,-505
16,016.1N,33.598317,-117.924494,Nearshore,S. CA Bight,-15
16,016.2N,33.554386,-118.012347,Nearshore,S. CA Bight,-284
17,017.1N,33.65062,-118.013783,Nearshore,S. CA Bight,-11
17,017.2N,33.606922,-118.102272,Nearshore,S. CA Bight,-54
18,018.1N,33.714236,-118.079496,Nearshore,S. CA Bight,-7
18,018.2N,33.670381,-118.167649,Nearshore,S. CA Bight,-28
19,019.1N,33.701494,-118.299112,Nearshore,S. CA Bight,-21
19,019.2N,33.657926,-118.38692,Nearshore,S. CA Bight,-824
20,020.1N,33.739419,-118.416032,Nearshore,S. CA Bight,-47
20,020.2N,33.695861,-118.502791,Nearshore,S. CA Bight,-812
21,021.1N,33.843112,-118.401921,Nearshore,S. CA Bight,-14
21,021.2N,33.79976,-118.489366,Nearshore,S. CA Bight,-146
22,022.1N,33.917877,-118.445736,Nearshore,S. CA Bight,-17
22,022.2N,33.874071,-118.533354,Nearshore,S. CA Bight,-72
23,023.1N,33.992884,-118.489332,Nearshore,S. CA Bight,-10
23,023.2N,33.949484,-118.577353,Nearshore,S. CA Bight,-156
24,024.1N,34.034335,-118.600127,Nearshore,S. CA Bight,-13
24,024.2N,33.990367,-118.688175,Nearshore,S. CA Bight,-114
25,025.1N,34.016138,-118.831257,Nearshore,S. CA Bight,-11
25,025.2N,33.972619,-118.919627,Nearshore,S. CA Bight,-535
26,026.1N,34.044701,-118.96752,Nearshore,S. CA Bight,-51
26,026.2N,34.000925,-119.055498,Nearshore,S. CA Bight,-99
27,027.1N,34.088173,-119.075645,Nearshore,S. CA Bight,-34
27,027.2N,34.04539,-119.16251,Nearshore,S. CA Bight,-357
28,028.1N,34.131565,-119.183833,Nearshore,S. CA Bight,-6
28,028.2N,34.088446,-119.270889,Nearshore,S. CA Bight,-216
29,029.1N,34.193516,-119.25356,Nearshore,S. CA Bight,-12
29,029.2N,34.150346,-119.34181,Nearshore,S. CA Bight,-37
30,030.1N,34.270194,-119.295196,Nearshore,S. CA Bight,-9
30,030.2N,34.226504,-119.384249,Nearshore,S. CA Bight,-28
31,031.1N,34.316815,-119.395822,Nearshore,S. CA Bight,-14
31,031.2N,34.273745,-119.483634,Nearshore,S. CA Bight,-65
32,032.1N,34.370225,-119.482235,Nearshore,S. CA Bight,-17
32,032.2N,34.327102,-119.569635,Nearshore,S. CA Bight,-67
33,033.1N,34.412854,-119.592427,Nearshore,S. CA Bight,-26
33,033.2N,34.3694,-119.681132,Nearshore,S. CA Bight,-56
34,034.1N,34.404863,-119.806845,Nearshore,S. CA Bight,-34
34,034.2N,34.360571,-119.897148,Nearshore,S. CA Bight,-380
35,035.1N,34.426774,-119.958461,Nearshore,S. CA Bight,-46
35,035.2N,34.383389,-120.047094,Nearshore,S. CA Bight,-249
36,036.1N,34.455449,-120.097782,Nearshore,S. CA Bight,-48
36,036.2N,34.411047,-120.187961,Nearshore,S. CA Bight,-234
37,037.1N,34.460304,-120.284099,Nearshore,S. CA Bight,-23
37,037.2N,34.41645,-120.373657,Nearshore,S. CA Bight,-57
38,038.1N,34.45814,-120.481614,Nearshore,S. CA Bight,-24
38,038.2N,34.41436,-120.570772,Nearshore,S. CA Bight,-196
39,039.1N,34.529767,-120.538061,Nearshore,S. CA Bight,-32
39,039.2N,34.486365,-120.62648,Nearshore,S. CA Bight,-93
40,040.1N,34.570523,-120.649935,Nearshore,S. CA Bight,-18
40,040.2N,34.526818,-120.738837,Nearshore,S. CA Bight,-139
41,041.1N,34.685702,-120.616167,Nearshore,S. CA Bight,-13
41,041.2N,34.642844,-120.703724,Nearshore,S. CA Bight,-55
42,042.1N,34.769612,-120.637607,Nearshore,Central CA,-2
42,042.2N,34.725912,-120.726858,Nearshore,Central CA,-59
43,043.1N,34.870637,-120.634238,Nearshore,Central CA,-18
43,043.2N,34.827565,-120.722514,Nearshore,Central CA,-58
44,044.1N,34.953801,-120.660445,Nearshore,Central CA,-13
44,044.2N,34.909532,-120.750383,Nearshore,Central CA,-71
45,045.1N,35.061898,-120.639534,Nearshore,Central CA,-2
45,045.2N,35.017969,-120.729813,Nearshore,Central CA,-56
46,046.1N,35.146826,-120.663086,Nearshore,Central CA,-19
46,046.2N,35.102778,-120.753459,Nearshore,Central CA,-51
47,047.1N,35.176206,-120.803097,Nearshore,Central CA,-22
47,047.2N,35.132803,-120.892481,Nearshore,Central CA,-116
48,048.1N,35.23111,-120.888641,Nearshore,Central CA,-39
48,048.2N,35.18729,-120.977386,Nearshore,Central CA,-258
49,049.1N,35.335118,-120.875205,Nearshore,Central CA,-1
49,049.2N,35.292144,-120.963719,Nearshore,Central CA,-97
50,050.1N,35.425051,-120.888961,Nearshore,Central CA,-8
50,050.2N,35.380764,-120.980232,Nearshore,Central CA,-97
51,051.1N,35.462143,-121.013004,Nearshore,Central CA,-42
51,051.2N,35.419292,-121.10124,Nearshore,Central CA,-251
52,052.1N,35.522512,-121.087245,Nearshore,Central CA,-33
52,052.2N,35.479398,-121.175859,Nearshore,Central CA,-289
53,053.1N,35.593593,-121.142185,Nearshore,Central CA,-18
53,053.2N,35.549836,-121.232555,Nearshore,Central CA,-210
54,054.1N,35.643344,-121.240063,Nearshore,Central CA,-26
54,054.2N,35.59822,-121.330636,Nearshore,Central CA,-303
55,055.1N,35.702336,-121.317904,Nearshore,Central CA,-23
55,055.2N,35.659605,-121.40626,Nearshore,Central CA,-348
56,056.1N,35.784944,-121.348674,Nearshore,Central CA,-24
56,056.2N,35.740536,-121.438458,Nearshore,Central CA,-208
