001.1UCTD,32.50585,-117.198
001.2UCTD,32.33501,-117.536
001.3UCTD,32.16417,-117.874
001.4UCTD,31.99333,-118.213
002.1UCTD,32.62945,-117.499
002.2UCTD,32.45857,-117.838
002.3UCTD,32.28769,-118.178
003.1UCTD,32.97618,-117.358
003.2UCTD,32.80521,-117.698
003.3UCTD,32.63423,-118.038
003.4UCTD,32.46326,-118.378
004.1UCTD,33.10166,-117.657
004.2UCTD,32.93071,-117.998
004.3UCTD,32.75977,-118.338
004.4UCTD,32.58883,-118.679
005.1UCTD,33.36361,-117.684
005.2UCTD,33.19271,-118.026
005.3UCTD,33.0218,-118.367
005.4UCTD,32.85089,-118.708
005.5UCTD,32.67999,-119.049
006.1UCTD,33.44172,-118.079
006.2UCTD,33.27085,-118.421
006.3UCTD,33.09998,-118.763
006.4UCTD,32.9291,-119.105
007.1UCTD,33.67921,-118.156
007.2UCTD,33.50841,-118.499
007.3UCTD,33.33761,-118.841
007.4UCTD,33.16681,-119.184
007.5UCTD,32.99601,-119.526
008.1UCTD,33.71596,-118.636
008.2UCTD,33.54523,-118.979
008.3UCTD,33.3745,-119.322
008.4UCTD,33.20377,-119.665
009.1UCTD,33.99369,-118.633
009.2UCTD,33.82305,-118.976
009.3UCTD,33.6524,-119.32
009.4UCTD,33.48176,-119.664
009.5UCTD,33.31112,-120.007
009.6UCTD,33.14047,-120.351
010.1UCTD,33.94959,-119.279
010.2UCTD,33.77905,-119.623
010.3UCTD,33.6085,-119.967
010.4UCTD,33.43796,-120.311
011.1UCTD,34.19394,-119.344
011.2UCTD,34.02339,-119.688
011.3UCTD,33.85284,-120.033
011.4UCTD,33.68229,-120.378
012.1UCTD,34.26184,-119.766
012.2UCTD,34.09129,-120.112
012.3UCTD,33.92073,-120.457
012.4UCTD,33.75018,-120.803
013.1UCTD,34.4016,-120.044
013.2UCTD,34.23115,-120.39
013.3UCTD,34.06071,-120.737
014.1UCTD,34.34392,-120.725
014.2UCTD,34.17356,-121.072
015.1UCTD,34.57491,-120.714
015.2UCTD,34.40451,-121.062
016.1UCTD,34.87188,-120.894
016.2UCTD,34.70139,-121.242
017.1UCTD,35.21684,-120.975
017.2UCTD,35.04635,-121.325
017.3UCTD,34.87587,-121.675
018.1UCTD,35.41939,-121.35
018.2UCTD,35.24881,-121.701
019.1UCTD,35.76174,-121.438
019.2UCTD,35.59114,-121.79
020.1UCTD,35.94273,-121.86
020.2UCTD,35.77211,-122.214
021.1UCTD,36.27113,-121.979
021.2UCTD,36.10054,-122.333
022.1UCTD,36.61447,-122.066
022.2UCTD,36.44362,-122.422
023.1UCTD,36.92955,-122.213
023.2UCTD,36.75874,-122.57
024.1UCTD,37.09727,-122.669
024.2UCTD,36.92648,-123.028
025.1UCTD,37.51868,-122.594
025.2UCTD,37.34781,-122.954
026.1UCTD,37.76265,-122.895
026.2UCTD,37.59126,-123.256
027.1UCTD,38.07957,-123.039
027.2UCTD,37.90857,-123.402
028.1UCTD,38.30315,-123.384
028.2UCTD,38.1321,-123.748
