id,line,station,long,lat,order,corestation,scoosstation
153.3 040.0,153.3,40,-111.6444903,22.12073425,NA,FALSE,FALSE
153.3 050.0,153.3,50,-112.2633544,21.78740091,NA,FALSE,FALSE
153.3 060.0,153.3,60,-112.8807643,21.45406758,NA,FALSE,FALSE
153.3 070.0,153.3,70,-113.4967477,21.12073425,NA,FALSE,FALSE
153.3 080.0,153.3,80,-114.111332,20.78740091,NA,FALSE,FALSE
153.3 090.0,153.3,90,-114.7245444,20.45406758,NA,FALSE,FALSE
156.7 010.0,156.7,10,-109.4294572,22.53183697,NA,FALSE,FALSE
156.7 020.0,156.7,20,-110.0501536,22.19850364,NA,FALSE,FALSE
156.7 030.0,156.7,30,-110.669361,21.86517031,NA,FALSE,FALSE
156.7 040.0,156.7,40,-111.2871077,21.53183697,NA,FALSE,FALSE
156.7 050.0,156.7,50,-111.9034214,21.19850364,NA,FALSE,FALSE
156.7 060.0,156.7,60,-112.5183297,20.86517031,NA,FALSE,FALSE
156.7 070.0,156.7,70,-113.1318598,20.53183697,NA,FALSE,FALSE
156.7 080.0,156.7,80,-113.7440387,20.19850364,NA,FALSE,FALSE
156.7 090.0,156.7,90,-114.3548931,19.86517031,NA,FALSE,FALSE
93.4 26.4,93.4,26.4,-117.2736023,32.94905192,NA,FALSE,TRUE
91.7 26.4,91.7,26.4,-117.4654522,33.24350056,NA,FALSE,TRUE
90.0 27.7,90,27.7,-117.7474411,33.49461586,NA,FALSE,TRUE
88.5 30.1,88.5,30.1,-118.0837231,33.67442348,NA,FALSE,TRUE
86.8 32.5,86.8,32.5,-118.4442611,33.88887212,NA,FALSE,TRUE
85.4 35.8,85.4,35.8,-118.8341533,34.02135923,NA,FALSE,TRUE
83.3 39.4,83.3,39.4,-119.3278293,34.2650899,NA,FALSE,TRUE
81.7 43.5,81.7,43.5,-119.8003834,34.40555136,NA,FALSE,TRUE
80.0 50.5,80,50.5,-120.489062,34.46666667,NA,FALSE,TRUE
