Transect,Waypoint,Latitude,Longitude,Type,Region,Depth
128,128.2A,39.967199,-125.159144,Saildrone,Central CA,-1943
130,130.1A,40.467919,-124.535375,Saildrone,Central CA,-69
130,130.2A,40.466159,-125.321346,Saildrone,Central CA,-2717
132,132.1A,40.80114,-124.311299,Saildrone,Central CA,-58
132,132.2A,40.800016,-125.10098,Saildrone,Central CA,-2861
134,134.1A,41.130847,-124.226513,Saildrone,Central CA,-59
134,134.2A,41.129074,-125.006269,Saildrone,Central CA,-2948
136,136.1A,41.462283,-124.185457,Saildrone,Central CA,-52
136,136.2A,41.460465,-125.031634,Saildrone,Central CA,-1620
138,138.1A,41.792063,-124.356954,Saildrone,Central CA,-46
138,138.2A,41.788249,-125.152508,Saildrone,Central CA,-2383
140,140.1A,42.124432,-124.39955,Saildrone,WA/OR,-58
140,140.2A,42.121877,-125.195927,Saildrone,WA/OR,-2337
142,142.1A,42.454174,-124.540696,Saildrone,WA/OR,-65
142,142.2A,42.454041,-125.335534,Saildrone,WA/OR,-3088
144,144.1A,42.783426,-124.640548,Saildrone,WA/OR,-79
144,144.2A,42.783949,-125.437417,Saildrone,WA/OR,-3078
146,146.1A,43.11797,-124.504735,Saildrone,WA/OR,-64
146,146.2A,43.115553,-125.305107,Saildrone,WA/OR,-3073
148,148.1A,43.452045,-124.333105,Saildrone,WA/OR,-58
148,148.2A,43.44723,-125.272548,Saildrone,WA/OR,-1865
150,150.1A,43.784088,-124.227887,Saildrone,WA/OR,-64
150,150.2A,43.778954,-125.309931,Saildrone,WA/OR,-2080
152,152.1A,44.115977,-124.208085,Saildrone,WA/OR,-60
152,152.2A,44.111404,-125.250229,Saildrone,WA/OR,-1975
154,154.1A,44.447128,-124.209728,Saildrone,WA/OR,-60
154,154.2A,44.443694,-125.269137,Saildrone,WA/OR,-1958
39,039.1C,28.080277,-114.254007,Compulsory,Mexico,-27
39,039.101C,27.85605,-114.684509,Compulsory,Mexico,-42
39,039.102C,27.8858,-115.069594,Compulsory,Mexico,-29
39,039.103C,27.854329,-115.117081,Compulsory,Mexico,-19
39,039.104C,27.667262,-115.043963,Compulsory,Mexico,-147
39,039.2C,27.443418,-115.474294,Compulsory,Mexico,-4306
40,040.101C,27.894636,-114.989142,Compulsory,Mexico,-46
40,040.102C,27.896066,-115.074583,Compulsory,Mexico,-29
40,040.103C,27.858821,-115.131006,Compulsory,Mexico,-9
40,040.104C,27.822279,-115.126979,Compulsory,Mexico,-19
41,041.1C,28.533742,-114.134105,Compulsory,Mexico,-12
41,041.2C,27.780298,-115.577399,Compulsory,Mexico,-2124
42,042.101C,28.212945,-115.123278,Compulsory,Mexico,-79
42,042.102C,28.022551,-115.157637,Compulsory,Mexico,-41
42,042.103C,28.013023,-115.241388,Compulsory,Mexico,-34
42,042.104C,28.079706,-115.380972,Compulsory,Mexico,-44
43,043.1C,28.792929,-114.384337,Compulsory,Mexico,-26
43,043.101C,28.368721,-115.19982,Compulsory,Mexico,-30
43,043.102C,28.397018,-115.223396,Compulsory,Mexico,-70
43,043.103C,28.398507,-115.272232,Compulsory,Mexico,-116
43,043.104C,28.312105,-115.310964,Compulsory,Mexico,-160
43,043.2C,28.203346,-115.515187,Compulsory,Mexico,-185
45,045.1C,29.049074,-114.639628,Compulsory,Mexico,-43
45,045.2C,28.487906,-115.71827,Compulsory,Mexico,-1418
47,047.1C,29.295684,-114.91284,Compulsory,Mexico,-21
47,047.2C,28.754444,-115.956482,Compulsory,Mexico,-1187
49,049.1C,29.496985,-115.277056,Compulsory,Mexico,-10
49,049.2C,29.022972,-116.191438,Compulsory,Mexico,-772
51,051.1C,29.687963,-115.659314,Compulsory,Mexico,-17
51,051.2C,29.294743,-116.420697,Compulsory,Mexico,-1712
53,053.1C,29.993544,-115.820815,Compulsory,Mexico,-37
53,053.2C,29.566717,-116.650127,Compulsory,Mexico,-1047
55,055.1C,30.348545,-115.895107,Compulsory,Mexico,-16
55,055.2C,29.838898,-116.879732,Compulsory,Mexico,-1515
57,057.1C,30.641575,-116.077015,Compulsory,Mexico,-20
57,057.2C,30.111289,-117.109514,Compulsory,Mexico,-2076
59,059.1C,30.925962,-116.280793,Compulsory,Mexico,-23
59,059.2C,30.383895,-117.339477,Compulsory,Mexico,-2413
61,061.1C,31.247021,-116.416344,Compulsory,Mexico,-26
61,061.2C,30.656717,-117.569623,Compulsory,Mexico,-1691
63,063.1C,31.511741,-116.655026,Compulsory,Mexico,-14
63,063.2C,30.929761,-117.799956,Compulsory,Mexico,-1953
65,065.1C,31.878723,-116.697568,Compulsory,Mexico,-5
65,065.2C,31.230264,-117.976752,Compulsory,Mexico,-1223
67,067.1C,32.15801,-116.913159,Compulsory,Mexico,-22
67,067.2C,31.539843,-118.13594,Compulsory,Mexico,-1040
69,069.1C,32.384443,-117.24358,Compulsory,Mexico,-19
69,069.2C,31.844995,-118.304164,Compulsory,Mexico,-1489
70,070.1C,32.549649,-117.206075,Compulsory,S. CA Bight,-33
70,070.2C,31.962069,-118.371742,Compulsory,S. CA Bight,-838
71,071.1C,32.705952,-117.28024,Compulsory,S. CA Bight,-46
71,071.2C,32.113084,-118.456146,Compulsory,S. CA Bight,-632
72,072.1C,32.903145,-117.271586,Compulsory,S. CA Bight,-8
72,072.2C,32.273742,-118.52151,Compulsory,S. CA Bight,-1657
73,073.1C,33.067464,-117.327232,Compulsory,S. CA Bight,-59
73,073.2C,32.413618,-118.628293,Compulsory,S. CA Bight,-1215
74,074.1C,33.200065,-117.447921,Compulsory,S. CA Bight,-36
74,074.2C,32.486815,-118.868154,Compulsory,S. CA Bight,-1336
75,075.1C,33.328059,-117.580538,Compulsory,S. CA Bight,-35
75,075.101C,32.922361,-118.387938,Compulsory,S. CA Bight,-1157
75,075.102C,32.810245,-118.31586,Compulsory,S. CA Bight,-712
75,075.103C,32.778015,-118.413377,Compulsory,S. CA Bight,-73
75,075.104C,32.846042,-118.541986,Compulsory,S. CA Bight,-108
75,075.2C,32.580578,-119.06755,Compulsory,S. CA Bight,-363
76,076.1C,33.446895,-117.726751,Compulsory,S. CA Bight,-48
76,076.101C,33.041996,-118.537039,Compulsory,S. CA Bight,-1151
76,076.102C,33.067091,-118.592383,Compulsory,S. CA Bight,-301
76,076.103C,33.04691,-118.644536,Compulsory,S. CA Bight,-67
76,076.104C,32.994868,-118.62725,Compulsory,S. CA Bight,-70
76,076.2C,32.691589,-119.232937,Compulsory,S. CA Bight,-463
77,077.1C,33.572805,-117.856878,Compulsory,S. CA Bight,3
77,077.101C,33.352349,-118.302218,Compulsory,S. CA Bight,-96
77,077.102C,33.290986,-118.282497,Compulsory,S. CA Bight,-97
77,077.103C,33.285255,-118.340494,Compulsory,S. CA Bight,-127
77,077.104C,33.302882,-118.401824,Compulsory,S. CA Bight,-22
77,077.2C,32.795714,-119.412481,Compulsory,S. CA Bight,-862
78,078.1C,33.631623,-118.132126,Compulsory,S. CA Bight,-35
78,078.101C,33.466207,-118.464738,Compulsory,S. CA Bight,-257
78,078.102C,33.497488,-118.537618,Compulsory,S. CA Bight,-269
78,078.103C,33.490041,-118.647828,Compulsory,S. CA Bight,-263
78,078.104C,33.415538,-118.567837,Compulsory,S. CA Bight,-306
78,078.2C,32.872536,-119.647177,Compulsory,S. CA Bight,-1466
79,079.1C,33.713241,-118.349432,Compulsory,S. CA Bight,-31
79,079.2C,32.968815,-119.843389,Compulsory,S. CA Bight,-1266
80,080.1C,33.864166,-118.434037,Compulsory,S. CA Bight,-27
80,080.101C,33.311221,-119.544825,Compulsory,S. CA Bight,-66
80,080.102C,33.309789,-119.665911,Compulsory,S. CA Bight,-75
80,080.103C,33.255358,-119.656531,Compulsory,S. CA Bight,-75
80,080.2C,33.077608,-120.014911,Compulsory,S. CA Bight,-1194
81,081.1C,33.998252,-118.555798,Compulsory,S. CA Bight,-31
81,081.2C,33.115551,-120.329524,Compulsory,S. CA Bight,-360
82,082.1C,34.022822,-118.891982,Compulsory,S. CA Bight,-9
82,082.2C,33.210775,-120.529439,Compulsory,S. CA Bight,-1221
83,083.1C,34.084316,-119.157636,Compulsory,S. CA Bight,-40
83,083.2C,33.362424,-120.61586,Compulsory,S. CA Bight,-1230
84,084.1C,34.196929,-119.316405,Compulsory,S. CA Bight,-22
84,084.101C,34.080829,-119.552217,Compulsory,S. CA Bight,-110
84,084.102C,34.033011,-119.477872,Compulsory,S. CA Bight,-67
84,084.103C,33.969275,-119.506247,Compulsory,S. CA Bight,-285
84,084.104C,33.940973,-119.836424,Compulsory,S. CA Bight,-82
84,084.2C,33.51413,-120.702313,Compulsory,S. CA Bight,-1703
85,085.1C,34.319283,-119.467232,Compulsory,S. CA Bight,-42
85,085.101C,34.054455,-120.003526,Compulsory,S. CA Bight,-43
85,085.102C,34.078795,-120.058579,Compulsory,S. CA Bight,-61
85,085.103C,34.05541,-120.281088,Compulsory,S. CA Bight,-67
85,085.104C,34.005754,-120.282235,Compulsory,S. CA Bight,-34
85,085.105C,33.927869,-120.259869,Compulsory,S. CA Bight,-97
85,085.2C,33.669726,-120.781031,Compulsory,S. CA Bight,-1529
86,086.1C,34.38351,-119.726747,Compulsory,S. CA Bight,-49
86,086.101C,34.092155,-120.318937,Compulsory,S. CA Bight,-86
86,086.102C,34.122685,-120.382593,Compulsory,S. CA Bight,-96
86,086.103C,34.141283,-120.46632,Compulsory,S. CA Bight,-92
86,086.104C,34.071637,-120.511625,Compulsory,S. CA Bight,-88
86,086.105C,34.011007,-120.484098,Compulsory,S. CA Bight,-96
86,086.2C,33.826593,-120.857293,Compulsory,S. CA Bight,-2217
87,087.1C,34.424825,-120.034229,Compulsory,S. CA Bight,-60
87,087.2C,33.926006,-121.050467,Compulsory,S. CA Bight,-2197
88,088.1C,34.42578,-120.424919,Compulsory,S. CA Bight,-46
88,088.2C,34.072284,-121.148712,Compulsory,S. CA Bight,-2171
89,089.1C,34.524835,-120.619157,Compulsory,S. CA Bight,-36
89,089.2C,34.220905,-121.238,Compulsory,S. CA Bight,-2741
90,090.1C,34.679566,-120.706515,Compulsory,S. CA Bight,-58
90,090.2C,34.373891,-121.3198,Compulsory,S. CA Bight,-2120
91,091.1C,34.862313,-120.727961,Compulsory,Central CA,-62
91,091.2C,34.513217,-121.440295,Compulsory,Central CA,-1950
92,092.1C,35.05685,-120.734129,Compulsory,Central CA,-56
92,092.2C,34.614772,-121.630948,Compulsory,Central CA,-1838
93,093.1C,35.180552,-120.866067,Compulsory,Central CA,-53
93,093.2C,34.746181,-121.760819,Compulsory,Central CA,-1789
94,094.1C,35.35711,-120.904469,Compulsory,Central CA,-49
94,094.2C,34.934787,-121.773405,Compulsory,Central CA,-1791
95,095.1C,35.473768,-121.0683,Compulsory,Central CA,-81
95,095.2C,35.111109,-121.811205,Compulsory,Central CA,-1865
96,096.1C,35.59809,-121.205188,Compulsory,Central CA,-50
96,096.2C,35.277186,-121.870135,Compulsory,Central CA,-1764
97,097.1C,35.72383,-121.354858,Compulsory,Central CA,-47
97,097.2C,35.416995,-121.983404,Compulsory,Central CA,-1801
98,098.1C,35.860737,-121.468842,Compulsory,Central CA,-99
98,098.2C,35.557756,-122.094954,Compulsory,Central CA,-1865
99,099.1C,36.00409,-121.573424,Compulsory,Central CA,-58
99,099.2C,35.705148,-122.193004,Compulsory,Central CA,-1761
100,100.1C,36.145973,-121.681412,Compulsory,Central CA,-137
100,100.2C,35.845991,-122.304856,Compulsory,Central CA,-2325
101,101.1C,36.241787,-121.879998,Compulsory,Central CA,-99
101,101.2C,35.936203,-122.515646,Compulsory,Central CA,-3293
102,102.1C,36.409175,-121.936736,Compulsory,Central CA,-64
102,102.2C,36.10317,-122.572019,Compulsory,Central CA,-3263
103,103.1C,36.642772,-121.865299,Compulsory,Central CA,-55
103,103.2C,36.339236,-122.494346,Compulsory,Central CA,-1850
104,104.1C,36.832348,-121.864109,Compulsory,Central CA,-65
104,104.2C,36.534339,-122.493529,Compulsory,Central CA,-2758
105,105.1C,36.913001,-122.108897,Compulsory,Central CA,-54
105,105.2C,36.611906,-122.74447,Compulsory,Central CA,-2854
106,106.1C,37.024153,-122.28444,Compulsory,Central CA,-56
106,106.2C,36.722672,-122.920121,Compulsory,Central CA,-2974
107,107.1C,37.152349,-122.422963,Compulsory,Central CA,-46
107,107.2C,36.849407,-123.059536,Compulsory,Central CA,-3051
108,108.1C,37.305131,-122.502973,Compulsory,Central CA,-54
108,108.2C,37.006733,-123.142964,Compulsory,Central CA,-2440
109,109.1C,37.470864,-122.575634,Compulsory,Central CA,-52
109,109.2C,37.158992,-123.227307,Compulsory,Central CA,-1836
110,110.1C,37.668019,-122.591874,Compulsory,Central CA,-27
110,110.2C,37.291579,-123.359038,Compulsory,Central CA,-2321
111,111.1C,37.813023,-122.684175,Compulsory,Central CA,-28
111,111.2C,37.459206,-123.416955,Compulsory,Central CA,-2079
113,113.1C,38.016759,-123.063645,Compulsory,Central CA,-52
113,113.2C,37.715735,-123.699501,Compulsory,Central CA,-3100
115,115.1C,38.374922,-123.130751,Compulsory,Central CA,-32
115,115.2C,38.073098,-123.77003,Compulsory,Central CA,-3114
117,117.1C,38.629713,-123.415976,Compulsory,Central CA,-38
117,117.2C,38.330509,-124.053636,Compulsory,Central CA,-3471
119,119.1C,38.877697,-123.714255,Compulsory,Central CA,-25
119,119.2C,38.572978,-124.359888,Compulsory,Central CA,-3503
121,121.1C,39.228383,-123.798925,Compulsory,Central CA,-15
121,121.2C,38.925525,-124.44449,Compulsory,Central CA,-3404
123,123.1C,39.606257,-123.826444,Compulsory,Central CA,-64
123,123.2C,39.292399,-124.503522,Compulsory,Central CA,-2492
125,125.1C,39.891195,-124.055601,Compulsory,Central CA,-73
125,125.2C,39.587947,-124.71038,Compulsory,Central CA,-2566
127,127.1C,40.169968,-124.295164,Compulsory,Central CA,-78
127,127.2C,39.832813,-125.026056,Compulsory,Central CA,-1936
129,129.1C,40.444943,-124.529108,Compulsory,Central CA,-82
129,129.2C,40.130218,-125.229954,Compulsory,Central CA,-1623
131,131.1C,40.634264,-124.443883,Compulsory,Central CA,-57
131,131.2C,40.634252,-125.22118,Compulsory,Central CA,-2795
133,133.1C,40.965024,-124.232875,Compulsory,Central CA,-58
133,133.2C,40.965365,-125.008327,Compulsory,Central CA,-3033
135,135.1C,41.290427,-124.176698,Compulsory,Central CA,-59
135,135.2C,41.295144,-125.000342,Compulsory,Central CA,-1885
137,137.1C,41.627634,-124.23714,Compulsory,Central CA,-48
137,137.2C,41.625772,-125.07553,Compulsory,Central CA,-1692
139,139.1C,41.958036,-124.322635,Compulsory,Central CA,-52
139,139.2C,41.956518,-125.142405,Compulsory,Central CA,-1779
141,141.1C,42.289785,-124.462405,Compulsory,WA/OR,-67
141,141.2C,42.291925,-125.268658,Compulsory,WA/OR,-3094
143,143.1C,42.621711,-124.454932,Compulsory,WA/OR,-58
143,143.2C,42.623221,-125.398502,Compulsory,WA/OR,-3080
145,145.1C,42.95229,-124.537976,Compulsory,WA/OR,-60
145,145.2C,42.94807,-125.346616,Compulsory,WA/OR,-3079
147,147.1C,43.28772,-124.447541,Compulsory,WA/OR,-58
147,147.2C,43.281436,-125.254843,Compulsory,WA/OR,-2073
149,149.1C,43.619492,-124.260768,Compulsory,WA/OR,-79
149,149.2C,43.613116,-125.281192,Compulsory,WA/OR,-1950
151,151.1C,43.946544,-124.2147,Compulsory,WA/OR,-57
151,151.2C,43.945076,-125.293169,Compulsory,WA/OR,-2488
153,153.1C,44.283072,-124.20538,Compulsory,WA/OR,-60
153,153.2C,44.277555,-125.253058,Compulsory,WA/OR,-2477
155,155.1C,44.616145,-124.190496,Compulsory,WA/OR,-59
155,155.2C,44.610156,-125.240242,Compulsory,WA/OR,-2212
156,156.1C,44.782986,-124.129911,Compulsory,WA/OR,-51
156,156.2C,44.776115,-125.308147,Compulsory,WA/OR,-2303
157,157.1C,44.950501,-124.086272,Compulsory,WA/OR,-56
157,157.2C,44.942474,-125.318902,Compulsory,WA/OR,-1976
158,158.1C,45.114816,-124.054135,Compulsory,WA/OR,-52
158,158.2C,45.10906,-125.304326,Compulsory,WA/OR,-1876
159,159.1C,45.283544,-124.049369,Compulsory,WA/OR,-49
159,159.2C,45.275756,-125.285054,Compulsory,WA/OR,-2031
160,160.1C,45.447771,-124.044267,Compulsory,WA/OR,-52
160,160.2C,45.442008,-125.345176,Compulsory,WA/OR,-2046
161,161.1C,45.616701,-124.027965,Compulsory,WA/OR,-52
161,161.2C,45.609192,-125.276512,Compulsory,WA/OR,-2090
162,162.1C,45.781997,-124.033093,Compulsory,WA/OR,-45
162,162.2C,45.776283,-125.235934,Compulsory,WA/OR,-1838
163,163.1C,45.948665,-124.039297,Compulsory,WA/OR,-53
163,163.2C,45.942111,-125.386777,Compulsory,WA/OR,-1864
164,164.1C,46.116623,-124.077328,Compulsory,WA/OR,-43
164,164.2C,46.1085,-125.46542,Compulsory,WA/OR,-1907
165,165.1C,46.283373,-124.219884,Compulsory,WA/OR,-62
165,165.2C,46.276528,-125.331321,Compulsory,WA/OR,-1724
166,166.1C,46.452285,-124.192196,Compulsory,WA/OR,-38
166,166.2C,46.445163,-125.134582,Compulsory,WA/OR,-1987
167,167.1C,46.617675,-124.201303,Compulsory,WA/OR,-39
167,167.2C,46.611215,-125.291573,Compulsory,WA/OR,-1901
168,168.1C,46.78734,-124.256772,Compulsory,WA/OR,-46
168,168.2C,46.778229,-125.332257,Compulsory,WA/OR,-1783
169,169.1C,46.952959,-124.326279,Compulsory,WA/OR,-45
169,169.2C,46.945265,-125.380637,Compulsory,WA/OR,-1945
170,170.1C,47.121791,-124.334863,Compulsory,WA/OR,-40
170,170.2C,47.108316,-125.923952,Compulsory,WA/OR,-1940
171,171.1C,47.289642,-124.277391,Compulsory,WA/OR,-11
171,171.2C,47.274974,-126.028039,Compulsory,WA/OR,-1914
172,172.1C,47.455884,-124.488069,Compulsory,WA/OR,-33
172,172.2C,47.441475,-126.158746,Compulsory,WA/OR,-1862
173,173.1C,47.62271,-124.538307,Compulsory,WA/OR,-36
173,173.2C,47.608769,-126.205568,Compulsory,WA/OR,-1970
174,174.1C,47.790881,-124.633534,Compulsory,WA/OR,-31
174,174.2C,47.775659,-126.308534,Compulsory,WA/OR,-1841
175,175.1C,47.956387,-124.805452,Compulsory,WA/OR,-57
175,175.2C,47.943049,-126.364732,Compulsory,WA/OR,-1811
176,176.1C,48.127577,-124.786318,Compulsory,WA/OR,-34
176,176.2C,48.11061,-126.412707,Compulsory,WA/OR,-1927
177,177.1C,48.296025,-124.780654,Compulsory,WA/OR,-36
177,177.2C,48.277577,-126.535078,Compulsory,WA/OR,-2134
178,178.1C,48.462894,-124.734397,Compulsory,WA/OR,-261
178,178.2C,48.443579,-126.767306,Compulsory,WA/OR,-2066
138,138.1N,32.584581,-117.138337,Nearshore,S. CA Bight,-4
138,138.2N,32.541358,-117.222334,Nearshore,S. CA Bight,-39
139,139.1N,32.662845,-117.175799,Nearshore,S. CA Bight,-11
139,139.2N,32.61789,-117.260155,Nearshore,S. CA Bight,-54
140,140.1N,32.713166,-117.265471,Nearshore,S. CA Bight,-12
140,140.2N,32.669836,-117.351625,Nearshore,S. CA Bight,-200
141,141.1N,32.80454,-117.280243,Nearshore,S. CA Bight,-7
141,141.2N,32.76116,-117.366452,Nearshore,S. CA Bight,-96
142,142.1N,32.907203,-117.264518,Nearshore,S. CA Bight,-8
142,142.2N,32.863983,-117.349445,Nearshore,S. CA Bight,-256
143,143.1N,32.995875,-117.286144,Nearshore,S. CA Bight,-6
143,143.2N,32.952457,-117.371501,Nearshore,S. CA Bight,-508
144,144.1N,33.072032,-117.318014,Nearshore,S. CA Bight,-6
144,144.2N,33.029102,-117.403415,Nearshore,S. CA Bight,-450
145,145.1N,33.15187,-117.362311,Nearshore,S. CA Bight,-8
145,145.2N,33.107539,-117.448145,Nearshore,S. CA Bight,-426
146,146.1N,33.216226,-117.415214,Nearshore,S. CA Bight,-11
146,146.2N,33.174148,-117.500161,Nearshore,S. CA Bight,-314
147,147.1N,33.286154,-117.48187,Nearshore,S. CA Bight,-9
147,147.2N,33.24185,-117.56671,Nearshore,S. CA Bight,-370
148,148.1N,33.345155,-117.547774,Nearshore,S. CA Bight,-10
148,148.2N,33.301306,-117.633299,Nearshore,S. CA Bight,-433
149,149.1N,33.409482,-117.623536,Nearshore,S. CA Bight,-2
149,149.2N,33.366142,-117.708895,Nearshore,S. CA Bight,-623
150,150.1N,33.45508,-117.710289,Nearshore,S. CA Bight,-2
150,150.2N,33.411636,-117.797347,Nearshore,S. CA Bight,-661
151,151.1N,33.524267,-117.782584,Nearshore,S. CA Bight,-9
151,151.2N,33.480013,-117.867916,Nearshore,S. CA Bight,-577
152,152.1N,33.576137,-117.851185,Nearshore,S. CA Bight,3
152,152.2N,33.532701,-117.937086,Nearshore,S. CA Bight,-404
153,153.1N,33.627318,-117.965487,Nearshore,S. CA Bight,-6
153,153.2N,33.584317,-118.050917,Nearshore,S. CA Bight,-84
154,154.1N,33.677337,-118.04103,Nearshore,S. CA Bight,-1
154,154.2N,33.629992,-118.135079,Nearshore,S. CA Bight,-35
155,155.1N,33.738326,-118.132844,Nearshore,S. CA Bight,-6
155,155.2N,33.694906,-118.218159,Nearshore,S. CA Bight,-23
156,156.1N,33.717265,-118.340926,Nearshore,S. CA Bight,-12
156,156.2N,33.675176,-118.425747,Nearshore,S. CA Bight,-825
157,157.1N,33.77189,-118.436453,Nearshore,S. CA Bight,-28
157,157.2N,33.727892,-118.5226,Nearshore,S. CA Bight,-721
158,158.1N,33.871038,-118.419001,Nearshore,S. CA Bight,-15
158,158.2N,33.828609,-118.506289,Nearshore,S. CA Bight,-135
159,159.1N,33.945922,-118.457175,Nearshore,S. CA Bight,-5
159,159.2N,33.901653,-118.543562,Nearshore,S. CA Bight,-60
160,160.1N,34.015427,-118.520036,Nearshore,S. CA Bight,-8
160,160.2N,33.972345,-118.608322,Nearshore,S. CA Bight,-76
161,161.1N,34.013324,-118.724226,Nearshore,S. CA Bight,-28
161,161.2N,33.970436,-118.811224,Nearshore,S. CA Bight,-506
162,162.1N,34.030507,-118.87648,Nearshore,S. CA Bight,-6
162,162.2N,33.987128,-118.963747,Nearshore,S. CA Bight,-284
163,163.1N,34.058001,-119.014985,Nearshore,S. CA Bight,-10
163,163.2N,34.015315,-119.101434,Nearshore,S. CA Bight,-484
164,164.1N,34.094055,-119.138488,Nearshore,S. CA Bight,-14
164,164.2N,34.050657,-119.22478,Nearshore,S. CA Bight,-320
165,165.1N,34.162992,-119.238992,Nearshore,S. CA Bight,-15
165,165.2N,34.120376,-119.325789,Nearshore,S. CA Bight,-192
166,166.1N,34.219132,-119.271215,Nearshore,S. CA Bight,-15
166,166.2N,34.177204,-119.357955,Nearshore,S. CA Bight,-29
167,167.1N,34.285291,-119.341444,Nearshore,S. CA Bight,-18
167,167.2N,34.241666,-119.429223,Nearshore,S. CA Bight,-44
168,168.1N,34.337833,-119.428727,Nearshore,S. CA Bight,-19
168,168.2N,34.296582,-119.51493,Nearshore,S. CA Bight,-67
169,169.1N,34.381814,-119.540679,Nearshore,S. CA Bight,-25
169,169.2N,34.339081,-119.628857,Nearshore,S. CA Bight,-60
170,170.1N,34.392428,-119.708469,Nearshore,S. CA Bight,32
170,170.2N,34.349104,-119.795733,Nearshore,S. CA Bight,-89
171,171.1N,34.402963,-119.888604,Nearshore,S. CA Bight,-47
171,171.2N,34.359617,-119.975884,Nearshore,S. CA Bight,-445
172,172.1N,34.441728,-119.999468,Nearshore,S. CA Bight,-16
172,172.2N,34.399716,-120.085833,Nearshore,S. CA Bight,-186
173,173.1N,34.454756,-120.172222,Nearshore,S. CA Bight,-62
173,173.2N,34.413074,-120.259701,Nearshore,S. CA Bight,-179
174,174.1N,34.442056,-120.392121,Nearshore,S. CA Bight,-9
174,174.2N,34.399237,-120.479616,Nearshore,S. CA Bight,-127
175,175.1N,34.486726,-120.499334,Nearshore,S. CA Bight,-25
175,175.2N,34.445057,-120.585526,Nearshore,S. CA Bight,-105
176,176.1N,34.54247,-120.583834,Nearshore,S. CA Bight,-8
176,176.2N,34.49947,-120.67127,Nearshore,S. CA Bight,-100
177,177.1N,34.610544,-120.64883,Nearshore,S. CA Bight,-22
177,177.2N,34.568242,-120.735264,Nearshore,S. CA Bight,-91
178,178.1N,34.717368,-120.625889,Nearshore,Central CA,-23
178,178.2N,34.675751,-120.714018,Nearshore,Central CA,-58
179,179.1N,34.812989,-120.627478,Nearshore,Central CA,-25
179,179.2N,34.770376,-120.715437,Nearshore,Central CA,-65
180,180.1N,34.886266,-120.680289,Nearshore,Central CA,-26
