"long","lat"
-128.70625,50.7956772334294
-128.471875,50.7913544668588
-128.39375,50.6919308357349
-128.33125,50.6314121037464
-128.253125,50.5622478386167
-128.128125,50.4887608069164
-128.034375,50.449855907781
-128.003125,50.4195965417867
NA,NA
-118.043589358936,33.6884605127179
-118.042888663866,33.6865919925326
-118.042424242424,33.6853535353536
-118.042187968797,33.6847234723472
-118.041367678435,33.6828549521619
-118.041259125913,33.6826812681268
-118.040199853319,33.6809864319765
-118.040094009401,33.6808170817082
-118.039032028203,33.6791179117912
-118.038928892889,33.6789814328932
-118.037763776378,33.6779298116796
-118.036598659866,33.6773771821627
-118.036311131113,33.6772493916058
-118.035433543354,33.6768593526019
-118.034268426843,33.6763415230412
-118.033103310331,33.6755169961441
-118.033026740174,33.6753808714205
-118.03197569757,33.6735123512351
-118.031938193819,33.6734456779012
-118.030924654965,33.6716438310498
-118.030773077308,33.6713743596582
-118.029607960796,33.6698839214721
-118.029422227937,33.6697753108644
-118.028442844284,33.669394439444
-118.027277727773,33.6689413385783
-118.026112611261,33.6684882377127
-118.024947494749,33.668035136847
-118.024617461746,33.6679067906791
-118.023782378238,33.6674669987133
-118.022617261726,33.6668533967491
-118.021452145215,33.6662397947849
-118.021069487901,33.6660382704937
-118.020287028703,33.6646689668967
-118.019995810347,33.6641697503084
-118.019121912191,33.6634207170717
-118.01795679568,33.6629837983798
-118.016791679168,33.662546879688
-118.016671781082,33.662301230123
-118.015759782751,33.6604327099377
-118.015626562656,33.6601597659766
-118.014917417668,33.6585641897523
-118.014461446145,33.6575382538254
-118.014086964252,33.656695669567
-118.013296329633,33.6549167416742
-118.013256510836,33.6548271493816
-118.012131213121,33.6538466563644
-118.01096609661,33.6536042734708
-118.009800980098,33.6534523017519
-118.008635863586,33.653300330033
-118.007470747075,33.6531483583141
-118.006305630563,33.6529963865952
-118.006016157171,33.6529586291962
-118.005140514051,33.6528444148763
-118.00397539754,33.6526924431574
-118.002810281028,33.6525404714384
-118.001645164516,33.6523884997195
-118.000480048005,33.6522365280006
-117.999314931493,33.6524419833288
-117.998149814982,33.6528739307641
-117.997979923275,33.6529586291962
-117.99698469847,33.6533220574458
-117.995819581958,33.6529607562914
-117.995815772053,33.6529586291962
-117.994654465447,33.6517973225894
-117.993947251868,33.6510901090109
-117.993489348935,33.6506032303772
-117.992324232423,33.6493643863031
-117.992189933279,33.6492215888255
-117.991159115912,33.6480189685635
-117.990588344549,33.6473530686402
-117.9899939994,33.6466596659666
-117.988986755818,33.6454845484548
-117.988828882888,33.645352631845
-117.987663766377,33.6447267454018
-117.986498649865,33.6445149060361
-117.985333533353,33.6443030666703
-117.984168416842,33.6440912273045
-117.98300330033,33.6437893789379
-117.98262192886,33.6436160282695
-117.981838183818,33.6432597805235
-117.980673067307,33.6427301821091
-117.979507950795,33.6422005836947
-117.978511184452,33.6417475080841
-117.978342834283,33.6416709852803
-117.977177717772,33.641141386866
-117.97601260126,33.6405672823308
-117.974847484748,33.6399084908491
-117.974798313165,33.6398789878988
-117.973682368237,33.6392094209421
-117.972517251725,33.6385103510351
-117.971684112856,33.6380104677134
-117.971352135214,33.6378112811281
-117.970187018702,33.6371122112211
-117.96902190219,33.6364131413141
-117.968569912547,33.6361419475281
-117.967856785679,33.6357140714071
-117.966691669167,33.6350150015002
-117.965661950581,33.6342734273427
-117.965526552655,33.6340956322373
-117.964813276199,33.6324049071574
-117.964361436144,33.6316706670667
-117.963663417624,33.630536386972
-117.963196319632,33.6297773527353
-117.962513559048,33.6286678667867
-117.96203120312,33.6278840384038
-117.961363700473,33.6267993466013
-117.960866086609,33.6259907240724
-117.960213841897,33.624930826416
-117.959700970097,33.6243103647904
-117.958535853585,33.6235972754717
-117.957370737074,33.6233029185271
-117.956348134814,33.6230623062306
-117.956205620562,33.6230287734656
-117.95504050405,33.622754628404
-117.953875387539,33.6224804833424
-117.952710271027,33.6222063382809
-117.951545154515,33.6219321932193
-117.950380038004,33.6216580481577
-117.949928431366,33.6211937860453
-117.949214921492,33.6204602813223
-117.948410952206,33.6193252658599
-117.948049804981,33.6190034593166
-117.946884688469,33.6184366921541
-117.945719571957,33.6181542396664
-117.944554455446,33.6178717871787
-117.943389338934,33.617589334691
-117.942842409241,33.6174567456746
-117.942224222422,33.6171819006302
-117.941059105911,33.6166638913656
-117.939893989399,33.616145882101
-117.938728872887,33.6156278728364
-117.938639697303,33.6155882254892
-117.937563756376,33.614358578715
-117.937004742141,33.6137197053039
-117.936398639864,33.6133354877864
-117.935233523352,33.6131128497465
-117.934068406841,33.6129336010524
-117.932903290329,33.6127543523583
-117.931738173817,33.6125751036642
-117.930573057306,33.6123958549701
-117.929407940794,33.612216606276
-117.928242824282,33.6120373575819
-117.927077707771,33.6118581088878
-117.92703270327,33.6118511851185
-117.925912591259,33.6116788601937
-117.924747474747,33.6114996114996
-117.923582358236,33.6113203628055
-117.922417241724,33.6109722362706
-117.921252125213,33.6102622762276
-117.920932569447,33.6099826649332
-117.920087008701,33.6092427992799
-117.918921892189,33.6082233223322
-117.918797117807,33.6081141447478
-117.917756775678,33.6072038453846
-117.916591659166,33.60625
-117.915426542654,33.60625
-117.914261426143,33.60625
-117.913096309631,33.60625
-117.911931193119,33.60625
-117.910766076608,33.60625
-117.910756130491,33.6062456245625
-117.909600960096,33.6048904890489
-117.909292929293,33.6043771043771
-117.908435843584,33.6029486281962
-117.908171817182,33.6025085841918
-117.907270727073,33.6010067673434
-117.907050705071,33.6006400640064
-117.906105610561,33.600581419997
-117.904940494049,33.600509123414
-117.903775377538,33.600436826831
-117.902610261026,33.6003645302479
-117.901445144514,33.6002922336649
-117.900280028003,33.6000588432788
-117.899114911491,33.5997732582303
-117.89794979498,33.5997135109434
-117.896784678468,33.5996537636563
-117.895619561956,33.5995940163694
-117.894454445445,33.5995342690824
-117.893289328933,33.5994745217954
-117.892124212421,33.5994147745084
-117.89095909591,33.5993550272214
-117.889793979398,33.5992952799344
-117.888628862886,33.5992355326474
-117.887463746375,33.5991757853604
-117.886298629863,33.5991160380734
-117.885133513351,33.5990562907864
-117.884404887207,33.598771543821
-117.88396839684,33.5985089298404
-117.882803280328,33.5970956306157
-117.882659769245,33.5969030236357
-117.881638163816,33.5955319216132
-117.881267538519,33.5950345034503
-117.880473047305,33.5939682126108
-117.879875307792,33.593165983265
-117.879307930793,33.5924045036083
-117.878483077066,33.5912974630796
-117.878142814281,33.5908407946058
-117.87698439198,33.5894289428943
-117.87697769777,33.5894236881315
-117.875812581258,33.588831256007
-117.874647464746,33.5882388238824
-117.873482348235,33.5876463917578
-117.873313275772,33.5875604227089
-117.872317231723,33.5870539596333
-117.871152115212,33.5864615275087
-117.8699869987,33.5858690953841
-117.869638519408,33.5856919025236
-117.868821882188,33.5852766632595
-117.867656765677,33.584684231135
-117.866491649165,33.5839790758737
-117.866143856017,33.5838233823382
-117.865326532653,33.5835426653854
-117.864161416142,33.583376003919
-117.86299629963,33.5832093424527
-117.861831183118,33.5830426809864
-117.860666066607,33.5828760195201
-117.859500950095,33.5827093580537
-117.858335833583,33.5825426965874
-117.857170717072,33.5823760351211
-117.85600560056,33.5822093736547
-117.854840484048,33.5820427121884
-117.854226331724,33.5819548621529
-117.853675367537,33.5818586620567
-117.852510251025,33.581633075819
-117.851345134513,33.5813383261403
-117.850180018002,33.5808453922315
-117.849784463034,33.5800863419675
-117.84901490149,33.5786095917284
-117.848836199409,33.5782178217822
-117.847983891956,33.5763493015968
-117.847849784979,33.5760552978375
-117.847131584503,33.5744807814115
-117.846684668467,33.5735010039466
-117.846279277051,33.5726122612261
-117.845519551955,33.5713175778173
-117.844666503687,33.5707437410408
-117.844354435444,33.570627682603
-117.843189318932,33.5701943748094
-117.84202420242,33.5697610670158
-117.840859085909,33.5693277592222
-117.839693969397,33.5688944514286
-117.839642260522,33.5688752208554
-117.838528852885,33.568461143635
-117.837363736374,33.5680278358414
-117.836198619862,33.5675945280478
-117.83503350335,33.5671612202543
-117.834618017357,33.5670067006701
-117.833868386839,33.5665792277268
-117.832703270327,33.5657066905297
-117.832099229823,33.5651381804847
-117.831538153815,33.5645598405995
-117.830373037304,33.563358874349
-117.83028648636,33.5632696602994
-117.829207920792,33.5621579080985
-117.828473742897,33.561401140114
-117.82804280428,33.560956941848
-117.826877687769,33.5597559755976
-117.826660999433,33.5595326199287
-117.825712571257,33.5585550093471
-117.824547454745,33.5576792831605
-117.824523285662,33.5576640997433
-117.823382338234,33.5570121297844
-117.822217221722,33.5563463489206
-117.821253375338,33.555795579558
-117.821052105211,33.5556805680568
-117.819886988699,33.555014787193
-117.818721872187,33.5543490063292
-117.817983465013,33.5539270593726
-117.817556755676,33.5536832254654
-117.816391639164,33.5528537377547
-117.815710040392,33.5520585391873
-117.815226522652,33.5516945008371
-117.814061406141,33.5512491118393
-117.812896289629,33.5510282727619
-117.811731173117,33.5508074336845
-117.810566056606,33.5505865946072
-117.809400940094,33.5503657555298
-117.808473778412,33.5501900190019
-117.808235823582,33.5500893661678
-117.807070707071,33.5495965319647
-117.805905590559,33.5491036977616
-117.804740474047,33.5486108635585
-117.80405638265,33.5483214988165
-117.803575357536,33.5480850627436
-117.802410241024,33.5475366573102
-117.801245124512,33.5470275253332
-117.800080008001,33.5465389280864
-117.799973886135,33.5464529786312
-117.798914891489,33.545595285335
-117.797749774978,33.5446180908413
-117.797709674814,33.5445844584458
-117.796584658466,33.5436408963477
-117.795481823823,33.5427159382605
-117.795419541954,33.5426637018541
-117.794254425443,33.5416865073604
-117.793253972833,33.5408474180751
-117.793089308931,33.5407191204317
-117.791924192419,33.5399022510947
-117.790759075908,33.5391423925001
-117.790508384172,33.5389788978898
-117.789593959396,33.5383825339056
-117.788428842884,33.537622675311
-117.787643319888,33.5371103777044
-117.787263726373,33.5368628167165
-117.786098609861,33.5361029581219
-117.784933493349,33.5353430995273
-117.784778255603,33.5352418575191
-117.783768376838,33.5345832409328
-117.782603260326,33.5334222740026
-117.782556218585,33.5333733373337
-117.781471871467,33.5315048171484
-117.781438143814,33.5314454271514
-117.780410736547,33.529636296963
-117.780273027303,33.5293938089461
-117.779349601627,33.5277677767777
-117.779107910791,33.5273421907408
-117.778288466707,33.5258992565923
-117.777942794279,33.5252905725355
-117.777227331787,33.524030736407
-117.776777677768,33.5235133499538
-117.775612561256,33.5227334531206
-117.774447444744,33.5222359876437
-117.774274664309,33.5221622162216
-117.773282328233,33.5217385221668
-117.772117211721,33.5212410566899
-117.77095209521,33.5207435912131
-117.769898393348,33.5202936960363
-117.769786978698,33.5202461257362
-117.768621862186,33.5197486602593
-117.767456745675,33.5192511947824
-117.766291629163,33.5185430340787
-117.766172431637,33.5184251758509
-117.765126512651,33.5173991536742
-117.764215939666,33.5165566556656
-117.76396139614,33.5158751359007
-117.763518058633,33.5146881354802
-117.7628201776,33.5128196152949
-117.762796279628,33.5127556304018
-117.762122296567,33.5109510951095
-117.761631163116,33.5096361249028
-117.761424415534,33.5090825749242
-117.760726534501,33.5072140547388
-117.760466046605,33.5068127935788
-117.759300930093,33.5058468809844
-117.758135813581,33.5053722038871
