FID_1,long,lat
447,-127.894649464946,50.0980090736346
448,-127.894417792295,50.0978047804781
449,-127.893484348435,50.0969816527107
450,-127.892319231923,50.0959542317868
451,-127.892298851878,50.0959362602927
452,-127.891154115412,50.0949268108629
453,-127.890179911462,50.0940677401073
454,-127.8899889989,50.0939399664443
455,-127.888823882388,50.0934308700331
456,-127.887658765877,50.09315180021
457,-127.886493649365,50.0928727303868
458,-127.885328532853,50.0925936605637
459,-127.884163416342,50.0923145907405
460,-127.883458897522,50.092199219922
461,-127.88299829983,50.0921237932176
462,-127.881833183318,50.0921517002
463,-127.880668066807,50.0921796071823
464,-127.879849234923,50.092199219922
465,-127.879502950295,50.0922075141646
466,-127.878337833783,50.0922354211469
467,-127.877172717272,50.0922633281292
468,-127.87600760076,50.0922912351115
469,-127.874842484248,50.0923191420938
470,-127.874253008297,50.092199219922
471,-127.873677367737,50.0920230311319
472,-127.872512251225,50.0914772107841
473,-127.871347134713,50.0909313904363
474,-127.870182018202,50.0903855700885
475,-127.870064891104,50.0903306997366
476,-127.86901690169,50.0898397497407
477,-127.867851785179,50.0892939293929
478,-127.866686668667,50.0887481090451
479,-127.866488443328,50.0884621795513
480,-127.865521552155,50.0870674905328
481,-127.865196890059,50.0865936593659
482,-127.864356435644,50.0858506827375
483,-127.863191319132,50.0854568596395
484,-127.86202620262,50.0853891203074
485,-127.860861086109,50.0853213809753
486,-127.859695969597,50.0852536416432
487,-127.858530853085,50.0851859023112
488,-127.857365736574,50.0851181629791
489,-127.856200620062,50.085050423647
490,-127.85503550355,50.084982684315
491,-127.853870387039,50.0849149449829
492,-127.852705270527,50.0848472056508
493,-127.851540154015,50.0847794663187
494,-127.850605727239,50.0847251391806
495,-127.850375037504,50.0847092704492
496,-127.850270640168,50.0847251391806
497,-127.849209920992,50.0848614124978
498,-127.84804480448,50.0849804491233
499,-127.846879687969,50.084948348261
500,-127.845714571457,50.0848612401347
501,-127.844549454945,50.084767781591
502,-127.844017846229,50.0847251391806
503,-127.843384338434,50.084665731595
504,-127.842219221922,50.0845564720731
505,-127.841054105411,50.0844472125511
506,-127.839888988899,50.0843379530291
507,-127.838723872387,50.0842286935071
508,-127.837558755876,50.0841194339852
509,-127.836393639364,50.0840101744632
510,-127.835228522852,50.083900914941196
511,-127.834063406341,50.0837916554193
512,-127.832898289829,50.083835756383
513,-127.831733173317,50.0845305145407
514,-127.830568056806,50.0841180260786
515,-127.829402940294,50.0837055376165
516,-127.828237823782,50.0832930491543
517,-127.827072707271,50.0828805606922
518,-127.827005081461,50.0828566189952
519,-127.825907590759,50.0825226000861
520,-127.824742474247,50.0821679994086
521,-127.823577357736,50.0818133987312
522,-127.822412241224,50.0814587980537
523,-127.821247124712,50.0811041973763
524,-127.820865657994,50.0809880988099
525,-127.820082008201,50.0807287149372
526,-127.818916891689,50.0802352556684
527,-127.817751775178,50.0795278635006
528,-127.817066856038,50.0791195786245
529,-127.816586658666,50.0788333297616
530,-127.815421542154,50.0783131884617
531,-127.814256425643,50.0777930471619
532,-127.813091309131,50.077272905862
533,-127.813042370904,50.0772510584392
534,-127.811926192619,50.0767527645622
535,-127.810761076108,50.0762326232623
536,-127.809595959596,50.0757124819625
537,-127.808856885689,50.0753825382538
538,-127.808430843084,50.0752203231328
539,-127.807265726573,50.0749351022059
540,-127.806100610061,50.0747324732473
541,-127.804935493549,50.0745298442888
542,-127.803770377038,50.0743272153302
543,-127.802605260526,50.0741245863717
544,-127.801440144014,50.0739219574131
545,-127.800275027503,50.0737193284546
546,-127.799109910991,50.0742003910536
547,-127.797944794479,50.074892706662
548,-127.797120443752,50.0753825382538
549,-127.796779677968,50.0755850222704
550,-127.795614561456,50.0762773378787
551,-127.794449444944,50.0769696534871
552,-127.793975861001,50.0772510584392
553,-127.793284328433,50.0776619690955
554,-127.792119211921,50.0783542847038
555,-127.79095409541,50.0790466003122
556,-127.79083127825,50.0791195786245
557,-127.789788978898,50.0797389159206
558,-127.788623862386,50.080431231529
559,-127.787686695499,50.0809880988099
560,-127.787458745875,50.0811235471373
561,-127.786293629363,50.0818158627457
562,-127.785128512851,50.0824490589966
563,-127.784542112748,50.0828566189952
564,-127.78396339634,50.083021127449
565,-127.782798279828,50.0833683565583
566,-127.781664359206,50.0847251391806
567,-127.781633163316,50.0847503753872
568,-127.780468046805,50.0853044675193
569,-127.779302930293,50.086366617431
570,-127.778965610847,50.0865936593659
571,-127.778137813781,50.0871508304677
572,-127.77697269727,50.0879350435044
573,-127.776189523714,50.0884621795513
574,-127.775807580758,50.088719256541
575,-127.774642464246,50.0895034695777
576,-127.773477347735,50.0902876826144
577,-127.773413436582,50.0903306997366
578,-127.772312231223,50.0910718956511
579,-127.771147114711,50.0918561086878
580,-127.770637349449,50.092199219922
581,-127.7699819982,50.0926403217245
582,-127.768816881688,50.0934245347612
583,-127.767861262317,50.0940677401073
584,-127.767651765177,50.0942087477979
585,-127.766486648665,50.0949514182187
586,-127.765321532153,50.0954667582143
587,-127.764260049193,50.0959362602927
588,-127.764156415642,50.0959820982098
589,-127.76299129913,50.0964974382054
590,-127.761826182618,50.0970127782009
591,-127.760661066107,50.0975281181964
592,-127.760035568774,50.0978047804781
593,-127.759495949595,50.098043458192
594,-127.758330833083,50.0985587981875
595,-127.757165716572,50.099074138183
596,-127.75600060006,50.0995894781786
597,-127.755811088355,50.0996733006634
598,-127.754835483548,50.0999250498025
599,-127.753670367037,50.1002257013335
600,-127.752505250525,50.1005263528645
601,-127.751340134013,50.1008270043954
602,-127.750175017502,50.1011226935315
603,-127.749658269021,50.1015418208488
604,-127.74900990099,50.1020193256439
605,-127.747844784478,50.1028442139569
606,-127.747323294829,50.1034103410341
607,-127.746679667967,50.1039411673126
608,-127.745514551455,50.1046279576323
609,-127.744877278907,50.1052788612195
610,-127.744349434943,50.1056441220811
611,-127.743184318432,50.1063346452881
612,-127.742110322932,50.1071473814048
613,-127.74201920192,50.1071881262023
614,-127.740854085409,50.1076530729996
615,-127.739688968897,50.1080563825613
616,-127.738523852385,50.1084596921231
617,-127.737358735874,50.1088630016848
618,-127.73691702503601,50.1090159015902
619,-127.736193619362,50.1092663112465
620,-127.73502850285,50.1096696208082
621,-127.733863386339,50.11007293037
622,-127.732698269827,50.1105495164901
623,-127.731972641709,50.1108844217755
624,-127.731533153315,50.1110872625724
625,-127.730368036804,50.1116250086547
626,-127.729202920292,50.112162754737
627,-127.72803780378,50.1127005008193
628,-127.727924181307,50.1127529419609
629,-127.726872687269,50.1132382469016
630,-127.725707570757,50.1137759929839
631,-127.724542454245,50.1143137390662
632,-127.723875720905,50.1146214621462
633,-127.723377337734,50.1148514851485
634,-127.722212221222,50.1153892312308
635,-127.72104710471,50.1159269773131
636,-127.719881988199,50.1164647233954
637,-127.719827260504,50.1164899823316
638,-127.718716871687,50.1166723047977
639,-127.717551755176,50.1168636133849
640,-127.716386638664,50.1170653645445
641,-127.715221522152,50.1179851017216
642,-127.714533575197,50.1183585025169
643,-127.714056405641,50.1184903048079
644,-127.712891289129,50.11875
645,-127.711726172617,50.11875
646,-127.710561056106,50.11875
647,-127.709395939594,50.11875
648,-127.708230823082,50.11875
649,-127.707065706571,50.11875
650,-127.705900590059,50.11875
651,-127.704735473547,50.11875
652,-127.703570357036,50.11875
653,-127.702405240524,50.11875
654,-127.701240124012,50.11875
655,-127.700075007501,50.11875
656,-127.698909890989,50.1193631863186
657,-127.697744774477,50.1199968793506
658,-127.697374181863,50.1202270227023
659,-127.696579657966,50.1206739423943
660,-127.695414541454,50.121170775647
661,-127.694249424942,50.1217880878997
662,-127.693403923726,50.1220955428876
663,-127.693084308431,50.1222018915803
664,-127.691919191919,50.1226354453627
665,-127.690754075408,50.1230591240942
666,-127.689588958896,50.1234828028257
667,-127.688423842384,50.1239064815572
668,-127.688265493216,50.123964063073
669,-127.687258725873,50.1243301602888
670,-127.686093609361,50.1247538390203
671,-127.684928492849,50.1251775177518
672,-127.683763376338,50.1256011964833
673,-127.682598259826,50.1258244006219
674,-127.682508250825,50.1258325832583
675,-127.681433143314,50.1259303203048
676,-127.680268026803,50.1260362399876
677,-127.679102910291,50.1261421596705
678,-127.677937793779,50.1262480793534
679,-127.676772677268,50.1263539990363
680,-127.675607560756,50.1264599187191
681,-127.674442444244,50.126565838402
682,-127.673277327733,50.1260143449561
683,-127.673124812481,50.1258325832583
684,-127.672657682435,50.123964063073
685,-127.672190552389,50.1220955428876
686,-127.672112211221,50.1217821782178
687,-127.671723422342,50.1202270227023
688,-127.671256292296,50.1183585025169
689,-127.670947094709,50.1173184110109
690,-127.670700820082,50.1164899823316
691,-127.669781978198,50.1152648598193
692,-127.669299429943,50.1146214621462
693,-127.668616861686,50.1137113711371
694,-127.667898039804,50.1127529419609
695,-127.667451745175,50.1121578824549
696,-127.666286628663,50.1111744507784
697,-127.665121512151,50.1113686368637
698,-127.66395639564,50.111562822949
699,-127.662791279128,50.1117570090342
700,-127.661626162616,50.1119511951195
701,-127.660461046105,50.1121453812048
702,-127.659295929593,50.1123395672901
703,-127.658130813081,50.1125337533753
704,-127.65696569657,50.1127279394606
705,-127.656815681568,50.1127529419609
706,-127.655800580058,50.1129221255459
707,-127.654635463546,50.1131163116312
708,-127.653569002807,50.1127529419609
709,-127.65403302235,50.1108844217755
710,-127.65456688526,50.1090159015902
711,-127.654635463546,50.1087758775878
712,-127.65510074817,50.1071473814048
713,-127.65563461108,50.1052788612195
714,-127.655800580058,50.104697969797
715,-127.65616847399,50.1034103410341
716,-127.6567023369,50.1015418208488
717,-127.656442787136,50.0996733006634
718,-127.655800580058,50.0993736040271
719,-127.654635463546,50.0988298829883
720,-127.653470347035,50.0982861619495
721,-127.65243881531,50.0978047804781
722,-127.652305230523,50.0977424409107
723,-127.651140114011,50.097198719872
724,-127.6499749975,50.0966649998333
725,-127.648809880988,50.0965873253992
726,-127.647644764476,50.0965096509651
727,-127.646479647965,50.096431976531
728,-127.645314531453,50.0963543020969
729,-127.644149414941,50.0962766276628
730,-127.64298429843,50.0961989532287
731,-127.641819181918,50.0961212787945
732,-127.640654065407,50.0960436043604
733,-127.639488948895,50.0959659299263
734,-127.63904390439,50.0959362602927
735,-127.638323832383,50.095873491963
736,-127.637158715872,50.0954920492049
737,-127.63599359936,50.0943269326933
738,-127.635734406774,50.0940677401073
739,-127.634828482848,50.0931618161816
740,-127.633865886589,50.092199219922
741,-127.633663366337,50.09199669967
742,-127.632498249825,50.0916666666667
743,-127.631333133313,50.0916666666667
744,-127.630168016802,50.0916666666667
745,-127.62900290029,50.0916666666667
746,-127.627837783778,50.0916666666667
747,-127.626672667267,50.0916666666667
748,-127.625507550755,50.0916946306358
749,-127.624342434243,50.0917397295285
750,-127.623177317732,50.0918691869187
751,-127.62201220122,50.0919986443089
752,-127.620847084708,50.0921281016991
753,-127.620207020702,50.092199219922
754,-127.619681968197,50.0922575590892
755,-127.618516851685,50.0923870164794
756,-127.617351735174,50.0925164738696
757,-127.616186618662,50.0925925925926
758,-127.61502150215,50.0925925925926
759,-127.613856385639,50.0925925925926
760,-127.612691269127,50.0925925925926
761,-127.611526152615,50.0925925925926
762,-127.610361036104,50.0925925925926
763,-127.609195919592,50.0925925925926
764,-127.60803080308,50.0925925925926
765,-127.607479397672,50.092199219922
766,-127.6071246708,50.0903306997366
767,-127.606891105777,50.0884621795513
768,-127.606865686569,50.0882588258826
769,-127.606657540754,50.0865936593659
770,-127.606423975731,50.0847251391806
771,-127.606071232123,50.0828566189952
772,-127.605700570057,50.0818681868187
773,-127.605370537054,50.0809880988099
774,-127.604669841984,50.0791195786245
775,-127.604535453545,50.0787612094543
776,-127.603969146915,50.0772510584392
777,-127.603370337034,50.0756542320899
778,-127.603268451845,50.0753825382538
779,-127.602567756776,50.0735140180685
780,-127.602205220522,50.0725472547255
781,-127.601867061706,50.0716454978831
