order_,name,long,lat
50567,mainland,-117.947006222,33.6226882229
50568,mainland,-117.948432864,33.6234206415
50569,mainland,-117.948471061,33.623718292
50570,mainland,-117.948883123,33.6239395486
50571,mainland,-117.950126704,33.6240615308
50572,mainland,-117.950736965,33.6247216053
50573,mainland,-117.952026312,33.6249389903
50574,mainland,-117.952133156,33.6255302415
50575,mainland,-117.952842692,33.626468604
50576,mainland,-117.953453129,33.6269417455
50577,mainland,-117.95522301,33.6274414664
50578,mainland,-117.955780113,33.6280594724
50579,mainland,-117.956817575,33.62839127
50580,mainland,-117.957168559,33.628921442
50581,mainland,-117.959213207,33.6290817965
50582,mainland,-117.960250845,33.6299208828
50583,mainland,-117.960716241,33.6298599808
50584,mainland,-117.961639466,33.6307182541
50585,mainland,-117.962593143,33.6307487052
50586,mainland,-117.963226286,33.6314392316
50587,mainland,-117.96396645,33.631561213
50588,mainland,-117.965232914,33.6322784943
50589,mainland,-117.966026236,33.6323318286
50590,mainland,-117.968063315,33.6347809703
50591,mainland,-117.968482947,33.6349411485
50592,mainland,-117.970169041,33.6348304321
50593,mainland,-117.970169041,33.6351088955
50594,mainland,-117.970863265,33.6357193328
50595,mainland,-117.971603429,33.6357193328
50596,mainland,-117.972107022,33.6361884264
50597,mainland,-117.97345727,33.6367492256
50598,mainland,-117.974807696,33.6381110924
50599,mainland,-117.975418133,33.6382790156
50600,mainland,-117.976501536,33.6381682991
50601,mainland,-117.97727972,33.6386718916
50602,mainland,-117.979721118,33.6414413898
50603,mainland,-117.982498185,33.6414985966
50604,mainland,-117.983177269,33.6422806533
50605,mainland,-117.984222476,33.6425019099
50606,mainland,-117.984443733,33.6429710035
50607,mainland,-117.984916699,33.6432494669
50608,mainland,-117.985473626,33.6431082994
50609,mainland,-117.986717206,33.6441383676
50610,mainland,-117.987243682,33.6440811617
50611,mainland,-117.988418616,33.6449394351
50612,mainland,-117.988967974,33.6448097079
50613,mainland,-117.98985282700001,33.644859346
50614,mainland,-117.990493715,33.6451911437
50615,mainland,-117.990692089,33.6456107754
50616,mainland,-117.991668649,33.6461104954
50617,mainland,-117.991607746,33.647029848
50618,mainland,-117.992080711,33.647361822
50619,mainland,-117.992363048,33.647361822
50620,mainland,-117.993263213,33.6482200954
50621,mainland,-117.994140673,33.648078927
50622,mainland,-117.994957053,33.6492195363
50623,mainland,-117.99566659,33.6496888052
50624,mainland,-117.996223517,33.6497497082
50625,mainland,-117.997123684,33.6501388889
50626,mainland,-117.997062604,33.6503601455
50627,mainland,-117.998283303,33.6513900383
50628,mainland,-117.998779327,33.65132896
50629,mainland,-117.999832103,33.6520613786
50630,mainland,-117.999938947,33.652278939
50631,mainland,-118.000000026,33.6530303685
50632,mainland,-118.001693689,33.6537513468
50633,mainland,-118.002532953,33.6545601584
50634,mainland,-118.003356903,33.6545295311
50635,mainland,-118.004997233,33.6562499495
50636,mainland,-118.005828927,33.6562499495
50637,mainland,-118.00791934,33.6582794603
50638,mainland,-118.00791934,33.6591416062
50639,mainland,-118.010833703,33.6620292133
50640,mainland,-118.011718731,33.6620292133
50641,mainland,-118.013397258,33.6637191815
50642,mainland,-118.014221207,33.6637191815
50643,mainland,-118.014633094,33.6641884504
50644,mainland,-118.014633094,33.6649703309
50645,mainland,-118.01496894,33.6653899627
50646,mainland,-118.015846223,33.6653595116
50647,mainland,-118.017532318,33.66707993
50648,mainland,-118.018356268,33.66707993
50649,mainland,-118.02171332,33.6703605903
50650,mainland,-118.022506643,33.6704216695
50651,mainland,-118.025833068,33.6737213397
50652,mainland,-118.026672331,33.6737517916
50653,mainland,-118.02913661,33.6762503942
50654,mainland,-118.029998756,33.6762503942
50655,mainland,-118.031692421,33.6778907244
50656,mainland,-118.032531684,33.6778907244
50657,mainland,-118.032943746,33.6782799051
50658,mainland,-118.032943746,33.6791381785
50659,mainland,-118.037536635,33.6837500773
50660,mainland,-118.038360585,33.6837500773
50661,mainland,-118.039176965,33.6845817721
50662,mainland,-118.039993347,33.6845817721
50663,mainland,-118.042923022,33.6874695555
50664,mainland,-118.042923022,33.6883315251
50665,mainland,-118.045433067,33.6907806668
50666,mainland,-118.045471264,33.6916389402
50667,mainland,-118.052513118,33.6987496188
50668,mainland,-118.053390578,33.6987189915
50669,mainland,-118.054580649,33.6999703172
50670,mainland,-118.054580649,33.7008285906
50671,mainland,-118.054992712,33.7012482223
50672,mainland,-118.055892877,33.7012214675
50673,mainland,-118.062133842,33.7074700002
50674,mainland,-118.062072763,33.7083282736
50675,mainland,-118.062561042,33.7087516016
50676,mainland,-118.063423188,33.7087211497
50677,mainland,-118.065063518,33.7103882346
50678,mainland,-118.065887468,33.7103614798
50679,mainland,-118.068359316,33.7129211626
50680,mainland,-118.069183265,33.7129211626
50681,mainland,-118.073356699,33.7170600962
50682,mainland,-118.074172904,33.7170600962
50683,mainland,-118.077529956,33.7204208447
50684,mainland,-118.078323278,33.7203903937
50685,mainland,-118.081672586,33.7237511431
50686,mainland,-118.082496711,33.7237511431
50687,mainland,-118.086669969,33.7278900768
50688,mainland,-118.087547253,33.7278594486
50689,mainland,-118.088386516,33.7287215944
50690,mainland,-118.089187583,33.7287215944
50691,mainland,-118.090026846,33.7295798678
50692,mainland,-118.090873678,33.7295608579
50693,mainland,-118.092117259,33.7308083112
50694,mainland,-118.092117259,33.7316093787
50695,mainland,-118.093353271,33.7329216073
50696,mainland,-118.094192535,33.7329216073
50697,mainland,-118.094596852,33.7333107872
50698,mainland,-118.094596852,33.7341690606
50699,mainland,-118.094222986,33.7345809474
50700,mainland,-118.090873678,33.734558065
50701,mainland,-118.089187583,33.7328911554
50702,mainland,-118.088363633,33.7329216073
50703,mainland,-118.087516801,33.7320594615
50704,mainland,-118.087142934,33.7324715245
50705,mainland,-118.088783265,33.7341690606
50706,mainland,-118.088813717,33.7358284006
50707,mainland,-118.089248661,33.7362212775
50708,mainland,-118.090873678,33.7362519048
50709,mainland,-118.091690059,33.7353897589
50710,mainland,-118.093353271,33.737060541
50711,mainland,-118.09417722,33.7370795509
50712,mainland,-118.09500117,33.7378883625
50713,mainland,-118.095832864,33.7378883625
50714,mainland,-118.096656814,33.738719881
50715,mainland,-118.097061132,33.7383308766
50716,mainland,-118.097137524,33.7374687307
50717,mainland,-118.097953729,33.7366713603
50718,mainland,-118.097106897,33.7358093907
50719,mainland,-118.097106897,33.7350005791
50720,mainland,-118.097526528,33.7346115747
50721,mainland,-118.101676903,33.734558065
50722,mainland,-118.105026211,33.7379188144
50723,mainland,-118.106720051,33.7378883625
50724,mainland,-118.107566884,33.7387505083
50725,mainland,-118.111656179,33.7387809594
50726,mainland,-118.112503011,33.7395591436
50727,mainland,-118.115860064,33.7395783307
50728,mainland,-118.116287265,33.7400016586
50729,mainland,-118.116256638,33.7425002613
50730,mainland,-118.1166687,33.742919893
50731,mainland,-118.118392992,33.742889442
50732,mainland,-118.119216941,33.7437515879
50733,mainland,-118.120033322,33.7437515879
50734,mainland,-118.121688789,33.745391918
50735,mainland,-118.122528053,33.7454184966
50736,mainland,-118.124191265,33.7470817091
50737,mainland,-118.125816282,33.7470588267
50738,mainland,-118.127502377,33.748779246
50739,mainland,-118.128326503,33.7487487949
50740,mainland,-118.129173334,33.7496109399
50741,mainland,-118.129966657,33.7496109399
50742,mainland,-118.130813664,33.7503891242
50743,mainland,-118.131637614,33.7503891242
50744,mainland,-118.132476878,33.75125127
50745,mainland,-118.134193424,33.7512206427
50746,mainland,-118.135032687,33.7520790924
50747,mainland,-118.135833754,33.7520599062
50748,mainland,-118.136688154,33.7529181796
50749,mainland,-118.138397133,33.7529181796
50750,mainland,-118.139221258,33.7537498736
50751,mainland,-118.140060345,33.7537498736
50752,mainland,-118.140876726,33.7545319303
50753,mainland,-118.14253237,33.7545813921
50754,mainland,-118.143356319,33.7553595764
50755,mainland,-118.1441727,33.7553595764
50756,mainland,-118.145027101,33.7562217223
50757,mainland,-118.146667431,33.7561912703
50758,mainland,-118.147506694,33.7570609858
50759,mainland,-118.148323075,33.7570609858
50760,mainland,-118.149169907,33.7578888072
50761,mainland,-118.150863571,33.7578888072
50762,mainland,-118.151687696,33.7587203258
50763,mainland,-118.153343164,33.7587203258
50764,mainland,-118.154189997,33.7595787754
50765,mainland,-118.156646707,33.7595595884
50766,mainland,-118.157470656,33.7603912832
50767,mainland,-118.160026466,33.7603912832
50768,mainland,-118.16085816,33.7612191047
50769,mainland,-118.162513804,33.7612191047
50770,mainland,-118.163330009,33.7620581919
50771,mainland,-118.166687062,33.7620810752
50772,mainland,-118.167526325,33.7628898868
50773,mainland,-118.174156117,33.7629395239
50774,mainland,-118.175003125,33.7637214053
50775,mainland,-118.181716878,33.7637214053
50776,mainland,-118.183402974,33.7620581919
50777,mainland,-118.18417359,33.7620316134
50778,mainland,-118.186683634,33.7595595884
50779,mainland,-118.190856892,33.7595595884
50780,mainland,-118.191276523,33.7600288582
50781,mainland,-118.191223189,33.7616081091
50782,mainland,-118.191642821,33.7620810752
50783,mainland,-118.193359368,33.7620581919
50784,mainland,-118.193786568,33.7616691884
50785,mainland,-118.193763686,33.7608603768
50786,mainland,-118.194168003,33.7603912832
50787,mainland,-118.195053031,33.7603912832
50788,mainland,-118.195861844,33.7595787754
50789,mainland,-118.197486859,33.7595595884
50790,mainland,-118.198356575,33.7604217343
50791,mainland,-118.199172955,33.7603912832
50792,mainland,-118.199577273,33.760810915
50793,mainland,-118.199623038,33.7625313343
50794,mainland,-118.20002753199999,33.7629203378
50795,mainland,-118.200866619,33.7629203378
50796,mainland,-118.201683,33.7620316134
50797,mainland,-118.203376839,33.7620810752
50798,mainland,-118.203781157,33.762470255
50799,mainland,-118.203811609,33.7633285284
50800,mainland,-118.205062935,33.7645798541
50801,mainland,-118.205886884,33.7645798541
50802,mainland,-118.206733716,33.7654189413
50803,mainland,-118.207107582,33.7650299378
50804,mainland,-118.207107582,33.7641716644
50805,mainland,-118.206283633,33.7633095185
50806,mainland,-118.206253006,33.762500706
50807,mainland,-118.20249938,33.7587814041
50808,mainland,-118.200866619,33.7587203258
50809,mainland,-118.20002753199999,33.7579384453
50810,mainland,-118.199188269,33.7578888072
50811,mainland,-118.198356575,33.7570799956
50812,mainland,-118.196670479,33.7570609858
50813,mainland,-118.194976814,33.7553902037
50814,mainland,-118.193328916,33.7554206556
50815,mainland,-118.192497222,33.7545585098
50816,mainland,-118.190856892,33.7545813921
50817,mainland,-118.190032942,33.7537192462
50818,mainland,-118.187561094,33.7537498736
50819,mainland,-118.187133717,33.7533606937
50820,mainland,-118.187103266,33.7508316392
50821,mainland,-118.187530467,33.7504387622
50822,mainland,-118.189163227,33.7504195761
50823,mainland,-118.189636193,33.7499390414
50824,mainland,-118.188812243,33.7491684258
50825,mainland,-118.188781792,33.7475013408
50826,mainland,-118.187942529,33.7466391949
50827,mainland,-118.187927215,33.7458610107
50828,mainland,-118.187072814,33.7449988648
50829,mainland,-118.187072814,33.7432784455
50830,mainland,-118.186248865,33.7424698102
50831,mainland,-118.186279316,33.7408294801
50832,mainland,-118.185440053,33.7399712067
50833,mainland,-118.185440053,33.7391701401
50834,mainland,-118.185836802,33.7387809594
50835,mainland,-118.20249938,33.738719881
50836,mainland,-118.203376839,33.7379188144
50837,mainland,-118.205032308,33.7378883625
50838,mainland,-118.205436625,33.7383116904
50839,mainland,-118.205436625,33.7391395128
50840,mainland,-118.204246554,33.7403602112
50841,mainland,-118.202529832,33.7403908385
50842,mainland,-118.201637234,33.7412491119
50843,mainland,-118.195892295,33.7412491119
50844,mainland,-118.194610517,33.7424698102
50845,mainland,-118.194641145,33.7441902295
50846,mainland,-118.193817195,33.7449988648
50847,mainland,-118.1942062,33.745391918
50848,mainland,-118.198333691,33.7454184966
50849,mainland,-118.198753323,33.7458610107
50850,mainland,-118.198837285,33.7499694933
50851,mainland,-118.199172955,33.7503891242
50852,mainland,-118.200057983,33.7503584968
50853,mainland,-118.200470046,33.7499694933
50854,mainland,-118.200470046,33.7449684138
50855,mainland,-118.200866619,33.7445792339
50856,mainland,-118.206703265,33.7445792339
50857,mainland,-118.207107582,33.7449684138
50858,mainland,-118.207138034,33.7516709018
50859,mainland,-118.207496587,33.7520790924
50860,mainland,-118.208358733,33.75125127
50861,mainland,-118.20921331,33.75125127
50862,mainland,-118.210006632,33.7503891242
50863,mainland,-118.210830757,33.7503891242
50864,mainland,-118.212112358,33.7491684258
50865,mainland,-118.212142986,33.7466391949
50866,mainland,-118.211723355,33.7462501914
50867,mainland,-118.210830757,33.7462501914
50868,mainland,-118.209167544,33.7445602232
50869,mainland,-118.208419812,33.7445602232
50870,mainland,-118.206253006,33.7425308895
50871,mainland,-118.206306516,33.7408104702
50872,mainland,-118.206703265,33.7403908385
50873,mainland,-118.207527214,33.7403908385
50874,mainland,-118.208358733,33.7412491119
50875,mainland,-118.20921331,33.7412184845
50876,mainland,-118.210861209,33.742889442
50877,mainland,-118.211669844,33.7428588147
50878,mainland,-118.213363685,33.7445792339
50879,mainland,-118.21417232,33.7445602232
50880,mainland,-118.216247596,33.7466698223
50881,mainland,-118.216247596,33.7474708898
50882,mainland,-118.215438784,33.7483291632
50883,mainland,-118.215423646,33.750858394
50884,mainland,-118.214141869,33.7520599062
50885,mainland,-118.213302606,33.7520790924
50886,mainland,-118.211692727,33.7537498736
50887,mainland,-118.210861209,33.7536887952
50888,mainland,-118.208793678,33.7557792081
50889,mainland,-118.208816561,33.7591705849
50890,mainland,-118.209167544,33.7595595884
50891,mainland,-118.210052573,33.7587509531
50892,mainland,-118.210456891,33.7591399575
50893,mainland,-118.210456891,33.7599984063
50894,mainland,-118.21089166,33.7603912832
50895,mainland,-118.211303723,33.7599984063
50896,mainland,-118.211273272,33.7574691755
50897,mainland,-118.211669844,33.7570799956
50898,mainland,-118.214187634,33.7570609858
50899,mainland,-118.214653031,33.7574387244
50900,mainland,-118.214653031,33.7616881983
50901,mainland,-118.215026897,33.7620810752
50902,mainland,-118.215438784,33.7616691884
50903,mainland,-118.215469411,33.758308439
50904,mainland,-118.215873729,33.7578888072
50905,mainland,-118.217529373,33.7595787754
50906,mainland,-118.218353322,33.7595787754
50907,mainland,-118.218750072,33.7591095056
50908,mainland,-118.218719444,33.7575302547
50909,mainland,-118.217933691,33.7566719813
50910,mainland,-118.21794126,33.754138878
50911,mainland,-118.218322695,33.7537498736
50912,mainland,-118.219223037,33.7537192462
50913,mainland,-118.2200623,33.7529181796
50914,mainland,-118.220863367,33.7529181796
50915,mainland,-118.221656865,33.7520599062
50916,mainland,-118.223388725,33.7520790924
50917,mainland,-118.224578796,33.7533302418
50918,mainland,-118.224578796,33.754138878
50919,mainland,-118.225830123,33.7553902037
50920,mainland,-118.22754667,33.7554206556
50921,mainland,-118.22836305,33.7545585098
50922,mainland,-118.230827329,33.7545319303
50923,mainland,-118.231719927,33.7537192462
50924,mainland,-118.234176637,33.7537498736
50925,mainland,-118.23506166599999,33.7528916002
50926,mainland,-118.236686682,33.7529181796
50927,mainland,-118.237503063,33.7520599062
50928,mainland,-118.239227354,33.7520599062
50929,mainland,-118.240043559,33.7512206427
50930,mainland,-118.24167632,33.751281722
50931,mainland,-118.242492701,33.7504195761
50932,mainland,-118.243316651,33.7503891242
50933,mainland,-118.243713399,33.7499999443
50934,mainland,-118.243766733,33.749191309
50935,mainland,-118.242942783,33.7483291632
50936,mainland,-118.242942783,33.7474708898
50937,mainland,-118.242080638,33.7466391949
50938,mainland,-118.242141717,33.7449684138
50939,mainland,-118.241706771,33.7445792339
50940,mainland,-118.237472611,33.7445602232
50941,mainland,-118.236633348,33.7437781664
50942,mainland,-118.231689475,33.7436905086
50943,mainland,-118.230873095,33.742919893
50944,mainland,-118.230056714,33.742919893
50945,mainland,-118.229171685,33.7437209606
50946,mainland,-118.22754667,33.7437515879
50947,mainland,-118.22672272,33.7445602232
50948,mainland,-118.225013742,33.7445792339
50949,mainland,-118.224197362,33.7454413789
50950,mainland,-118.222557031,33.745391918
50951,mainland,-118.221282999,33.7441405914
50952,mainland,-118.222579914,33.742889442
50953,mainland,-118.224212675,33.742919893
50954,mainland,-118.225036625,33.7420616196
50955,mainland,-118.226669386,33.7420311686
50956,mainland,-118.22754667,33.7412184845
50957,mainland,-118.228393501,33.7412795629
50958,mainland,-118.229187,33.7404212895
50959,mainland,-118.23000338,33.7403908385
50960,mainland,-118.230827329,33.7395783307
50961,mainland,-118.231719927,33.7395783307
50962,mainland,-118.232467659,33.7404212895
50963,mainland,-118.235816967,33.7403908385
50964,mainland,-118.236656231,33.7412491119
50965,mainland,-118.239227354,33.7412184845
50966,mainland,-118.240066441,33.7420806304
50967,mainland,-118.240859939,33.7420616196
50968,mainland,-118.24167632,33.742919893
50969,mainland,-118.242523153,33.742919893
50970,mainland,-118.24336241500001,33.7437515879
50971,mainland,-118.244171227,33.7437515879
50972,mainland,-118.244613566,33.7441405914
50973,mainland,-118.244613566,33.7449416589
50974,mainland,-118.245437691,33.7458115498
50975,mainland,-118.245498594,33.7466698223
50976,mainland,-118.246307405,33.7475013408
50977,mainland,-118.246246327,33.7491684258
50978,mainland,-118.24717712,33.7500305717
50979,mainland,-118.247093158,33.7508316392
50980,mainland,-118.247497476,33.7512206427
50981,mainland,-118.248382505,33.7504195761
50982,mainland,-118.249221768,33.7503891242
50983,mainland,-118.25003058,33.7495308517
50984,mainland,-118.250816333,33.7495803126
50985,mainland,-118.253776636,33.746688833
50986,mainland,-118.253776636,33.7458305596
50987,mainland,-118.254608155,33.7449684138
50988,mainland,-118.254577704,33.7425002613
50989,mainland,-118.255462732,33.741691626
50990,mainland,-118.255447419,33.7408294801
50991,mainland,-118.257553145,33.7387505083
50992,mainland,-118.25836178,33.7387505083
50993,mainland,-118.259170593,33.7379188144
50994,mainland,-118.259986797,33.7379188144
50995,mainland,-118.26127632,33.7366409093
50996,mainland,-118.260437056,33.7358093907
50997,mainland,-118.260421742,33.7341384332
50998,mainland,-118.261306771,33.733329797
50999,mainland,-118.26127632,33.7325287304
51000,mainland,-118.262497018,33.7312508253
51001,mainland,-118.265060397,33.731220198
51002,mainland,-118.265441832,33.731670457
51003,mainland,-118.264587431,33.7324981031
51004,mainland,-118.264602745,33.7341384332
51005,mainland,-118.265029945,33.734558065
51006,mainland,-118.265823443,33.7345809474
51007,mainland,-118.266281095,33.7350005791
51008,mainland,-118.266311723,33.7374991826
51011,mainland,-118.268753119,33.7366409093
51012,mainland,-118.268806454,33.7350312064
51013,mainland,-118.26796719,33.7341690606
51014,mainland,-118.267936739,33.7333107872
51015,mainland,-118.268753119,33.7324981031
51016,mainland,-118.267906112,33.7316398297
51017,mainland,-118.267906112,33.7308083112
51018,mainland,-118.267067025,33.7299994996
51019,mainland,-118.267067025,33.7291412262
51020,mainland,-118.266220016,33.7283591694
51021,mainland,-118.266281095,33.7266387502
51022,mainland,-118.265441832,33.7258301149
51023,mainland,-118.265426694,33.7249718415
51024,mainland,-118.264587431,33.7241401467
51025,mainland,-118.264587431,33.7233315113
51026,mainland,-118.265060397,33.7229194483
51027,mainland,-118.266693158,33.7229194483
51028,mainland,-118.267501794,33.7220307238
51029,mainland,-118.268333488,33.7220801857
51030,mainland,-118.268753119,33.7224693655
51031,mainland,-118.268753119,33.7233315113
51032,mainland,-118.26960752,33.7241897847
51033,mainland,-118.26960752,33.7258109287
51034,mainland,-118.270446784,33.7266387502
51035,mainland,-118.270477235,33.727500896
51036,mainland,-118.271316498,33.7283097076
51037,mainland,-118.271263164,33.7291716781
51038,mainland,-118.272171076,33.7299994996
51039,mainland,-118.272109996,33.7324715245
51040,mainland,-118.272537197,33.7329216073
51041,mainland,-118.273361147,33.7329216073
51042,mainland,-118.274192841,33.7337798807
51043,mainland,-118.27501679,33.7337494288
51044,mainland,-118.275436422,33.7341690606
51223,mainland,-118.277152969,33.7341384332
51224,mainland,-118.276313705,33.7332801599
51225,mainland,-118.276313705,33.7324715245
51226,mainland,-118.275466873,33.7316894678
51227,mainland,-118.275863623,33.731220198
51228,mainland,-118.276687572,33.731220198
51229,mainland,-118.277152969,33.7308083112
51230,mainland,-118.275863623,33.7295608579
51231,mainland,-118.27501679,33.7295798678
51232,mainland,-118.272926377,33.727470445
51233,mainland,-118.272918632,33.7266082991
51234,mainland,-118.272109996,33.7258301149
51235,mainland,-118.272140448,33.7250290483
51236,mainland,-118.271263164,33.7241705986
51237,mainland,-118.271293616,33.7224998165
51238,mainland,-118.270446784,33.7216682989
51239,mainland,-118.271667482,33.7203903937
51240,mainland,-118.273323126,33.7204208447
51241,mainland,-118.274139331,33.7212180398
51242,mainland,-118.274612472,33.7208098492
51243,mainland,-118.273773209,33.7200316649
51244,mainland,-118.273773209,33.7191696953
51245,mainland,-118.272926377,33.7183112457
51246,mainland,-118.272926377,33.7150001343
51247,mainland,-118.273361147,33.7145805026
51248,mainland,-118.274192841,33.7145805026
51249,mainland,-118.274986338,33.7137183567
51250,mainland,-118.275886505,33.7136917782
51251,mainland,-118.278747533,33.7166404645
51252,mainland,-118.277938897,33.7174682859
51253,mainland,-118.277969349,33.7199707619
51254,mainland,-118.27839655,33.7203903937
51255,mainland,-118.279190048,33.7203597664
51256,mainland,-118.279617248,33.7208290353
51257,mainland,-118.279632562,33.7216911812
51258,mainland,-118.280471825,33.7224693655
51259,mainland,-118.280433628,33.7241401467
51260,mainland,-118.280822809,33.7245787892
51261,mainland,-118.282562238,33.7245787892
51262,mainland,-118.282966556,33.7241705986
51263,mainland,-118.282943673,33.723308629
51264,mainland,-118.282096842,33.7225304447
51265,mainland,-118.282096842,33.7216682989
51266,mainland,-118.281280461,33.7208098492
51267,mainland,-118.281311088,33.7182807946
51268,mainland,-118.282531786,33.7170791061
51269,mainland,-118.284973184,33.7170600962
51270,mainland,-118.285392816,33.7166404645
51271,mainland,-118.285423267,33.714111409
51272,mainland,-118.284576434,33.7133293523
51273,mainland,-118.284637514,33.7125282857
51274,mainland,-118.283386187,33.7112197532
51275,mainland,-118.28167721,33.7112503805
51276,mainland,-118.281250009,33.7108307496
51277,mainland,-118.281311088,33.7099686038
51278,mainland,-118.281722975,33.7095794231
51279,mainland,-118.284187255,33.7096100504
51280,mainland,-118.285026517,33.7087516016
51281,mainland,-118.285888663,33.7087211497
51282,mainland,-118.289176892,33.7054404894
51283,mainland,-118.295837488,33.705421479499996
51284,mainland,-118.297943039,33.7074700002
51285,mainland,-118.297943039,33.7083282736
51286,mainland,-118.29918662,33.7095604132
51287,mainland,-118.300003,33.7095604132
51288,mainland,-118.300857577,33.7104186866
51289,mainland,-118.302513045,33.7103882346
51290,mainland,-118.303360053,33.7112503805
51291,mainland,-118.305023266,33.7112197532
51292,mainland,-118.30589298,33.7120780266
51293,mainland,-118.308326808,33.7121086539
51294,mainland,-118.309188778,33.7128907106
51295,mainland,-118.309997591,33.7128907106
51296,mainland,-118.310836853,33.713748984
51297,mainland,-118.312469438,33.7137183567
51298,mainland,-118.313308702,33.7145614927
51299,mainland,-118.320022631,33.7145614927
51300,mainland,-118.320426949,33.7149390551
51301,mainland,-118.320426949,33.7158089459
51302,mainland,-118.322563128,33.7179183696
51303,mainland,-118.323356626,33.7178916139
51304,mainland,-118.32418832,33.7187500636
51305,mainland,-118.32586667,33.7187194363
51306,mainland,-118.326721247,33.7195815821
51307,mainland,-118.329223547,33.7195586998
51308,mainland,-118.330001908,33.7204208447
51309,mainland,-118.33088676,33.7203903937
51310,mainland,-118.331733768,33.7212486671
51311,mainland,-118.333358784,33.7212180398
51312,mainland,-118.334213185,33.7220801857
51313,mainland,-118.335037311,33.7220611749
51314,mainland,-118.33586126,33.7229194483
51315,mainland,-118.336669896,33.7229194483
51316,mainland,-118.337486276,33.7236900638
51317,mainland,-118.339172372,33.7237511431
51318,mainland,-118.339996321,33.7245293274
51319,mainland,-118.341689985,33.7245787892
51320,mainland,-118.343383825,33.7262191184
51321,mainland,-118.344192461,33.7261886674
51322,mainland,-118.345031724,33.7270583819
51323,mainland,-118.350036676,33.7270583819
51324,mainland,-118.350860626,33.7279205278
51325,mainland,-118.352546721,33.7278900768
51326,mainland,-118.353782733,33.7291412262
51327,mainland,-118.353782733,33.7299994996
51328,mainland,-118.354187051,33.7303886794
51329,mainland,-118.355026314,33.7303886794
51330,mainland,-118.355438201,33.7308311944
51331,mainland,-118.355438201,33.7316398297
51332,mainland,-118.356277464,33.7324981031
51333,mainland,-118.356247013,33.7341384332
51334,mainland,-118.356719978,33.7346115747
51335,mainland,-118.35756681,33.7345809474
51336,mainland,-118.359222454,33.7362519048
51337,mainland,-118.360061717,33.7362212775
51338,mainland,-118.361717185,33.7378616076
51339,mainland,-118.363357515,33.7379188144
51340,mainland,-118.364196779,33.7386894291
51341,mainland,-118.366668626,33.738719881
51342,mainland,-118.367492753,33.7395783307
51343,mainland,-118.368766784,33.7383116904
51344,mainland,-118.368766784,33.7374382797
51345,mainland,-118.369171102,33.7370300891
51346,mainland,-118.370826746,33.7370795509
51347,mainland,-118.371246378,33.7374687307
51348,mainland,-118.371246378,33.7382812394
51349,mainland,-118.371673578,33.738719881
51350,mainland,-118.372497528,33.738719881
51351,mainland,-118.374191368,33.737060541
51352,mainland,-118.375923229,33.7370795509
51353,mainland,-118.376312233,33.7374687307
51354,mainland,-118.376281781,33.7400016586
51355,mainland,-118.376693668,33.7403908385
51356,mainland,-118.377532931,33.7403908385
51357,mainland,-118.37835688,33.7412184845
51358,mainland,-118.379203713,33.7412184845
51359,mainland,-118.380859356,33.742919893
51360,mainland,-118.387496894,33.742919893
51361,mainland,-118.388397235,33.7420311686
51362,mainland,-118.389221185,33.7420806304
51363,mainland,-118.390823319,33.7404212895
51364,mainland,-118.394996576,33.7404212895
51365,mainland,-118.39839165,33.737060541
51366,mainland,-118.400016841,33.7370300891
51367,mainland,-118.401687623,33.7387505083
51368,mainland,-118.402526886,33.738719881
51369,mainland,-118.403373718,33.7395783307
51370,mainland,-118.404167216,33.7395783307
51371,mainland,-118.404586848,33.7399712067
51372,mainland,-118.404617299,33.7408294801
51373,mainland,-118.405853312,33.7420616196
51374,mainland,-118.413330112,33.7420616196
51375,mainland,-118.414581262,33.7432784455
51376,mainland,-118.414573693,33.7458115498
51377,mainland,-118.415390074,33.7466698223
51378,mainland,-118.415443407,33.7499694933
51379,mainland,-118.416282671,33.7508316392
51380,mainland,-118.416282671,33.754138878
51381,mainland,-118.416686989,33.7545585098
51382,mainland,-118.417526251,33.7545813921
51383,mainland,-118.417938314,33.7550010239
51384,mainland,-118.417968766,33.756641354
51385,mainland,-118.418403711,33.757110623
51386,mainland,-118.419189465,33.7570799956
51387,mainland,-118.419616665,33.7574996274
51388,mainland,-118.419593782,33.7599984063
51389,mainland,-118.420471241,33.7608603768
51390,mainland,-118.420471241,33.762470255
51391,mainland,-118.420806912,33.7629203378
51392,mainland,-118.423316956,33.7628898868
51393,mainland,-118.424606303,33.7641410362
51394,mainland,-118.424606303,33.765808122
51395,mainland,-118.42622375,33.7675017856
51396,mainland,-118.426246633,33.768360059
51397,mainland,-118.424636755,33.7699699381
51398,mainland,-118.424636755,33.7708282115
51399,mainland,-118.426666265,33.7728614176
51400,mainland,-118.429176309,33.7728881725
51401,mainland,-118.429611255,33.7733116767
51402,mainland,-118.42958062700001,33.7758102802
51403,mainland,-118.42796318,33.7775000722
51404,mainland,-118.42799380699999,33.7783088837
51405,mainland,-118.427108779,33.7791710296
51406,mainland,-118.427078328,33.7824706998
51407,mainland,-118.42588807999999,33.7836913981
51408,mainland,-118.425003052,33.783718153
51409,mainland,-118.420806912,33.7878914111
51410,mainland,-118.419967649,33.7878914111
51411,mainland,-118.419166581,33.7887496845
51412,mainland,-118.418373084,33.7887192325
51413,mainland,-118.417526251,33.7895813784
51414,mainland,-118.416641223,33.7895813784
